index,Factor1,Factor2,Factor3
HMDB0000151<->SLC22A1,2.8983388,0.062097874,0.07903662
HMDB0000538<->KCNJ15,2.8652275,0.0,0.7842204
HMDB0000595<->SLC4A4,2.683966,0.0,0.56850195
HMDB0000538<->AQP2,2.6389847,1.2438947,0.07482065
HMDB0000538<->SCNN1B,2.4511745,0.5578616,0.0
HMDB0000151<->ABCG2,2.4375484,0.32514024,0.08979097
HMDB0000538<->SCNN1A,2.363747,0.7624965,0.15964353
HMDB0000538<->ITGB5,2.3414493,1.0121799,0.0
HMDB0000234<->SLC22A8,2.3382459,0.0,0.949861
HMDB0004667<->RXRA,2.2898946,0.9187488,0.61846435
HMDB0000538<->AQP1,2.1641448,0.9913636,1.0780095
HMDB0000151<->VDR,2.1485474,0.17606539,0.0
HMDB0000538<->SLC8A1,2.1404767,0.0028687068,0.0
HMDB0000234<->SLC22A6,2.039313,0.0,0.9811182
HMDB0000067<->VDR,1.9178221,0.342864,0.879262
HMDB0000538<->IFNGR1,1.8537893,0.7191955,0.26256347
HMDB0000538<->ITGA1,1.761673,0.5296023,0.50266176
HMDB0000234<->SLC22A1,1.7062315,0.084482856,1.8609048
HMDB0001999<->RXRA,1.6943154,0.13444851,0.6056887
HMDB0001220<->TNFRSF1A,1.6592243,1.5744622,0.31735536
HMDB0002183<->RXRA,1.657647,0.17925768,0.8606525
HMDB0000806<->HNF4A,1.6558237,0.0,1.8543471
HMDB0000151<->ESRRA,1.6397686,0.8707514,0.0
HMDB0000826<->RXRA,1.6389968,0.31634432,0.8777638
HMDB0000638<->HNF4A,1.6358548,0.0,1.8274245
HMDB0001999<->SLC8A1,1.6146623,0.0,0.030273478
HMDB0000123<->PTPRF,1.5886151,1.4281288,1.1673248
HMDB0000169<->ITGAV,1.5750831,0.66363716,1.0154943
HMDB0000305<->VDR,1.5540375,0.17550252,0.31644106
HMDB0000131<->ITGAV,1.5539482,1.4515396,0.16571137
HMDB0000067<->RXRA,1.5220481,0.97571325,0.35561174
HMDB0001388<->RXRA,1.521468,0.5614937,0.45812744
HMDB0001220<->PTGFR,1.5008188,0.3485655,0.022130594
HMDB0003229<->SLC2A2,1.4895939,0.0,0.5205467
HMDB0001999<->TNFRSF21,1.4725909,0.0,1.6072365
HMDB0000870<->PTGFR,1.4263402,0.16789858,0.3214712
HMDB0000538<->P2RX4,1.4206277,0.54778457,0.19280542
HMDB0000050<->SCNN1A,1.4176527,0.93701434,0.92512554
HMDB0000538<->MET,1.4170048,1.0139056,0.4932261
HMDB0000151<->NR2F2,1.3885726,1.2104135,0.0
HMDB0000151<->KDR,1.3492914,0.54765195,0.0
HMDB0000207<->ABCG2,1.3486384,0.0,0.6210247
HMDB0000990<->ITGA1,1.3141222,0.7565137,1.1084358
HMDB0000259<->PTGFR,1.308221,0.37794575,0.27292413
HMDB0001314<->TRPV4,1.2714779,0.9355308,1.2262619
HMDB0001999<->SLC27A1,1.2440306,0.20086776,0.61389714
HMDB0000151<->ERBB2,1.239678,0.87187284,0.0
HMDB0001388<->TNFRSF21,1.2267553,0.36335054,1.4910787
HMDB0000673<->RXRA,1.2234118,0.8285668,0.9054863
HMDB0000058<->TRPV4,1.2121416,0.94447666,1.2260876
HMDB0000169<->ITGB1,1.1937829,0.91321504,0.85564417
HMDB0000538<->INSR,1.1842544,0.32100734,0.24322507
HMDB0000538<->ACVRL1,1.138717,0.7436715,0.0763421
HMDB0000207<->UCP2,1.132777,0.37300235,0.17703405
HMDB0000207<->RXRA,1.129053,0.12769681,0.13802703
HMDB0000234<->ABCG2,1.114255,0.4925927,1.8220128
HMDB0000234<->VDR,1.103398,0.23011433,1.3949032
HMDB0000151<->NR1H4,1.0747399,0.4063306,0.038400605
HMDB0000220<->RXRA,1.0480431,0.1934951,0.4024447
HMDB0000220<->SLC2A2,1.0476927,0.0,0.43004104
HMDB0000067<->FLT1,1.03453,1.1972845,0.32730088
HMDB0000538<->SLC2A1,1.0149227,1.1891799,0.4456165
HMDB0000151<->NR1H2,1.013405,1.0037357,0.0
HMDB0000641<->AR,1.0085559,0.04912706,0.37648946
HMDB0000058<->AQP1,1.0036254,1.6388166,1.830071
HMDB0000234<->SLC22A12,0.99288064,0.0,1.9151118
HMDB0000220<->UCP2,0.98709023,0.5143669,0.45480374
HMDB0000151<->THRA,0.97351116,0.910664,0.0
HMDB0000123<->PTPRD,0.96895283,0.5788191,1.0218015
HMDB0001388<->SLC27A1,0.9624639,0.58113176,0.5198993
HMDB0000067<->ERBB2,0.9583689,1.2324069,0.4341343
HMDB0000538<->SCNN1G,0.9575661,0.28809857,0.0
HMDB0000067<->NR1H3,0.92333996,0.6086366,0.9191497
HMDB0001043<->RXRA,0.915464,0.82033837,0.6098709
HMDB0000131<->ITGA1,0.9004838,1.0416028,0.14934793
HMDB0000151<->GJB1,0.88299567,0.4421088,0.0
HMDB0000151<->EGFR,0.87253505,0.70825225,0.0
HMDB0000538<->EGFR,0.86389685,0.55944085,0.19352546
HMDB0000151<->AR,0.85830414,0.12924239,0.13490647
HMDB0000067<->NR1H4,0.8468618,0.5423697,0.5849152
HMDB0000058<->ERBB2,0.8441255,1.2600336,0.7110324
HMDB0000067<->NR1H2,0.8354176,1.3560594,0.43717206
HMDB0000158<->AR,0.82855266,0.09154712,0.60318524
HMDB0000258<->SCNN1G,0.8283424,0.2881308,0.0
HMDB0000538<->CLCN7,0.82577795,0.621505,0.26284266
HMDB0000151<->SLC39A14,0.81631637,0.5777985,0.075092405
HMDB0000258<->SLC2A5,0.81239927,0.0,0.77274215
HMDB0000234<->SLC16A1,0.8094648,0.45660403,0.32860482
HMDB0000220<->TNFRSF21,0.80827576,0.0,1.2099253
HMDB0000151<->NR3C1,0.8077074,0.7756374,0.0
HMDB0003229<->INSR,0.7960261,0.0,0.65586025
HMDB0000258<->NR1H4,0.79379463,0.35774758,0.4560634
HMDB0000673<->TNFRSF21,0.7896939,0.56045115,2.1442482
HMDB0000131<->INSR,0.7857543,0.5874347,0.10691051
HMDB0000673<->SLC27A1,0.78481275,0.81299496,0.9704793
HMDB0000151<->CELSR2,0.7814814,0.62878025,0.0
HMDB0000237<->SLC16A1,0.78042775,0.54613996,0.28007424
HMDB0000538<->NPR1,0.76713204,0.6628221,0.0
HMDB0000538<->IFNGR2,0.7650675,0.65786004,0.1711605
HMDB0000050<->SLC5A8,0.7645598,0.0,1.5739053
HMDB0000050<->SCNN1G,0.76246214,0.39831161,0.08785592
HMDB0000538<->TRPM4,0.7592811,0.6529386,0.0
HMDB0000151<->SLC39A10,0.7529364,0.533657,0.0
HMDB0000123<->PTPRK,0.7519253,0.7539109,0.8647134
HMDB0000067<->THRA,0.74562943,1.3313595,0.3422568
HMDB0001220<->LPAR2,0.74134415,0.11311011,0.123853445
HMDB0000169<->INSR,0.74065065,0.21926191,0.45063642
HMDB0001314<->GUCY1A1,0.73709446,1.0592676,0.28412125
HMDB0000220<->PTGFR,0.7251959,0.03308475,0.1136923
HMDB0000234<->SLC22A5,0.7241088,0.4186732,1.1739111
HMDB0001220<->CCKAR,0.718809,0.0,0.6524549
HMDB0000131<->MET,0.7152567,1.391274,0.17185847
HMDB0000131<->ADGRL4,0.70274043,1.3788557,0.0
HMDB0000067<->EGFR,0.6992151,0.9757363,0.4218246
HMDB0000131<->GHR,0.68890375,0.75072575,0.523196
HMDB0000207<->NR1H3,0.6865832,0.027238594,0.47359875
HMDB0000169<->BMPR2,0.6861458,0.49373594,0.38738945
HMDB0001999<->ABCA1,0.68419564,0.28337273,0.21657118
HMDB0000131<->FLT1,0.6798184,1.1071498,0.0
HMDB0001220<->ACKR3,0.67832595,0.8024408,0.5376304
HMDB0000151<->RARA,0.6552981,0.63244987,0.0
HMDB0000169<->TGFBR2,0.6526935,0.80357194,0.37907293
HMDB0001043<->KDR,0.65266794,0.75598174,0.50294876
HMDB0001220<->AVPR1A,0.65215814,0.24094312,0.011938297
HMDB0001220<->EDNRB,0.64952755,0.897239,0.0751447
HMDB0000131<->IL10RB,0.6473274,1.0219455,0.0
