index,Factor1,Factor2,Factor3
HMDB0000067<->NR2F2,2.21329,0.77134454,0.6259479
HMDB0000058<->AQP1,2.1576748,0.9170713,1.6252421
HMDB0001852<->NR2F2,2.1512384,0.0,0.8587149
HMDB0000234<->NR2F2,2.1355581,0.026493244,1.1059533
HMDB0001220<->TNFRSF1A,2.1075292,1.3406466,0.29558444
HMDB0001852<->NR2F6,1.9784952,0.03359125,1.0474343
HMDB0000259<->KCNJ1,1.9312904,0.7678206,0.9274851
HMDB0000131<->ITGAV,1.9120591,1.249139,0.1739243
HMDB0000123<->PTPRF,1.8962893,1.323689,1.0576916
HMDB0000131<->TGFBR2,1.8627746,0.44421795,0.0
HMDB0000234<->NR2F6,1.8575947,0.28442183,1.2374375
HMDB0000131<->ADGRL4,1.8426024,0.5672982,0.0
HMDB0000131<->MET,1.8408854,0.60300326,0.15669222
HMDB0000067<->NR1H2,1.8316729,0.6546646,0.41480267
HMDB0000067<->THRA,1.8020686,0.58528125,0.3267396
HMDB0000123<->PTPRJ,1.7668036,0.90723795,0.5725175
HMDB0001852<->THRA,1.7623745,0.0,0.6140076
HMDB0000234<->NR1H2,1.7332913,0.026767585,0.8142253
HMDB0001852<->AQP3,1.7219948,0.041845284,0.46697316
HMDB0001852<->NR1H2,1.705412,0.0,0.671612
HMDB0000234<->THRA,1.7030554,0.00388762,0.8019558
HMDB0000058<->ERBB2,1.6738939,0.7285632,0.62747616
HMDB0000251<->AXL,1.6656114,0.39189166,0.41216195
HMDB0000538<->AQP2,1.6629164,2.0277445,0.15234965
HMDB0000067<->ERBB2,1.649236,0.792255,0.3881049
HMDB0001043<->KCNJ1,1.6342548,0.42479306,0.80670893
HMDB0000151<->NR2F2,1.6245203,1.1381783,0.0
HMDB0001852<->ERBB2,1.6190895,0.03560929,0.6277516
HMDB0000131<->ADGRF5,1.6101391,0.44898224,0.0
HMDB0000067<->FLT1,1.607529,0.83219105,0.30810362
HMDB0001852<->ESRRA,1.5944281,0.08109433,0.9448116
HMDB0000259<->AVPR2,1.5933466,0.011715503,0.37029576
HMDB0000538<->SLC2A1,1.5892665,0.789811,0.44394466
