index,Factor1,Factor2,Factor3
HMDB0000234<->ESR1,0.25103483,0.5065346,0.0
HMDB0000870<->CCR1,0.24939635,0.32748145,0.0
HMDB0000131<->ITGA1,0.24853803,1.1080937,0.6917225
HMDB0000595<->ESR1,0.24535875,0.38338965,0.00067173387
HMDB0000220<->LPAR2,0.24199486,0.043142,0.22941388
HMDB0000220<->LPAR1,0.23930232,0.24346025,0.04754788
HMDB0000058<->ADRB2,0.23659296,0.17634775,0.033888735
HMDB0000169<->FZD8,0.23652577,0.28929403,0.23497042
HMDB0000259<->CCR1,0.2359795,0.33048093,0.0
HMDB0000220<->NR4A1,0.23573773,0.14013015,0.17797051
HMDB0001388<->ABCA1,0.23535615,0.5694837,0.46546093
HMDB0000517<->CASR,0.23227884,0.3909609,0.10393504
HMDB0000220<->TBXA2R,0.23114759,0.072283275,0.15808912
HMDB0001852<->RARG,0.22940521,1.0868753,0.0
HMDB0000050<->ADRB2,0.22883675,0.1340415,0.044318274
HMDB0000870<->ADRB2,0.2226127,0.13046059,0.048165884
HMDB0000870<->PTGER1,0.21996462,0.9907553,0.0
HMDB0000259<->ADRB2,0.21919793,0.17122298,0.020046985
HMDB0000207<->RARA,0.21855798,0.1922517,0.3204089
HMDB0000131<->ITGAV,0.21630467,1.5432657,1.2564427
HMDB0000638<->TLR2,0.2151293,0.35021427,0.24622065
HMDB0000014<->EPHA2,0.21405639,0.79508895,0.13349317
HMDB0000296<->P2RY6,0.21351062,0.439929,0.22441116
HMDB0000595<->SLC4A7,0.21261795,0.33802593,0.13164102
HMDB0000220<->PTGFR,0.2099077,0.019444099,0.5688362
HMDB0000073<->CCR1,0.20967266,0.2899075,0.0
HMDB0000050<->CCR1,0.20794134,0.33960786,0.0
HMDB0000073<->ADRB2,0.20401472,0.09602594,0.021717552
HMDB0000067<->ABCA1,0.20355812,0.80732745,0.4607157
HMDB0000538<->IFNGR2,0.20277898,0.70464593,0.6357789
HMDB0000148<->CASR,0.20202173,0.33839542,0.100078896
HMDB0000131<->MET,0.20117845,1.5032724,0.575523
HMDB0000595<->CFTR,0.20001698,0.12170201,0.1292414
HMDB0000258<->ADRB2,0.19758943,0.117178775,0.020939661
HMDB0000595<->SLC4A8,0.19549021,0.47326675,0.15009668
HMDB0000169<->ITGB2,0.19112645,0.34644097,0.124975145
HMDB0000251<->SLC12A5,0.18938458,0.0506039,0.0
HMDB0000259<->LPAR3,0.18755531,0.0,0.23365556
HMDB0000870<->CCR5,0.18659982,0.26241934,0.13389103
HMDB0001220<->TBXA2R,0.18632737,0.35958442,0.3072525
HMDB0000259<->CCR5,0.18540601,0.30631885,0.18176417
HMDB0000073<->ADORA2A,0.18107307,0.48088157,0.0
HMDB0000870<->ADORA2A,0.17998503,0.58483166,0.0574175
HMDB0000131<->INSR,0.17905621,0.62416553,0.60986334
HMDB0000870<->CXCR4,0.17880231,0.11512922,0.30705094
HMDB0000050<->P2RY1,0.17768428,0.1454196,0.10245597
HMDB0000050<->CCR5,0.17756653,0.29762223,0.15106428
HMDB0000870<->LPAR3,0.17697102,0.0,0.34169033
HMDB0000131<->EGFR,0.175981,0.86008084,0.40009758
HMDB0000161<->ITGAL,0.1756674,0.22330278,0.13698237
HMDB0001852<->NR6A1,0.1751866,0.18835805,0.002509918
HMDB0000073<->LPAR3,0.17367922,0.0,0.27282014
HMDB0000169<->TLR3,0.17300814,0.36832556,0.1864226
HMDB0000220<->TNFRSF10B,0.16604161,0.105458535,0.11877794
HMDB0001043<->ABCA1,0.16226667,0.74853444,0.39035523
HMDB0000145<->ESR1,0.16120207,0.31948614,0.06266571
HMDB0001220<->CCR1,0.15819745,0.34106874,0.0
HMDB0000220<->ADRA1B,0.15731259,0.069726065,0.025128765
HMDB0000073<->CCR5,0.1571445,0.19955063,0.11705739
HMDB0000050<->PTGIR,0.15629964,0.18762608,0.067074865
HMDB0000220<->PTGER1,0.15559849,0.43876335,0.0
HMDB0000538<->KCNT1,0.15351698,0.2317487,0.0
HMDB0001220<->ADRB2,0.15140782,0.18469624,0.07143665
HMDB0000252<->TRPM3,0.15090065,0.058388546,0.034850128
HMDB0000538<->FZD5,0.14947845,0.31942937,0.20534687
HMDB0000050<->LPAR3,0.14710018,0.0,0.33099177
HMDB0001852<->TLR2,0.14656907,0.52586067,0.05604749
HMDB0000131<->ACVR1,0.14367752,0.5073077,0.057213694
HMDB0000538<->ACVR1,0.14169355,0.32862052,0.16104029
HMDB0000259<->ADORA2A,0.13839704,0.76838166,0.039444175
HMDB0000870<->TLR4,0.13788582,0.30912036,0.13593511
HMDB0000073<->CXCR4,0.13711135,0.09240715,0.25206152
HMDB0000806<->TLR4,0.13685147,0.3304171,0.11899999
HMDB0001220<->LPAR1,0.13497391,0.6537435,0.1938101
HMDB0000259<->CXCR4,0.13248481,0.204585,0.31627274
HMDB0000151<->NR1I2,0.1322996,0.0,0.21409965
HMDB0000050<->CXCR4,0.13218415,0.18478577,0.26274306
HMDB0000638<->TLR4,0.1310173,0.30529237,0.11688862
HMDB0000169<->ITGB7,0.13092886,0.15649998,0.07140611
HMDB0000220<->AVPR1A,0.12566355,0.07662042,0.13946058
HMDB0000220<->TLR2,0.12395308,0.20646274,0.07818882
HMDB0000870<->PTGIR,0.12245492,0.20635553,0.10931882
HMDB0001341<->EPHA2,0.12214817,0.33360833,0.024493191
HMDB0000538<->CFTR,0.12176117,0.059972767,0.1403569
HMDB0000538<->ANO1,0.11764556,0.39881715,0.22913563
HMDB0001852<->KIT,0.11651746,0.47053376,0.037360128
HMDB0000220<->LPAR3,0.114156745,0.0,0.14686671
HMDB0000538<->GPR35,0.11071468,0.19900173,0.022962611
HMDB0000067<->PTGIR,0.104564175,0.22347438,0.10569483
HMDB0000131<->NR1I2,0.10364556,0.0233928,0.14718337
HMDB0000990<->ITGAM,0.10235227,0.4370793,0.06538824
HMDB0000058<->ADRB1,0.1004423,0.07182557,0.14747648
HMDB0000131<->PPARD,0.10037899,0.43201253,0.3358524
HMDB0000169<->IL3RA,0.10035462,0.39539558,0.14314534
HMDB0001341<->BMPR2,0.09996426,0.32053682,0.012375912
HMDB0000259<->PTGIR,0.09926795,0.24748774,0.109201714
HMDB0000870<->ADRA1B,0.09905112,0.22195269,0.10007019
HMDB0000538<->ACVR1B,0.09820625,0.52479,0.4001801
HMDB0000073<->PTGIR,0.09478382,0.13205871,0.095675424
HMDB0000259<->KISS1R,0.09388496,0.09849618,0.09680868
HMDB0000050<->ADORA2A,0.093598925,0.643552,0.06660384
HMDB0001341<->ITGA1,0.09326082,0.33600354,0.0
HMDB0001220<->PTGER4,0.093180284,0.68206644,0.29815975
HMDB0000870<->KISS1R,0.09074521,0.066087015,0.11848663
HMDB0000169<->ACVR2B,0.09043443,0.14402023,0.072902985
HMDB0000870<->EDNRA,0.08971591,0.21242054,0.04947059
HMDB0001220<->CXCR4,0.08777161,0.17576604,0.31430718
HMDB0000050<->ADRB1,0.0872199,0.056399595,0.14263768
HMDB0000133<->CD40,0.08694112,0.24435711,0.092896365
HMDB0000259<->ADRB1,0.0868432,0.070865445,0.14782883
HMDB0000538<->TLR3,0.08550776,0.52446365,0.3729015
HMDB0001220<->ADRB1,0.08325421,0.042870507,0.16998863
HMDB0000870<->ADRB1,0.08255379,0.04924033,0.15434457
HMDB0000259<->ADRA1A,0.0815194,0.007322655,0.16552268
HMDB0000870<->AVPR1A,0.08141763,0.21904762,0.46631032
HMDB0000259<->ADRA1B,0.08085846,0.28692946,0.09078386
HMDB0000220<->KISS1R,0.079505675,0.016929604,0.068383366
HMDB0000259<->PPARG,0.07909443,0.09499215,0.003788448
HMDB0000870<->ADRA1A,0.07767663,0.0,0.19811521
HMDB0000058<->GJA1,0.07743025,0.64227885,0.01635204
HMDB0000073<->ADRB1,0.07624247,0.061058324,0.10087909
HMDB0001220<->LPAR3,0.0758681,0.0,0.32617772
HMDB0001999<->SLC8A1,0.07470475,0.0,1.294628
HMDB0000538<->SCNN1A,0.07368719,0.78405374,2.037657
HMDB0000517<->SLC7A1,0.07283489,1.0481609,0.31136206
HMDB0000220<->TLR4,0.07268192,0.13336538,0.099622004
HMDB0000870<->TLR1,0.07087931,0.15143739,0.080787785
HMDB0000538<->P2RY14,0.070493825,0.36963105,0.08144121
HMDB0000112<->ITGA4,0.06965607,0.16355887,0.09284156
HMDB0000131<->ADGRL2,0.06889231,0.6530013,0.21557643
HMDB0001341<->EPHB4,0.067882344,0.34410584,0.0028466904
HMDB0000220<->EDNRA,0.067576565,0.07235274,0.02846657
HMDB0001043<->PPARG,0.067214936,0.085715234,0.0
HMDB0001341<->P2RX4,0.06710567,0.32037845,0.0052093025
HMDB0000131<->IL15RA,0.06706029,0.40497637,0.07523909
HMDB0000234<->GJA1,0.063963614,0.5546285,0.028664907
HMDB0000259<->EDNRA,0.063785955,0.33445624,0.054137442
HMDB0001220<->ADORA2A,0.06358921,0.5999531,0.091599904
HMDB0001341<->LPAR6,0.06345116,0.17420751,0.0
HMDB0000131<->MERTK,0.061942205,0.20802398,0.15291297
HMDB0000050<->SCNN1G,0.0615407,0.42232484,0.6617368
HMDB0000169<->ITGAX,0.061508648,0.12647204,0.23758972
HMDB0000990<->PPARG,0.059668362,0.10640767,0.007076036
HMDB0001220<->CCR5,0.05846961,0.28761277,0.17355448
HMDB0000131<->EPHA3,0.058188472,0.05235539,0.036289662
HMDB0000131<->RARA,0.05757424,0.7655191,0.30906415
HMDB0000538<->KIT,0.05630962,0.3369814,0.19366986
HMDB0001341<->IFNGR1,0.05606885,0.40710598,0.0077004503
HMDB0002183<->PPARG,0.05551754,0.055265605,0.022684665
HMDB0004667<->PPARG,0.055177543,0.12993962,0.008906988
HMDB0000870<->HTR1B,0.054753862,0.34763017,0.0
HMDB0001999<->PPARG,0.053796567,0.047200833,0.029634478
HMDB0000131<->ADGRL1,0.053735305,0.59756345,0.14280613
HMDB0000305<->NR0B2,0.053099208,0.09565226,0.0
HMDB0000058<->NPR3,0.051214736,0.16387612,0.4074174
HMDB0000574<->LEPR,0.049138337,0.21474327,0.0
HMDB0001220<->PTGIR,0.048892282,0.1776757,0.11562691
HMDB0000220<->ITGAX,0.048150487,0.096814774,0.17574003
HMDB0000538<->P2RY1,0.047191605,0.10543556,0.13066939
HMDB0000131<->TNFRSF11A,0.04660198,0.29780045,0.05226879
HMDB0000073<->NPY1R,0.04599496,0.3421047,0.0
HMDB0000131<->NR4A1,0.04196164,0.35302705,0.2518554
HMDB0000251<->TLR4,0.04157264,0.35906607,0.12781136
HMDB0001852<->PPARG,0.04066895,0.105891384,0.0
HMDB0000538<->PANX1,0.040066633,0.3835676,0.13110957
HMDB0000870<->SLC1A2,0.039908692,0.05964597,0.0945732
HMDB0001341<->TLR3,0.039286643,0.1285505,0.020633064
HMDB0000131<->PTPRN,0.038741037,0.36272,0.006912132
HMDB0000806<->PPARG,0.038566392,0.08958645,0.027706431
HMDB0000169<->KIT,0.03755719,0.17544952,0.20133112
HMDB0001341<->IFNGR2,0.03729485,0.31751785,0.0
HMDB0000870<->NPY1R,0.03726601,0.36077213,0.0
HMDB0001220<->ADRA1B,0.0371519,0.25055295,0.082983926
HMDB0000870<->ITGA4,0.035997037,0.12286943,0.13797866
HMDB0000050<->HTR1B,0.035002217,0.4025299,0.0
HMDB0001220<->KISS1R,0.033617787,0.06789475,0.14736801
HMDB0000208<->OXGR1,0.03280359,0.014831648,0.453466
HMDB0000220<->ADRA1A,0.032580577,0.0,0.05807835
HMDB0000131<->IFNAR1,0.030727796,0.8735829,0.17391668
HMDB0001220<->HTR1B,0.03069336,0.42169318,0.0
HMDB0000169<->IL21R,0.029996768,0.047625996,0.033658076
HMDB0001341<->ITGB5,0.029194552,0.4072852,0.05950895
HMDB0000151<->ADCYAP1R1,0.028101955,0.3014715,0.014608081
HMDB0000131<->ITGB7,0.027917836,0.2779677,0.10004034
HMDB0000169<->NPR3,0.027694028,0.0836016,0.25039443
HMDB0000259<->PTGER1,0.026701754,1.2936283,0.0
HMDB0000131<->ESRRG,0.026662972,0.45946762,0.29203087
HMDB0000538<->DHX58,0.02469603,0.23005454,0.10282844
HMDB0000148<->SLC1A3,0.024376031,0.18368743,0.0067300075
HMDB0000538<->P2RX1,0.023427388,0.20241328,0.31829685
HMDB0001220<->EDNRA,0.02339463,0.351164,0.03595746
HMDB0001852<->ATP7A,0.023285033,0.042314734,0.007997342
HMDB0000067<->PPARG,0.022056095,0.07347751,0.020462519
HMDB0000131<->NR3C1,0.021511566,1.0107166,0.3077234
HMDB0000112<->GABRE,0.02080101,0.17782278,0.007239459
HMDB0000151<->SLC39A10,0.020336049,0.55635464,0.57739013
HMDB0001341<->P2RY2,0.020333415,0.1441739,0.0
HMDB0000131<->ITGAL,0.0201957,0.24799252,0.16199306
HMDB0001341<->FZD5,0.019672273,0.13452445,0.0
HMDB0001220<->ADRA1A,0.018285492,0.008554613,0.15679269
HMDB0000112<->GABRB3,0.018146107,0.03860268,0.12372091
HMDB0001341<->EPHA1,0.01796944,0.070895776,0.0
HMDB0000259<->NPY1R,0.01758588,0.44475222,0.0
HMDB0000073<->HTR1B,0.015885005,0.3340249,0.0
HMDB0000067<->ABCG1,0.014704894,0.68591416,0.19589712
HMDB0000870<->ADRA2A,0.013608909,0.22370447,0.04991045
HMDB0000148<->GRIK5,0.011683848,0.5516986,0.457894
HMDB0000151<->SLC25A40,0.01071202,0.21997887,0.13461551
HMDB0001220<->EDNRB,0.009289101,0.96188956,0.5842137
HMDB0000131<->MST1R,0.008258913,0.05412324,0.0
HMDB0001388<->PPARG,0.008138255,0.06966593,0.042443674
HMDB0000538<->ACVRL1,0.007923218,0.7764025,0.99740964
HMDB0001220<->PTGFR,0.0075213006,0.34283933,1.2589296
HMDB0001341<->MERTK,0.005229547,0.08158304,0.0004759519
HMDB0000151<->GJB1,0.0045133904,0.46118438,0.68908286
HMDB0001341<->EPHA3,0.0043795267,0.016050044,0.024609784
HMDB0000259<->HTR1B,0.0038150637,0.43228552,0.0
HMDB0000151<->STYK1,0.0037801422,0.34752598,0.04157308
HMDB0000151<->KCND3,0.003734149,0.36901894,0.08530516
HMDB0001341<->P2RY1,0.0036451437,0.012102449,0.017158417
HMDB0000259<->AVPR1A,0.0031164405,0.30519179,0.52305114
HMDB0000045<->RET,0.0024403702,0.05912353,0.017540349
HMDB0000108<->ITGAM,0.0021675637,0.071336634,0.0
HMDB0001341<->KIT,0.0,0.09741775,0.026205948
HMDB0000538<->ITGB5,0.0,1.0200781,1.9553934
HMDB0000151<->ERBB4,0.0,0.58152294,0.11365073
HMDB0000151<->ESRRB,0.0,0.6559934,0.1423549
HMDB0000151<->SLC39A6,0.0,0.6911366,0.31777114
HMDB0000151<->NR3C1,0.0,0.8081949,0.6482811
HMDB0000108<->P2RX4,0.0,0.22705974,0.0
HMDB0000108<->SCNN1A,0.0,0.2631153,0.006726287
HMDB0000151<->ESRRA,0.0,0.88891166,1.3188084
HMDB0000151<->CELSR1,0.0,0.473483,0.3537295
HMDB0000151<->FGFR2,0.0,0.58334494,0.3227075
HMDB0000108<->CFTR,0.0,0.0131767895,0.0
HMDB0000538<->SCNN1G,0.0,0.27410206,0.81921464
HMDB0000108<->SCNN1G,0.0,0.08802857,0.004319257
HMDB0001341<->P2RX1,0.0,0.08058191,0.0
HMDB0001341<->P2RY14,0.0,0.1357696,0.0
HMDB0000169<->ITGA4,0.0,0.113321,0.1183864
HMDB0000131<->TLR3,0.0,0.6442239,0.24764155
HMDB0000108<->TLR3,0.0,0.10197405,0.0
HMDB0000296<->TLR7,0.0,0.25045434,0.13042349
HMDB0001341<->TLR7,0.0,0.059675496,0.019807266
HMDB0000538<->TLR7,0.0,0.1727513,0.113027565
HMDB0001341<->GPR35,0.0,0.08402614,0.0
HMDB0000151<->EGFR,0.0,0.73693967,0.68723154
HMDB0000538<->SLC8A1,0.0,0.0,1.7736516
HMDB0001341<->P2RY6,0.0,0.18635763,0.0
HMDB0000538<->P2RY6,0.0,0.4413084,0.2574382
HMDB0000538<->SCNN1B,0.0,0.52060145,2.06535
HMDB0000151<->GPER1,0.0,0.09473582,0.106894664
HMDB0000151<->CELSR2,0.0,0.6482511,0.6351636
HMDB0000538<->TRPV6,0.0,0.2828713,0.23559114
HMDB0000151<->SLC12A5,0.0,0.053608865,0.012792194
