index,Factor1,Factor2,Factor3
HMDB0000870<->LPAR1,0.48601595,0.5908973,0.053847346
HMDB0003229<->FZD8,0.48202157,0.08039298,0.23180495
HMDB0000538<->MET,0.48078048,1.10086,1.5540917
HMDB0000058<->CFTR,0.4753315,0.13619171,0.03174429
HMDB0000259<->ADORA2B,0.46955037,0.8132659,0.049918674
HMDB0000870<->PTGER4,0.46874973,0.59822124,0.15414019
HMDB0001852<->RARA,0.46468744,0.9943718,0.10399566
HMDB0000169<->ACVR2A,0.46373445,0.35379863,0.05567491
HMDB0003229<->FZD5,0.44903702,0.08008314,0.08818885
HMDB0000169<->ITGA5,0.43584776,0.46278086,0.095865294
HMDB0000067<->RORC,0.43482265,0.5685453,0.09612129
HMDB0000169<->GABBR1,0.42863756,0.37852234,0.15485276
HMDB0000151<->AR,0.42859274,0.115108944,0.59799135
HMDB0000073<->ADORA2B,0.428103,0.6094501,0.0
HMDB0000050<->CFTR,0.4120608,0.09782345,0.08894559
HMDB0000220<->PTGFR,0.40747005,0.0,0.49311224
HMDB0000870<->TBXA2R,0.4051927,0.30188647,0.35770756
HMDB0000123<->PTPRM,0.40112585,0.7231792,0.20394562
HMDB0000050<->AVPR2,0.3972908,1.1884781,0.123364866
HMDB0000045<->P2RY2,0.3963054,0.88052386,0.0
HMDB0000169<->TGFBR3,0.3792662,0.68335205,0.28694677
HMDB0000259<->CFTR,0.37650242,0.13713236,0.101633295
HMDB0001043<->CLCN2,0.3678941,0.28808063,0.020151874
HMDB0000220<->EDNRB,0.36779964,0.3325447,0.1927233
HMDB0000220<->ABCA1,0.36371696,0.19863245,0.28723884
HMDB0000538<->INSR,0.36338022,0.30243877,1.1363139
HMDB0000050<->LPAR1,0.3633061,0.63390934,0.09465453
HMDB0000073<->LPAR1,0.36288902,0.5396333,0.0
HMDB0001388<->ABCA1,0.35866785,0.5985185,0.44133353
HMDB0000123<->PTPRU,0.35774878,0.720139,0.38156298
HMDB0000259<->LPAR1,0.35563344,0.79648966,0.03337583
HMDB0000220<->LPAR2,0.3527312,0.04149742,0.16767177
HMDB0000131<->ITGAV,0.35238758,1.709586,1.2400082
HMDB0000259<->AVPR2,0.35125473,1.4369925,0.0778763
HMDB0000131<->ITGA1,0.34964126,1.2456168,0.6386718
HMDB0000259<->TBXA2R,0.349543,0.40742517,0.27900034
HMDB0000050<->PTGER4,0.34114882,0.68457294,0.16704613
HMDB0000169<->ITGA2B,0.3348628,0.45997828,0.07555828
HMDB0000538<->IFNGR1,0.33114263,0.70539016,1.8717124
HMDB0001852<->NR1I2,0.32944047,0.042567953,0.033192914
HMDB0000131<->EGFR,0.3238857,0.96150374,0.27626064
HMDB0000191<->GRIK5,0.32375148,1.0738734,0.4357892
HMDB0000169<->PTPRM,0.32024056,0.42692605,0.119947635
HMDB0000073<->PTGER4,0.31848392,0.57783794,0.1330769
HMDB0003229<->FZD6,0.31590465,0.09977188,0.12782316
HMDB0000207<->RARA,0.31424993,0.19668132,0.2862178
HMDB0000131<->INSR,0.31370562,0.6961427,0.54110825
HMDB0000259<->PTGER4,0.3132204,0.9005923,0.20813277
HMDB0000169<->FZD5,0.30413774,0.27764574,0.09667802
HMDB0000538<->LPAR6,0.30276573,0.33830425,0.28482872
HMDB0000131<->MET,0.30191857,1.6758744,0.4918118
HMDB0001999<->SLC8A1,0.29961511,0.0,1.27852
HMDB0000595<->CFTR,0.29955465,0.12855236,0.062013656
HMDB0001043<->ABCA1,0.2946166,0.8016738,0.335101
HMDB0001314<->GUCY1B1,0.29382923,0.69990516,0.31536058
HMDB0001852<->RORC,0.29249978,0.56278527,0.0
HMDB0003229<->FZD7,0.29131368,0.053418707,0.045218714
HMDB0000169<->FZD8,0.29054824,0.3094934,0.219771
HMDB0000220<->LPAR1,0.28892598,0.27047315,0.0061195907
HMDB0000595<->SLC4A7,0.28883332,0.3689247,0.076323055
HMDB0000259<->SLC6A4,0.28845626,0.0,0.026689753
HMDB0000990<->ESR1,0.2829208,0.58873415,0.062011875
HMDB0000067<->ABCA1,0.2802243,0.8691166,0.45107496
HMDB0001220<->PTGER3,0.2786547,1.0251484,0.100903526
HMDB0000990<->DDR2,0.2767084,0.87440354,0.18724868
HMDB0000220<->TBXA2R,0.2759828,0.07864956,0.1404192
HMDB0000538<->P2RX4,0.27390683,0.5437643,1.393353
HMDB0000169<->PTK7,0.270238,0.5248102,0.019432956
HMDB0000123<->PTPRE,0.26473567,0.38191688,0.03814423
HMDB0000112<->GABRA3,0.2637258,0.35208547,0.11324634
HMDB0000207<->NPR2,0.2550563,0.13881376,0.0
HMDB0000207<->GUCY1A1,0.25280532,0.23597273,0.2053374
HMDB0000538<->P2RY2,0.24573992,0.5381206,0.046532083
HMDB0000058<->ADRB2,0.24497652,0.19407646,0.026722822
HMDB0000058<->ESR1,0.24422212,0.6795482,0.08862667
HMDB0000870<->CCR1,0.24162264,0.3593284,0.0
HMDB0000259<->CCR1,0.23958641,0.35826504,0.0
HMDB0000870<->CXCR4,0.23642506,0.11542172,0.30141994
HMDB0000517<->CASR,0.23361665,0.417955,0.11724084
HMDB0000151<->NR1I2,0.23351209,0.0,0.15630023
HMDB0000538<->EGFR,0.23269247,0.57505995,0.8905867
HMDB0000050<->ADRB2,0.22878303,0.14608695,0.049588654
HMDB0000870<->ADRB2,0.2273874,0.14198402,0.050395872
HMDB0000870<->LPAR3,0.22727141,0.0,0.34906098
HMDB0000538<->SLC2A1,0.22533777,1.3167847,1.3239747
HMDB0000131<->PPARD,0.22350906,0.48133573,0.2482616
HMDB0003229<->FZD2,0.22280487,0.20432672,0.21073182
HMDB0000050<->CCR1,0.22159518,0.36451176,0.0
HMDB0000259<->LPAR3,0.22019602,0.0,0.24078313
HMDB0000169<->ITGB2,0.21890473,0.38200423,0.109694056
HMDB0000169<->FZD6,0.21463928,0.3943519,0.15799652
HMDB0000259<->ADRB2,0.21414986,0.19084206,0.022196492
HMDB0003229<->FZD3,0.21251468,0.15965252,0.0
HMDB0000595<->ESR1,0.21140492,0.4227323,0.0239284
HMDB0000259<->CCR5,0.20946904,0.3273865,0.18873851
HMDB0001852<->GPRC5A,0.2091886,1.4199706,0.0
HMDB0000870<->CCR5,0.20738599,0.27999812,0.13738184
HMDB0000073<->CCR1,0.20710617,0.31567842,0.0
HMDB0000073<->LPAR3,0.20658652,0.0,0.2830644
HMDB0000131<->ADGRE5,0.20444942,1.3227869,0.23535831
HMDB0000073<->ADRB2,0.2040382,0.10956207,0.018334994
HMDB0000234<->ESR1,0.19638377,0.57109284,0.0
HMDB0000595<->SLC4A8,0.19506982,0.5110391,0.165173
HMDB0000148<->CASR,0.19388624,0.36831406,0.114022456
HMDB0000169<->TLR3,0.19346826,0.40185574,0.18548046
HMDB0000050<->LPAR3,0.19321074,0.0,0.34337598
HMDB0000870<->AVPR1A,0.1918585,0.22617315,0.43300024
HMDB0000259<->CXCR4,0.1870687,0.20797278,0.31855792
HMDB0000220<->AVPR1A,0.18594247,0.08242669,0.106175184
HMDB0000806<->TLR4,0.18395597,0.35203436,0.09355309
HMDB0001852<->RARG,0.18279718,1.1973937,0.0
HMDB0000638<->TLR4,0.1791824,0.32464182,0.09077481
HMDB0001220<->PTGER4,0.17909504,0.7234412,0.2604473
HMDB0000050<->CCR5,0.17872785,0.31864968,0.17261139
HMDB0001852<->NR6A1,0.1782873,0.2036516,0.0
HMDB0000151<->EGFR,0.17621453,0.760823,0.6330242
HMDB0000131<->RARA,0.1755929,0.85434777,0.20929268
HMDB0000207<->NPR1,0.17485738,0.2297319,0.30468088
HMDB0000131<->NR1I2,0.174382,0.02234464,0.106293194
HMDB0000538<->IFNGR2,0.17012435,0.7225714,0.7953431
HMDB0000870<->ADORA2A,0.1701154,0.64570415,0.052671168
HMDB0000131<->ACVR1,0.16640069,0.5771582,0.0055756336
HMDB0000073<->CXCR4,0.16579396,0.0905998,0.2681323
HMDB0000073<->CCR5,0.16554855,0.21639557,0.12523673
HMDB0000870<->PTGER1,0.16332495,1.0972457,0.0
HMDB0000050<->CXCR4,0.16291316,0.18782838,0.2787179
HMDB0000169<->FZD3,0.16272551,0.20490889,0.071494
HMDB0000538<->CFTR,0.16039284,0.057347335,0.13599789
HMDB0000073<->ADORA2A,0.16016537,0.53096515,0.0016371636
HMDB0000169<->FZD7,0.15774691,0.17273192,0.189405
HMDB0000538<->FZD5,0.15747288,0.34218997,0.22603579
HMDB0000220<->ADRA1B,0.15660723,0.07711652,0.028502738
HMDB0000538<->ACVR1,0.15499741,0.35280266,0.16783045
HMDB0000169<->FZD2,0.15311673,0.38498038,0.25148678
HMDB0000207<->GUCY1B1,0.15229684,0.11477253,0.041037418
HMDB0000050<->PTGIR,0.15082699,0.20098905,0.07778039
HMDB0000220<->LPAR3,0.150804,0.0,0.13547598
HMDB0000145<->ESR1,0.14512074,0.34535018,0.088975705
HMDB0000220<->PTGER1,0.1450417,0.48511174,0.0
HMDB0000870<->ADRA1A,0.14448671,0.0,0.16677561
HMDB0000870<->PTGIR,0.1431604,0.22223735,0.10022271
HMDB0000169<->IL3RA,0.14188527,0.4326385,0.12296471
HMDB0001341<->EPHA2,0.13604039,0.36857608,0.0
HMDB0000990<->ITGAM,0.1320323,0.4803372,0.03757273
HMDB0000259<->ADRA1A,0.13134177,0.0013348153,0.14925976
HMDB0000131<->ADGRG2,0.12837099,0.13503851,0.0
HMDB0000169<->ITGB7,0.12785113,0.1717012,0.083115965
HMDB0000148<->GRIA3,0.12494057,0.10043562,0.13132335
HMDB0000151<->ESRRA,0.123553135,0.9197976,1.3601031
HMDB0000131<->ADGRL2,0.119798854,0.73218596,0.16040772
HMDB0000058<->ADRB1,0.114897035,0.07686426,0.15283571
HMDB0000259<->PTGIR,0.11128745,0.26836732,0.108679384
HMDB0000207<->NPR3,0.11100315,0.0,0.19859467
HMDB0001341<->BMPR2,0.110756785,0.35285053,0.0
HMDB0000169<->ACVR2B,0.10587191,0.1590043,0.06706933
HMDB0000259<->ADRB1,0.105130136,0.07964767,0.14549774
HMDB0000870<->ADRB1,0.10379929,0.05231845,0.15507615
HMDB0000050<->ADRB1,0.10349296,0.060339257,0.14522424
HMDB0000870<->EDNRA,0.10278324,0.22940865,0.043947726
HMDB0000259<->AVPR1A,0.101750694,0.3214661,0.5039376
HMDB0001341<->ITGA1,0.10142998,0.36247942,0.0
HMDB0000131<->NPR2,0.100194424,0.3772577,0.028681297
HMDB0000259<->ADORA2A,0.09951736,0.83866674,0.060157925
HMDB0000538<->GPR35,0.09946207,0.21631879,0.032583803
HMDB0000259<->KISS1R,0.09889097,0.10425162,0.105359524
HMDB0000870<->ADRA1B,0.09509152,0.23883496,0.118181415
HMDB0000131<->NR4A1,0.09471124,0.39282534,0.2193453
HMDB0000220<->KISS1R,0.0937024,0.017111344,0.06528924
HMDB0000131<->MERTK,0.09304982,0.23603018,0.1341466
HMDB0000517<->SLC7A1,0.09160691,1.1266187,0.33000177
HMDB0000112<->ITGA4,0.09143135,0.17408587,0.08664578
HMDB0000073<->PTGIR,0.09059756,0.14433074,0.10606022
HMDB0000208<->OXGR1,0.089939356,0.0,0.48137787
HMDB0000131<->IL15RA,0.08989246,0.45504674,0.037278496
HMDB0000870<->KISS1R,0.08941968,0.06767532,0.13776124
HMDB0001341<->ITGB5,0.08815495,0.4465802,0.0
HMDB0000220<->EDNRA,0.086819515,0.077657074,0.015575237
HMDB0000259<->EDNRA,0.08516867,0.36796582,0.03204266
HMDB0000169<->ITGAX,0.08206685,0.13178161,0.25929666
HMDB0000259<->ADRA1B,0.08091853,0.3093896,0.10159932
HMDB0000131<->IFNAR1,0.08069452,0.97855055,0.10629808
HMDB0000273<->ADORA2A,0.07694977,0.6227775,0.07321443
HMDB0001341<->EPHB4,0.07575245,0.37359515,0.0
HMDB0000538<->ACVR1B,0.075261615,0.53859043,0.49853602
HMDB0000259<->PPARG,0.07446077,0.10275475,0.007994068
HMDB0001341<->P2RX4,0.07433397,0.3480004,0.0
HMDB0000131<->ADGRL1,0.07384999,0.66671765,0.1161213
HMDB0000050<->ADORA2A,0.07383834,0.7064942,0.07157635
HMDB0000131<->EPHA3,0.073518574,0.06351967,0.019059896
HMDB0000538<->P2RX1,0.07336663,0.20647627,0.32617265
HMDB0000073<->ADRB1,0.07127151,0.06914643,0.1132763
HMDB0001852<->KIT,0.071253374,0.50189257,0.08498986
HMDB0000131<->ESRRG,0.07050038,0.4986311,0.27978063
HMDB0001341<->LPAR6,0.06840781,0.18756057,0.0
HMDB0001341<->IFNGR1,0.06789552,0.4400401,0.0
HMDB0000131<->TNFRSF11A,0.06717492,0.33356762,0.025742011
HMDB0000538<->P2RY1,0.0657607,0.10953361,0.13710165
HMDB0000112<->GABRB3,0.063204736,0.034531265,0.10769875
HMDB0000220<->ADRA1A,0.061035424,0.0,0.039223988
HMDB0000131<->ITGAL,0.0594965,0.27286944,0.14237507
HMDB0000131<->NR3C1,0.056758612,1.1081995,0.28307673
HMDB0001043<->PPARG,0.05642455,0.09401854,0.0061395033
HMDB0000169<->NPR3,0.055192474,0.08944757,0.26186776
HMDB0001341<->TLR3,0.05511843,0.14460497,0.0
HMDB0001999<->PPARG,0.054032315,0.051393192,0.032593854
HMDB0002183<->PPARG,0.053329103,0.060410965,0.02655894
HMDB0000169<->KIT,0.05006042,0.18735342,0.22007418
HMDB0004667<->PPARG,0.049103428,0.13943174,0.015661193
HMDB0000990<->PPARG,0.04882299,0.11216154,0.019232767
HMDB0000131<->PTPRN,0.046231043,0.4039884,0.0
HMDB0000108<->KCNJ15,0.042649157,0.092074566,0.04715303
HMDB0000806<->PPARG,0.04176709,0.09504501,0.02997303
HMDB0001341<->IFNGR2,0.041459028,0.34426627,0.0
HMDB0000538<->TLR3,0.040806107,0.5455645,0.48018613
HMDB0000538<->P2RY14,0.038851414,0.39952907,0.120708086
HMDB0000169<->IL21R,0.03785093,0.053597156,0.03075566
HMDB0000574<->LEPR,0.03771263,0.23869286,0.0
HMDB0000067<->ABCG1,0.033549964,0.74166465,0.1971656
HMDB0001852<->PPARG,0.03336956,0.116995096,0.0
HMDB0000131<->ITGB7,0.030629108,0.3149026,0.0930424
HMDB0000870<->ADRA2A,0.02905278,0.2460399,0.035119
HMDB0000050<->OXGR1,0.027972529,0.1545499,0.49795353
HMDB0000538<->PANX1,0.026988516,0.4117003,0.16544974
HMDB0001341<->FZD5,0.025790876,0.1411589,0.0
HMDB0000148<->SLC1A3,0.024493095,0.19894192,0.0057473304
HMDB0000148<->GRIK5,0.024307845,0.56945693,0.5225777
HMDB0000870<->HTR1B,0.021188103,0.37672225,0.011117611
HMDB0000073<->HTR3A,0.020105645,0.0,0.12290586
HMDB0001341<->EPHA3,0.02009349,0.01818608,0.011992981
HMDB0000131<->ITGAM,0.01764416,0.4222458,0.06531699
HMDB0001341<->EPHB1,0.017376622,0.035015706,0.0
HMDB0000538<->KIT,0.016169602,0.3482376,0.27299112
HMDB0000259<->HTR3A,0.01427576,0.026569813,0.17208874
HMDB0000112<->GABRE,0.013558428,0.19177215,0.014595864
HMDB0000169<->ITGA4,0.013257444,0.123940736,0.122116685
HMDB0001341<->EPHA1,0.012763803,0.08063452,0.0
HMDB0000538<->DHX58,0.012740178,0.24560092,0.13025948
HMDB0000050<->HTR1B,0.012251574,0.42853197,0.0092393095
HMDB0000073<->NPY1R,0.011744204,0.3904056,0.0
HMDB0001341<->P2RY1,0.011379195,0.013672019,0.011082072
HMDB0000870<->NPY1R,0.010866121,0.40899158,0.0
HMDB0000073<->ADRA2A,0.01053221,0.25780487,0.015406797
HMDB0001341<->P2RY2,0.010248919,0.15962262,0.0
HMDB0000131<->ADGRE1,0.008649812,0.54570377,0.112699375
HMDB0000131<->ITGA4,0.0063579623,0.14395697,0.09355089
HMDB0001341<->MERTK,0.004957777,0.09130926,0.0
HMDB0000131<->NPR3,0.004746631,0.13268928,0.21912016
HMDB0000131<->TGFBR2,0.0045541152,1.6836921,0.36136
HMDB0000045<->RET,0.004134461,0.062921025,0.01869574
HMDB0000131<->MST1R,0.0032137162,0.06279011,0.0
HMDB0001388<->PPARG,0.003011012,0.073654,0.05393708
HMDB0001341<->TLR7,0.0013765068,0.06941754,0.010512057
HMDB0000108<->KCNJ16,0.0,0.36494112,0.07275676
HMDB0000131<->ITGB2,0.0,0.5985202,0.124849014
HMDB0000131<->ADGRF5,0.0,1.4229709,0.45630184
HMDB0000073<->HTR1B,0.0,0.35556653,0.0
HMDB0000050<->ADRA2A,0.0,0.27161753,0.031266868
HMDB0000259<->HTR1B,0.0,0.45568886,0.0053778705
HMDB0000151<->ESRRB,0.0,0.68231636,0.1844094
HMDB0000050<->NPY1R,0.0,0.42798594,0.0
HMDB0000108<->GABRE,0.0,0.029030155,0.001892393
HMDB0000259<->NPY1R,0.0,0.49691656,0.0
HMDB0000151<->GPER1,0.0,0.1015608,0.11358338
HMDB0000131<->ADGRG6,0.0,0.601677,0.0
HMDB0000108<->KCNJ8,0.0,0.14120986,0.0
HMDB0000131<->ITGA2B,0.0,0.65856665,0.14271016
HMDB0000108<->KCNJ1,0.0,0.3038121,0.0066783633
HMDB0000108<->KCNJ5,0.0,0.025230102,0.0
HMDB0000108<->SLC29A1,0.0,0.26465726,0.019245513
HMDB0000131<->TLR3,0.0,0.7101678,0.24987768
HMDB0000131<->PTK7,0.0,0.91428334,0.022211952
HMDB0000259<->PTGER1,0.0,1.4116933,0.0
HMDB0001220<->PTGER1,0.0,1.277327,0.0
HMDB0001341<->KIT,0.0,0.10774338,0.020855162
HMDB0000131<->NPR1,0.0,1.0017514,0.28666344
HMDB0000259<->ADRA2A,0.0,0.3458271,0.009985199
HMDB0000131<->IL10RB,0.0,1.2206211,0.5071145
HMDB0001341<->EPHA7,0.0,0.04189676,0.0
HMDB0000259<->ADORA1,0.0,1.073163,0.0
HMDB0001341<->EPHB2,0.0,0.32444516,0.0
HMDB0001852<->RET,0.0,0.083688125,0.008104396
HMDB0001341<->EPHB3,0.0,0.114679225,0.0004680672
HMDB0000538<->ITGB5,0.0,0.95840436,2.4183936
HMDB0000050<->RET,0.0,0.079548284,0.019344574
HMDB0000108<->HTR3A,0.0,0.0,0.0
HMDB0000538<->P2RY6,0.0,0.45887706,0.3244995
HMDB0001341<->P2RY6,0.0,0.20395832,0.0
HMDB0000131<->GUCY1B1,0.0,0.45375827,0.12360178
HMDB0001341<->P2RX1,0.0,0.08565557,0.0
HMDB0001341<->GPR35,0.0,0.08835537,0.0
HMDB0000131<->GUCY1A1,0.0,0.89442897,0.2917361
HMDB0001341<->P2RY14,0.0,0.14768894,0.0
HMDB0000538<->SCNN1A,0.0,0.67273134,2.5914154
HMDB0000538<->SCNN1G,0.0,0.24010058,0.98231494
HMDB0001341<->EPHA4,0.0,0.094884455,0.0
HMDB0000131<->EPHA4,0.0,0.383344,0.0
HMDB0000073<->ADORA1,0.0,0.89131737,0.0
HMDB0000131<->IFNLR1,0.0,0.17806125,0.012742931
HMDB0000131<->NTRK2,0.0,0.23136215,0.0
HMDB0000131<->ADGRG3,0.0,0.38601872,0.16793004
HMDB0000131<->ESR1,0.0,0.5146987,0.035954848
HMDB0000151<->ESR1,0.0,0.4665958,0.11819633
HMDB0000538<->SCNN1B,0.0,0.4069713,2.5235887
HMDB0001852<->RARB,0.0,0.65731186,0.0
HMDB0000131<->PPARG,0.0,0.08003378,0.0
HMDB0000131<->NR3C2,0.0,0.3833105,0.12591371
HMDB0000870<->ADORA1,0.0,0.8938179,0.0
HMDB0000131<->ADGRL4,0.0,1.6365428,0.5608381
HMDB0000050<->ADORA1,0.0,0.9298404,0.0
HMDB0000045<->ADORA1,0.0,1.0827361,0.0
HMDB0000131<->FLT1,0.0,1.3164527,0.5325398
HMDB0000131<->IL3RA,0.0,0.75731564,0.17457566
HMDB0000538<->ACVRL1,0.0,0.7651319,1.256236
HMDB0000131<->F2R,0.0,1.4164624,0.43628982
HMDB0000538<->TLR7,0.0,0.18191305,0.13693343
