,metabolite,degrading,producing
1289,HMDB0037410,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1290,HMDB0003848,['ITPK1'],[]
1291,HMDB0037409,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1292,HMDB0037407,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1293,HMDB0037413,"['SULT2B1', 'UGT1A1']",[]
1294,HMDB0037412,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1295,HMDB0033865,['GBA3'],[]
1296,HMDB0060318,[],['GBA3']
1297,HMDB0037449,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1298,HMDB0060471,['GBA3'],[]
1299,HMDB0000150,"['H6PD', 'RGN']",[]
1300,HMDB0029250,"['UGT1A1', 'SULT1A3']",['GBA3']
1301,HMDB0038010,"['GBA3', 'UGT1A1', 'SULT1A3']",['CES1']
1302,HMDB0060427,[],['GBA3']
1303,HMDB0033699,['GBA3'],[]
1304,HMDB0060309,[],['GBA3']
1305,HMDB0037430,"['SULT2B1', 'UGT1A1']",[]
1306,HMDB0037421,"['SULT2B1', 'UGT1A1']",[]
1307,HMDB0037419,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1308,HMDB0004195,"['GGT6', 'GGT5', 'GGT1', 'GGT7']",[]
1309,HMDB0012126,['ALG1'],[]
1310,HMDB0034934,['GBA3'],[]
1311,HMDB0002035,"['UGT1A1', 'SULT1A3']","['GBA3', 'SLC22A11']"
1312,HMDB0010716,"['GGT6', 'GGT5', 'GGT1', 'GGT7']",[]
1313,HMDB0004101,"['GGT6', 'GGT5', 'GGT1', 'GGT7']",[]
1314,HMDB0035030,[],['GBA3']
1315,HMDB0060486,[],['GBA3']
1316,HMDB0003518,"['ACO1', 'ACO2']",[]
1317,HMDB0001242,['CYP51A1'],[]
1318,HMDB0060308,[],"['ACOX1', 'ACOX3', 'HADHA']"
1319,HMDB0035883,"['SULT2B1', 'UGT1A1', 'COMT']",[]
1320,HMDB0060225,"['ACOX1', 'ACOX3']",[]
1321,HMDB0030569,"['SULT2B1', 'UGT1A1', 'COMT', 'SULT1A3']",[]
1322,HMDB0060382,['STS'],['SULT2B1']
1323,HMDB0011115,"['ACOX1', 'ACOX3']",[]
1324,HMDB0011120,[],"['ACOX1', 'ACOX3']"
1325,HMDB0011113,"['ACOX1', 'ACOX3', 'ACAA1']",[]
1326,HMDB0011121,[],"['ACOX1', 'ACOX3']"
1327,HMDB0011114,"['ACOX1', 'ACOX3', 'ACAA1']",[]
1328,HMDB0011122,[],"['ACOX1', 'ACOX3']"
1329,HMDB0001282,"['NUDT10', 'NUDT11']",[]
1330,HMDB0059647,[],"['NUDT10', 'NUDT11']"
1331,HMDB0001364,"['NUDT10', 'NUDT11']",[]
1332,HMDB0030625,['SULT2B1'],[]
1333,HMDB0059598,['AASDHPPT'],[]
1334,HMDB0000011,"['SULT2B1', 'UGT1A1']","['SLC16A1', 'SLC16A4', 'SLC16A5', 'SLC16A8', 'SLC16A7', 'SLC16A6', 'SLC16A3']"
1335,HMDB0030649,"['SULT2B1', 'UGT1A1']",[]
1336,HMDB0030626,['SULT2B1'],[]
1337,HMDB0030648,"['SULT2B1', 'UGT1A1']",[]
1338,HMDB0030633,"['SULT2B1', 'UGT1A1']",[]
1339,HMDB0039245,['SULT2B1'],['CES1']
1340,HMDB0006851,['SC5D'],[]
1341,HMDB0060495,"['ACY3', 'ASPA']",[]
1342,HMDB0030584,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1343,HMDB0006852,['DHCR7'],['SC5D']
1344,HMDB0006847,['SC5D'],[]
1345,HMDB0006848,['DHCR7'],['SC5D']
1346,HMDB0060404,[],['SC5D']
1347,HMDB0030614,"['SULT2B1', 'UGT1A1', 'COMT', 'SULT1A3']",[]
1348,HMDB0031746,"['SULT2B1', 'UGT1A1']",[]
1349,HMDB0004486,"['RABGGTA', 'PGGT1B', 'FNTA', 'RABGGTB']",['GGPS1']
1350,HMDB0012310,[],"['BCKDHA', 'BCKDHB']"
1351,HMDB0006865,[],"['BCKDHA', 'BCKDHB']"
1352,HMDB0001219,['AKR1C4'],[]
1353,HMDB0060320,[],"['ACO1', 'ACO2']"
1354,HMDB0006866,[],"['BCKDHA', 'BCKDHB']"
1355,HMDB0003911,[],['UPB1']
1356,HMDB0060435,['UPB1'],['DPYS']
1357,HMDB0012111,[],['EPHX1']
1358,HMDB0059631,['EPHX1'],[]
1359,HMDB0060350,['NIT2'],[]
1360,HMDB0060437,[],['AKR1C4']
1361,HMDB0006759,['AKR1C4'],[]
1362,HMDB0006756,[],['AKR1C4']
1363,HMDB0006755,['AKR1C4'],['HSD11B1']
1364,HMDB0006757,[],['AKR1C4']
1365,HMDB0000268,"['AKR1C4', 'HSD11B1']",[]
1366,HMDB0006754,['AKR1D1'],['AKR1C4']
1367,HMDB0006753,['AKR1C4'],[]
1368,HMDB0003259,['AKR1D1'],['AKR1C4']
1369,HMDB0000949,['AKR1C4'],[]
1370,HMDB0006758,['AKR1D1'],['AKR1C4']
1371,HMDB0014496,['HPRT1'],[]
1372,HMDB0006887,['AKR1D1'],['AKR1C4']
1373,HMDB0060414,[],"['HPRT1', 'TPMT']"
1374,HMDB0015167,"['HPRT1', 'XDH', 'TPMT']",[]
1375,HMDB0060412,['HPRT1'],[]
1376,HMDB0000903,['AKR1C4'],[]
1377,HMDB0059603,[],['AKR1C4']
1378,HMDB0003769,['AKR1D1'],['AKR1C4']
1379,HMDB0000008,"['SULT2B1', 'UGT1A1']","['SLC16A1', 'SLC16A3', 'SLC16A7', 'SLC16A4', 'SLC16A5', 'SLC16A8', 'SLC16A6']"
1380,HMDB0030772,"['SULT2B1', 'ADH7', 'UGT1A1']",[]
1381,HMDB0060339,"['HSD17B8', 'HSD17B1', 'HSD17B7', 'HSD17B2', 'HSD17B6', 'HSD17B12']",[]
1382,HMDB0000313,[],"['HSD17B8', 'HSD17B1', 'HSD17B7', 'HSD17B2', 'HSD17B6', 'HSD17B12']"
1383,HMDB0030809,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1384,HMDB0030803,"['SULT2B1', 'UGT1A1']",[]
1385,HMDB0041416,"['SULT2B1', 'UGT1A1']",[]
1386,HMDB0032838,"['SULT2B1', 'UGT1A1']",[]
1387,HMDB0012258,"['GSTO1', 'GSTO2']",[]
1388,HMDB0012259,['AS3MT'],"['GSTO1', 'GSTO2']"
1389,HMDB0060403,"['SHMT2', 'SHMT1']",[]
1390,HMDB0060401,[],"['SHMT2', 'SHMT1']"
1391,HMDB0030810,"['SULT2B1', 'UGT1A1']",[]
1392,HMDB0032006,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1393,HMDB0031996,"['SULT2B1', 'CES1', 'UGT1A1']",[]
1394,HMDB0037491,"['SULT2B1', 'UGT1A1']",[]
1395,HMDB0031971,"['SULT2B1', 'UGT1A1']",[]
1396,HMDB0032336,"['SULT2B1', 'UGT1A1']",[]
1397,HMDB0031584,"['SULT2B1', 'UGT1A1']",[]
1398,HMDB0031535,"['SULT2B1', 'UGT1A1']",[]
1399,HMDB0031361,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1400,HMDB0032039,"['SULT2B1', 'UGT1A1']",[]
1401,HMDB0041679,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1402,HMDB0032007,"['SULT2B1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1403,HMDB0030860,"['SULT2B1', 'UGT1A1', 'COMT', 'SULT1A3']",[]
1404,HMDB0030835,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1405,HMDB0030824,"['SULT2B1', 'SULT1A3']",[]
1406,HMDB0000755,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1407,HMDB0030843,"['SULT2B1', 'UGT1A1']",['CES1']
1408,HMDB0030854,"['SULT2B1', 'UGT1A1']",[]
1409,HMDB0030851,"['SULT2B1', 'UGT1A1', 'COMT', 'SULT1A3']",[]
1410,HMDB0034591,['ADH7'],[]
1411,HMDB0000407,"['SULT2B1', 'UGT1A1']",[]
1412,HMDB0002011,"['SULT2B1', 'UGT1A1']",[]
1413,HMDB0030708,"['SULT2B1', 'UGT1A1']",[]
1414,HMDB0041665,"['SULT2B1', 'UGT1A1', 'SULT1A3']",[]
1415,HMDB0030651,"['SULT2B1', 'UGT1A1']",['CES1']
1416,HMDB0000396,"['SULT2B1', 'UGT1A1']",[]
1417,HMDB0000354,"['SULT2B1', 'UGT1A1']",[]
1418,HMDB0124925,"['SULT2B1', 'UGT1A1']",[]
1419,HMDB0030753,"['SULT2B1', 'UGT1A1']",[]
1420,HMDB0036581,"['SULT2B1', 'UGT1A1']",['CES1']
1421,HMDB0030745,"['SULT2B1', 'UGT1A1']",['CES1']
1422,HMDB0030721,"['SULT2B1', 'UGT1A1', 'COMT', 'SULT1A3']",[]
1423,HMDB0031233,[],['SULT2B1']
1424,HMDB0004381,"['NANP', 'NANS']",[]
1425,HMDB0000691,['UGT1A1'],"['CES1', 'SLC25A10']"
1426,HMDB0030641,"['CES1', 'UGT1A1']",[]
1427,HMDB0030661,"['CES1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1428,HMDB0030665,['CES1'],[]
1429,HMDB0030666,['CES1'],[]
1430,HMDB0030689,['CES1'],[]
1431,HMDB0030814,"['CES1', 'UGT1A1']",[]
1432,HMDB0030640,"['CES1', 'UGT1A1']",[]
1433,HMDB0030815,"['CES1', 'UGT1A1']",[]
1434,HMDB0031274,"['CES1', 'UGT1A1', 'SULT1A3']",[]
1435,HMDB0038728,"['UGT1A1', 'SULT1A3']",['CES1']
1436,HMDB0038912,"['UGT1A1', 'SULT1A3']",['CES1']
1437,HMDB0031611,['CES1'],[]
1438,HMDB0031745,"['CES1', 'UGT1A1', 'SULT1A3']",[]
1439,HMDB0039178,"['UGT1A1', 'SULT1A3']",['CES1']
1440,HMDB0033990,[],['CES1']
1441,HMDB0031958,['CES1'],[]
1442,HMDB0060336,[],"['CES1', 'CES2']"
1443,HMDB0015233,"['CES1', 'CES2']",[]
1444,HMDB0060405,['CDA'],"['CES1', 'CES2']"
1445,HMDB0013036,[],"['CES1', 'CES2']"
1446,HMDB0014900,"['CES1', 'CES2']",[]
1447,HMDB0060499,"['CES1', 'CES2']",[]
1448,HMDB0030632,['CES1'],[]
1449,HMDB0060385,[],"['CES1', 'CES2']"
1450,HMDB0030559,"['CES1', 'UGT1A1', 'COMT', 'SULT1A3', 'GLYAT']",[]
1451,HMDB0005807,"['UGT1A1', 'SULT1A3', 'GLYAT']",['CES1']
1452,HMDB0030560,['CES1'],[]
1453,HMDB0030581,['CES1'],[]
1454,HMDB0030593,['CES1'],[]
1455,HMDB0000509,['UGT1A1'],['CES1']
1456,HMDB0039625,"['UGT1A1', 'SULT1A3']",['CES1']
1457,HMDB0030162,[],['CES1']
1458,HMDB0033652,"['CES1', 'UGT1A1', 'SULT1A3']",[]
1459,HMDB0033070,"['CES1', 'COMT', 'UGT1A1', 'SULT1A3']",[]
1460,HMDB0040610,"['UGT1A1', 'SULT1A3', 'GLYAT']",['CES1']
1461,HMDB0033254,"['CES1', 'UGT1A1', 'SULT1A3']",[]
1462,HMDB0033261,"['CES1', 'UGT1A1']",[]
1463,HMDB0033638,['CES1'],[]
1464,HMDB0037582,"['UGT1A1', 'SULT1A3']",['CES1']
1465,HMDB0039372,[],['CES1']
1466,HMDB0033725,['CES1'],[]
1467,HMDB0041157,[],['CES1']
1468,HMDB0033726,['CES1'],[]
1469,HMDB0041158,[],['CES1']
1470,HMDB0034147,['CES1'],[]
1471,HMDB0035452,['CES1'],[]
1472,HMDB0035450,[],['CES1']
1473,HMDB0033025,['CES1'],[]
1474,HMDB0031974,"['CES1', 'SULT1A3']",[]
1475,HMDB0032720,['CES1'],[]
1476,HMDB0003320,"['UGT1A1', 'GLYAT']",['CES1']
1477,HMDB0032018,"['CES1', 'UGT1A1']",[]
1478,HMDB0032056,['CES1'],[]
1479,HMDB0005809,"['UGT1A1', 'SULT1A3']",['CES1']
1480,HMDB0038467,[],['CES1']
1481,HMDB0032800,['CES1'],[]
1482,HMDB0005784,[],['CES1']
1483,HMDB0033006,['CES1'],[]
1484,HMDB0005800,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1485,HMDB0002374,['DHCR24'],['DHCR7']
1486,HMDB0006849,['DHCR24'],['DHCR7']
1487,HMDB0059622,['UGT1A1'],"['CES1', 'ESD', 'CES2']"
1488,HMDB0032989,"['CES1', 'ESD', 'CES2']",[]
1489,HMDB0006800,"['PHPT1', 'MTMR7', 'MTMR2', 'MTMR6', 'MTMR1']",[]
1490,HMDB0033687,[],['CES1']
1491,HMDB0035453,['CES1'],[]
1492,HMDB0035451,[],['CES1']
1493,HMDB0060501,"['PISD', 'PEMT']",[]
1494,HMDB0030502,['COMT'],['CES1']
1495,HMDB0030551,['CES1'],[]
1496,HMDB0035454,['CES1'],[]
1497,HMDB0002322,"['AOC2', 'AOC3', 'SRM']",[]
1498,HMDB0012815,[],"['AOC2', 'AOC3']"
1499,HMDB0001485,"['CYP4A11', 'CYP4A22']",[]
1500,HMDB0001183,"['CYP4A11', 'CYP4A22']",[]
1501,HMDB0030503,['CES1'],[]
1502,HMDB0039263,[],['CES1']
1503,HMDB0029950,['CES1'],[]
1504,HMDB0037652,[],['CES1']
1505,HMDB0037341,['CES1'],[]
1506,HMDB0037340,[],['CES1']
1507,HMDB0037343,['CES1'],[]
1508,HMDB0037384,['CES1'],[]
1509,HMDB0037510,['CES1'],[]
1510,HMDB0003119,[],['CES1']
1511,HMDB0037648,['CES1'],[]
1512,HMDB0037649,['CES1'],[]
1513,HMDB0037336,[],['CES1']
1514,HMDB0037664,['CES1'],[]
1515,HMDB0037665,[],['CES1']
1516,HMDB0037667,['CES1'],[]
1517,HMDB0002055,[],['CES1']
1518,HMDB0037965,['CES1'],[]
1519,HMDB0037968,[],['CES1']
1520,HMDB0041260,['CES1'],[]
1521,HMDB0000355,[],['CES1']
1522,HMDB0037337,['CES1'],[]
1523,HMDB0040504,[],['CES1']
1524,HMDB0040501,[],['CES1']
1525,HMDB0035455,['CES1'],[]
1526,HMDB0035459,['CES1'],[]
1527,HMDB0035460,['CES1'],[]
1528,HMDB0035461,['CES1'],[]
1529,HMDB0035462,"['CES1', 'UGT1A1']",[]
1530,HMDB0035463,['CES1'],[]
1531,HMDB0037251,[],['CES1']
1532,HMDB0036526,['CES1'],[]
1533,HMDB0036525,[],['CES1']
1534,HMDB0037080,['CES1'],[]
1535,HMDB0037079,[],['CES1']
1536,HMDB0037091,['CES1'],[]
1537,HMDB0037090,[],['CES1']
1538,HMDB0037252,['CES1'],[]
1539,HMDB0037966,[],['CES1']
1540,HMDB0038008,['CES1'],[]
1541,HMDB0039191,['CES1'],[]
1542,HMDB0029965,[],['CES1']
1543,HMDB0039182,['CES1'],[]
1544,HMDB0039181,[],['CES1']
1545,HMDB0039183,['CES1'],[]
1546,HMDB0039187,['CES1'],[]
1547,HMDB0039184,[],['CES1']
1548,HMDB0039188,['CES1'],[]
1549,HMDB0039185,[],['CES1']
1550,HMDB0038011,['CES1'],[]
1551,HMDB0039246,['CES1'],[]
1552,HMDB0036630,[],['CES1']
1553,HMDB0039256,['CES1'],[]
1554,HMDB0039262,[],['CES1']
1555,HMDB0029494,['CES1'],[]
1556,HMDB0029493,[],['CES1']
1557,HMDB0029908,['CES1'],[]
1558,HMDB0039354,[],['CES1']
1559,HMDB0039180,['CES1'],[]
1560,HMDB0030869,[],['CES1']
1561,HMDB0039083,['CES1'],[]
1562,HMDB0038009,[],['CES1']
1563,HMDB0038286,['CES1'],[]
1564,HMDB0039923,[],['CES1']
1565,HMDB0038372,['CES1'],[]
1566,HMDB0038371,[],['CES1']
1567,HMDB0038773,['CES1'],[]
1568,HMDB0033987,[],['CES1']
1569,HMDB0038776,['CES1'],[]
1570,HMDB0033855,[],['CES1']
1571,HMDB0038817,['CES1'],[]
1572,HMDB0038816,[],['CES1']
1573,HMDB0039058,['CES1'],[]
1574,HMDB0039068,['CES1'],[]
1575,HMDB0060407,"['AKR1C1', 'AKR1C3', 'AKR1C2']",[]
1576,HMDB0001164,"['AKR1C1', 'AKR1C3', 'DHDH', 'AKR1C2']",[]
1577,HMDB0000957,"['UGT1A1', 'COMT']","['AKR1C1', 'AKR1C3', 'DHDH', 'AKR1C2']"
1578,HMDB0059601,"['AKR1C1', 'AKR1C3']",[]
1579,HMDB0059602,"['AKR1C1', 'AKR1C3']",[]
1580,HMDB0060408,"['AKR1C1', 'AKR1C3', 'AKR1C2']",[]
1581,HMDB0060409,[],"['AKR1C1', 'AKR1C3', 'AKR1C2']"
1582,HMDB0003364,['CRYZ'],['TYR']
1583,HMDB0001290,['GCDH'],[]
1584,HMDB0001513,"['RPN1', 'STT3A', 'DAD1', 'RPN2', 'DDOST', 'DOLPP1', 'STT3B']",[]
1585,HMDB0060402,['DPYS'],['DPYD']
1586,HMDB0003464,[],['GATM']
1587,HMDB0004611,[],['CYP7A1']
1588,HMDB0030561,['UGT1A1'],[]
1589,HMDB0126637,[],['UGT1A1']
1590,HMDB0126636,[],['UGT1A1']
1591,HMDB0013674,['UGT1A1'],[]
1592,HMDB0013677,"['UGT1A1', 'GLYAT']",[]
1593,HMDB0126655,[],['UGT1A1']
1594,HMDB0030562,['UGT1A1'],[]
1595,HMDB0059873,"['UGT1A1', 'SULT1A3']",[]
1596,HMDB0039724,[],['UGT1A1']
1597,HMDB0039726,[],['UGT1A1']
1598,HMDB0039722,[],['UGT1A1']
1599,HMDB0029938,[],['UGT1A1']
1600,HMDB0003747,"['UGT1A1', 'SULT1A3']",[]
1601,HMDB0004215,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1602,HMDB0124994,[],['UGT1A1']
1603,HMDB0034001,['UGT1A1'],[]
1604,HMDB0125174,[],['UGT1A1']
1605,HMDB0000930,['UGT1A1'],[]
1606,HMDB0004072,"['UGT1A1', 'SULT1A3']",[]
1607,HMDB0002199,"['UGT1A1', 'SULT1A3']",[]
1608,HMDB0125169,[],['UGT1A1']
1609,HMDB0000764,['UGT1A1'],[]
1610,HMDB0029306,"['UGT1A1', 'SULT1A3']",[]
1611,HMDB0002466,"['UGT1A1', 'SULT1A3', 'GLYAT']",[]
1612,HMDB0001713,"['UGT1A1', 'SULT1A3']",[]
1613,HMDB0000423,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1614,HMDB0000375,"['UGT1A1', 'SULT1A3']",[]
1615,HMDB0040174,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1616,HMDB0001856,"['UGT1A1', 'COMT', 'SULT1A3', 'GLYAT']",[]
1617,HMDB0124991,[],['UGT1A1']
1618,HMDB0124990,[],['UGT1A1']
1619,HMDB0033142,['UGT1A1'],[]
1620,HMDB0041688,"['UGT1A1', 'SULT1A3']",[]
1621,HMDB0030620,['UGT1A1'],[]
1622,HMDB0013679,['UGT1A1'],[]
1623,HMDB0129424,[],['UGT1A1']
1624,HMDB0030624,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1625,HMDB0030627,['UGT1A1'],[]
1626,HMDB0040159,[],['UGT1A1']
1627,HMDB0039889,[],['UGT1A1']
1628,HMDB0030636,"['UGT1A1', 'SULT1A3']",[]
1629,HMDB0032613,"['UGT1A1', 'GLYAT']",[]
1630,HMDB0002338,['UGT1A1'],[]
1631,HMDB0003217,"['UGT1A1', 'SULT1A3']",[]
1632,HMDB0041696,['UGT1A1'],[]
1633,HMDB0005897,"['UGT1A1', 'SULT1A3']",[]
1634,HMDB0030699,['UGT1A1'],[]
1635,HMDB0033812,['UGT1A1'],[]
1636,HMDB0030619,['UGT1A1'],[]
1637,HMDB0030592,['UGT1A1'],[]
1638,HMDB0030578,['UGT1A1'],[]
1639,HMDB0030802,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1640,HMDB0030588,['UGT1A1'],[]
1641,HMDB0033657,['UGT1A1'],[]
1642,HMDB0030590,['UGT1A1'],[]
1643,HMDB0033658,['UGT1A1'],[]
1644,HMDB0001470,['UGT1A1'],[]
1645,HMDB0030603,"['UGT1A1', 'SULT1A3']",[]
1646,HMDB0030609,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1647,HMDB0038392,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1648,HMDB0003501,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1649,HMDB0060483,[],"['TKTL1', 'TKT', 'TKTL2']"
1650,HMDB0001068,"['TKTL1', 'TALDO1', 'TKT', 'TKTL2']",['SHPK']
1651,HMDB0060436,"['TKTL1', 'TKT', 'TKTL2']",[]
1652,HMDB0060440,"['ACYP1', 'ACYP2']",[]
1653,HMDB0001494,"['ACYP1', 'ACYP2']",[]
1654,HMDB0041695,"['UGT1A1', 'SULT1A3']",[]
1655,HMDB0041683,"['UGT1A1', 'SULT1A3']",[]
1656,HMDB0030806,"['UGT1A1', 'COMT']",[]
1657,HMDB0038093,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1658,HMDB0030808,['UGT1A1'],[]
1659,HMDB0034344,['UGT1A1'],[]
1660,HMDB0030804,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1661,HMDB0030819,['UGT1A1'],[]
1662,HMDB0030820,['UGT1A1'],[]
1663,HMDB0030821,['UGT1A1'],[]
1664,HMDB0030823,"['UGT1A1', 'SULT1A3']",[]
1665,HMDB0030831,['UGT1A1'],[]
1666,HMDB0030832,['UGT1A1'],[]
1667,HMDB0036632,"['UGT1A1', 'SULT1A3']",[]
1668,HMDB0030785,['UGT1A1'],[]
1669,HMDB0030779,['UGT1A1'],[]
1670,HMDB0001873,['UGT1A1'],[]
1671,HMDB0030780,['UGT1A1'],[]
1672,HMDB0030781,['UGT1A1'],[]
1673,HMDB0030782,['UGT1A1'],[]
1674,HMDB0030783,['UGT1A1'],[]
1675,HMDB0030784,['UGT1A1'],[]
1676,HMDB0030786,['UGT1A1'],[]
1677,HMDB0030799,['UGT1A1'],[]
1678,HMDB0030793,['UGT1A1'],[]
1679,HMDB0033308,['UGT1A1'],[]
1680,HMDB0030796,['UGT1A1'],[]
1681,HMDB0030797,['UGT1A1'],[]
1682,HMDB0030798,['UGT1A1'],[]
1683,HMDB0030833,['UGT1A1'],[]
1684,HMDB0002124,['UGT1A1'],[]
1685,HMDB0000954,"['UGT1A1', 'SULT1A3']",['COMT']
1686,HMDB0030883,['UGT1A1'],[]
1687,HMDB0030884,['UGT1A1'],[]
1688,HMDB0031420,"['UGT1A1', 'SULT1A3']",[]
1689,HMDB0013744,"['UGT1A1', 'SULT1A3']",['COMT']
1690,HMDB0029213,[],['UGT1A1']
1691,HMDB0062121,"['UGT1A1', 'SULT1A3']",['COMT']
1692,HMDB0011751,['UGT1A1'],[]
1693,HMDB0040175,"['UGT1A1', 'SULT1A3']",['COMT']
1694,HMDB0000484,"['UGT1A1', 'SULT1A3', 'GLYAT']",['COMT']
1695,HMDB0032606,"['UGT1A1', 'GLYAT']",[]
1696,HMDB0031428,"['UGT1A1', 'SULT1A3']",[]
1697,HMDB0029676,"['UGT1A1', 'SULT1A3']",[]
1698,HMDB0030882,['UGT1A1'],[]
1699,HMDB0029521,['UGT1A1'],[]
1700,HMDB0029209,['SULT1A3'],['UGT1A1']
1701,HMDB0036619,['UGT1A1'],[]
1702,HMDB0000020,"['UGT1A1', 'SULT1A3']",[]
1703,HMDB0132498,[],['UGT1A1']
1704,HMDB0030848,['UGT1A1'],[]
1705,HMDB0029212,['SULT1A3'],['UGT1A1']
1706,HMDB0030861,['UGT1A1'],[]
1707,HMDB0030863,['UGT1A1'],[]
1708,HMDB0030864,['UGT1A1'],[]
1709,HMDB0005801,['UGT1A1'],[]
1710,HMDB0029500,[],['UGT1A1']
1711,HMDB0005794,"['UGT1A1', 'COMT', 'PIR', 'SULT1A3']",['GLB1']
1712,HMDB0029214,[],['UGT1A1']
1713,HMDB0030778,['UGT1A1'],[]
1714,HMDB0125538,"['UGT1A1', 'COMT']",[]
1715,HMDB0002085,"['UGT1A1', 'SULT1A3', 'GLYAT']",[]
1716,HMDB0130523,[],['UGT1A1']
1717,HMDB0125161,[],['UGT1A1']
1718,HMDB0029649,"['UGT1A1', 'GLYAT']",[]
1719,HMDB0094709,['UGT1A1'],[]
1720,HMDB0059964,"['UGT1A1', 'SULT1A3', 'GLYAT']",[]
1721,HMDB0030685,['UGT1A1'],[]
1722,HMDB0030687,['UGT1A1'],[]
1723,HMDB0030688,['UGT1A1'],[]
1724,HMDB0030691,['UGT1A1'],[]
1725,HMDB0125090,['UGT1A1'],[]
1726,HMDB0030692,['UGT1A1'],[]
1727,HMDB0030694,['UGT1A1'],[]
1728,HMDB0030695,['UGT1A1'],[]
1729,HMDB0030710,['UGT1A1'],[]
1730,HMDB0000718,['UGT1A1'],[]
1731,HMDB0000440,"['UGT1A1', 'SULT1A3']",[]
1732,HMDB0125149,[],['UGT1A1']
1733,HMDB0003173,"['UGT1A1', 'COMT', 'SULT1A3']",[]
1734,HMDB0030650,['UGT1A1'],[]
1735,HMDB0000039,['UGT1A1'],"['FABP4', 'FABP5', 'SLC27A4', 'FABP2', 'FABP7', 'CD36', 'SLC16A1', 'FABP3', 'SLC27A6', 'FABP12', 'FABP9', 'FABP1', 'SLC5A8', 'FABP6', 'SLC27A3', 'SLC27A1', 'SLC16A4', 'SLC16A5', 'SLC16A8', 'SLC16A7', 'SLC16A6', 'SLC16A3']"
1736,HMDB0030659,['UGT1A1'],[]
1737,HMDB0125148,[],['UGT1A1']
1738,HMDB0030662,"['UGT1A1', 'SULT1A3']",[]
1739,HMDB0029539,"['UGT1A1', 'SULT1A3']",[]
1740,HMDB0030684,"['UGT1A1', 'COMT']",[]
1741,HMDB0002708,"['UGT1A1', 'COMT']",[]
1742,HMDB0003074,"['UGT1A1', 'SULT1A3']",[]
1743,HMDB0030711,['UGT1A1'],[]
1744,HMDB0001101,"['UGT1A1', 'GLYAT']",[]
1745,HMDB0030755,['UGT1A1'],[]
1746,HMDB0041168,['UGT1A1'],[]
1747,HMDB0041169,['UGT1A1'],[]
1748,HMDB0033752,['UGT1A1'],[]
1749,HMDB0001895,"['UGT1A1', 'GLYAT']",[]
1750,HMDB0030756,['UGT1A1'],[]
1751,HMDB0030712,['UGT1A1'],[]
1752,HMDB0030766,"['UGT1A1', 'SULT1A3']",[]
1753,HMDB0030768,['UGT1A1'],[]
1754,HMDB0030771,['UGT1A1'],[]
1755,HMDB0030774,['UGT1A1'],[]
1756,HMDB0002040,['UGT1A1'],[]
1757,HMDB0127983,[],['UGT1A1']
1758,HMDB0131138,"['UGT1A1', 'SULT1A3']",[]
1759,HMDB0030713,['UGT1A1'],[]
1760,HMDB0002176,['UGT1A1'],[]
1761,HMDB0001987,['UGT1A1'],[]
1762,HMDB0001862,['UGT1A1'],[]
1763,HMDB0030714,['UGT1A1'],[]
1764,HMDB0030715,['UGT1A1'],[]
1765,HMDB0037322,['UGT1A1'],[]
1766,HMDB0030720,['UGT1A1'],[]
1767,HMDB0030728,['UGT1A1'],[]
1768,HMDB0030729,['UGT1A1'],[]
1769,HMDB0030746,"['UGT1A1', 'SULT1A3']",[]
1770,HMDB0003423,"['GLS', 'GLS2']",[]
1771,HMDB0003339,[],"['GLS', 'GLS2']"
1772,HMDB0001162,['COX15'],['COX10']
1773,HMDB0060487,['GGCX'],['NQO1']
1774,HMDB0012452,[],"['CYP4A11', 'CYP4A22']"
1775,HMDB0030017,['NQO1'],['VKORC1']
1776,HMDB0032057,"['COMT', 'UGT1A1', 'SULT1A3']","['CD38', 'BST1']"
