index,Factor1,Factor2,Factor3
HMDB0000169<->TGFBR2,0.70686936,0.8232338,0.36009908
HMDB0000131<->FLT1,0.7060911,1.1320263,0.0
HMDB0001220<->ACKR3,0.70416254,0.8251435,0.53814095
HMDB0000870<->LPAR2,0.7004739,0.1183863,0.2230062
HMDB0000220<->SLC27A1,0.6776721,0.17698687,0.4376999
HMDB0000151<->RARA,0.6733723,0.6441488,0.0
HMDB0000207<->RXRB,0.6713821,0.20266877,0.22521435
HMDB0001220<->AVPR1A,0.6709974,0.25096387,0.002336474
HMDB0000259<->LPAR2,0.6699435,0.13191491,0.22008769
HMDB0001220<->EDNRB,0.6661892,0.91664124,0.06868689
HMDB0003229<->SLC2A1,0.6611406,0.39964175,0.88655835
HMDB0000131<->IL10RB,0.660381,1.0480996,0.0
HMDB0000169<->EGFR,0.65689373,0.49267104,0.40084833
HMDB0000151<->ESRRG,0.6541045,0.33180916,0.0
HMDB0000067<->SLC9A1,0.64633715,0.9554888,0.24246933
HMDB0001388<->ABCA1,0.6358172,0.5425036,0.14369705
HMDB0000131<->F2R,0.63260645,1.2020162,0.0
HMDB0000259<->AVPR1A,0.6300584,0.30326185,0.01785319
HMDB0003229<->SLC2A5,0.6290622,0.0,1.0892637
HMDB0000131<->EGFR,0.62246996,0.82806474,0.052255437
HMDB0000067<->ABCA1,0.61902916,0.7681025,0.13465099
HMDB0000220<->SLC44A1,0.6049275,0.4285621,0.39511502
HMDB0001852<->VDR,0.6037239,0.43986818,1.197367
HMDB0001043<->TNFRSF21,0.602502,0.6980438,1.6569256
HMDB0000053<->ABCG2,0.5976105,0.3123661,1.4049554
HMDB0000673<->ABCA1,0.5973633,0.7475725,0.280862
HMDB0000067<->NR3C1,0.5948425,1.0512508,0.44328755
HMDB0000870<->AVPR1A,0.59257317,0.21692924,0.053642016
HMDB0000050<->LPAR2,0.5915243,0.10937353,0.16173588
HMDB0000990<->PTPRG,0.58711386,0.82211095,0.5811953
HMDB0001999<->PPARD,0.5679105,0.14134933,0.45763928
HMDB0000220<->INSR,0.56757516,0.084034905,0.4855185
HMDB0000131<->ADGRF5,0.5636046,1.2324196,0.0
HMDB0000131<->TGFBR2,0.5630863,1.4281033,0.0
HMDB0000067<->SMO,0.5595999,0.99725825,0.45805842
HMDB0000058<->TBXA2R,0.54839337,0.38673976,0.14678684
HMDB0001852<->RXRA,0.54770213,1.0339314,0.580148
HMDB0000208<->OXGR1,0.547069,0.030911246,0.026405472
HMDB0001043<->SLC27A1,0.5469701,0.80462295,0.6912869
HMDB0000050<->AR,0.54157317,0.019931903,1.047869
HMDB0001043<->ABCA1,0.53181255,0.7097862,0.102384426
HMDB0003229<->FZD4,0.53128606,0.16679622,0.7960557
HMDB0000073<->LPAR2,0.5298615,0.11868985,0.21005516
HMDB0000058<->NPR3,0.5291414,0.16707359,0.022213364
HMDB0000073<->SLC1A1,0.527326,0.0,1.77151
HMDB0000050<->OXGR1,0.52333164,0.16431287,0.019207392
HMDB0000123<->PTPRG,0.52081424,0.9772046,0.64864874
HMDB0000131<->AR,0.51971024,0.2028865,0.24249655
HMDB0000148<->GRIK5,0.51279366,0.53260946,0.055209856
HMDB0001043<->KCNJ1,0.49834356,1.2392181,0.9106043
HMDB0000169<->LIFR,0.4850044,0.5102157,0.50425464
HMDB0003229<->INSRR,0.48417655,0.0,0.029703036
HMDB0001314<->SLC25A22,0.4809162,0.4315946,0.24837701
HMDB0000251<->AXL,0.47916576,1.2698071,0.4560226
HMDB0000870<->TBXA2R,0.478881,0.26583782,0.24114586
HMDB0000131<->ADGRE5,0.47842062,1.1151475,0.07453774
HMDB0000870<->LPAR3,0.47662327,0.0,0.09219844
HMDB0000207<->NPR1,0.47555014,0.22577697,0.009983485
HMDB0000538<->CLCN6,0.4686478,0.20473376,0.21103497
HMDB0000131<->PPARD,0.46794945,0.4221687,0.03899697
HMDB0000169<->FZD4,0.4625882,0.53597045,0.5808989
HMDB0000169<->SMO,0.46089807,0.45153105,0.4790831
HMDB0000050<->LPAR3,0.46044475,0.0,0.07217414
HMDB0000220<->ABCA1,0.459392,0.18199386,0.14783274
HMDB0000870<->CCKAR,0.4581965,0.0,1.3433416
HMDB0000207<->RARA,0.4533398,0.1820489,0.12929393
HMDB0000151<->CELSR1,0.4511879,0.45956218,0.0
HMDB0003229<->FZD8,0.45101434,0.07854954,0.19971487
HMDB0000538<->ACVR1B,0.44849065,0.49965808,0.11653926
HMDB0000131<->RARA,0.44319394,0.73233616,0.013788855
HMDB0003229<->FZD1,0.44094595,0.2807918,0.6098231
HMDB0001314<->GUCY1B1,0.4352923,0.6068938,0.17802685
HMDB0000151<->SLC39A6,0.4331232,0.660626,0.0
HMDB0001220<->LPAR3,0.43231294,0.0,0.036466263
HMDB0000220<->GCGR,0.4265634,0.1113929,0.46077874
HMDB0000259<->CCKAR,0.42582402,0.0,1.1899506
HMDB0001220<->CXCR4,0.41912037,0.17322814,0.044756413
HMDB0000259<->CXCR4,0.4184234,0.19646233,0.084132835
HMDB0000131<->NR3C1,0.41720286,0.9644895,0.010300579
HMDB0001220<->TBXA2R,0.41694412,0.34616283,0.120895095
HMDB0000870<->CXCR4,0.41457608,0.11223089,0.108909875
HMDB0000169<->FZD2,0.41382304,0.34452617,0.014071079
HMDB0000123<->PTPRU,0.41185594,0.6254852,0.28900075
HMDB0000538<->TLR3,0.40991795,0.50001645,0.11123295
HMDB0000870<->EDNRB,0.4096856,0.7397685,0.49350798
HMDB0000169<->TGFBR3,0.4046064,0.5880803,0.23064527
HMDB0000870<->TLR3,0.40314585,0.5174368,0.267405
HMDB0000067<->RORA,0.40172458,0.6207189,0.3959313
HMDB0000131<->GUCY1A1,0.40140516,0.7615822,0.0
HMDB0000191<->GRIK5,0.40051866,0.9397419,0.3219199
HMDB0000050<->TBXA2R,0.39332187,0.29306793,0.17958155
HMDB0001220<->PTGER4,0.39309213,0.6455936,0.0687569
HMDB0000538<->P2RX1,0.39043587,0.20004201,0.021747718
HMDB0000050<->ACKR3,0.3901386,0.63834,1.088434
HMDB0000638<->TLR2,0.388013,0.33461326,0.105792135
HMDB0000131<->NPR1,0.3836878,0.86666536,0.0
HMDB0000073<->LPAR3,0.38329822,0.0,0.0947517
HMDB0000220<->LPAR2,0.38191348,0.044679243,0.10580421
HMDB0000151<->FGFR2,0.3803462,0.5782718,0.0
HMDB0000067<->NR1I2,0.3792673,0.009931183,0.14614186
HMDB0003229<->SLC2A9,0.37661037,0.0,0.09721165
HMDB0000234<->SLC22A2,0.3720292,0.0,1.4244978
HMDB0000259<->TBXA2R,0.37099507,0.35600692,0.21950498
HMDB0003229<->SLC2A4,0.37065458,0.07589519,0.3383461
HMDB0000870<->ACKR3,0.37038213,0.49843603,1.2758069
HMDB0000131<->ESRRG,0.37016952,0.43911496,0.026552266
HMDB0001220<->AVPR2,0.3615505,1.1285148,0.052656583
HMDB0000990<->LPAR3,0.36102661,0.0,0.10375786
HMDB0000517<->SLC7A1,0.3537906,0.9873375,0.10396921
HMDB0000207<->GUCY1A1,0.3492462,0.20958221,0.095589615
HMDB0000050<->CFTR,0.34831655,0.084683456,0.12177552
HMDB0000151<->NR1I2,0.34748483,0.00155213,0.040174115
HMDB0000050<->CXCR4,0.34723273,0.17703106,0.085484274
HMDB0000259<->CFTR,0.34587273,0.121050745,0.109226935
HMDB0000131<->NR4A1,0.34043506,0.33853582,0.01966576
HMDB0000259<->LPAR3,0.33891147,0.0,0.1028205
HMDB0000296<->P2RY6,0.33849904,0.42182544,0.117928036
HMDB0003229<->FZD2,0.33676866,0.19272333,0.07381389
HMDB0000169<->FZD8,0.33296934,0.2754989,0.14813675
HMDB0000259<->PTGER4,0.3305636,0.7743827,0.1930466
HMDB0000220<->INSRR,0.33005258,0.020324757,0.067504354
HMDB0000073<->CXCR4,0.32968444,0.08947665,0.09087977
HMDB0000870<->PTGER4,0.32836753,0.50935966,0.25235802
HMDB0000050<->ATP8A1,0.32776663,0.632359,0.20830867
HMDB0000169<->NPR3,0.32559934,0.08996392,0.008254802
HMDB0000058<->CFTR,0.32489493,0.11772484,0.14039835
HMDB0000169<->EPHA2,0.31488353,0.6054542,0.2775299
HMDB0000220<->EDNRB,0.3136065,0.2943564,0.19564195
HMDB0000169<->FZD7,0.3132652,0.15216908,0.047358487
HMDB0003229<->FZD5,0.3123996,0.07111502,0.17160186
HMDB0000207<->PPARD,0.31013754,0.060840927,0.19259621
HMDB0000131<->TLR3,0.3099253,0.62391824,0.0
HMDB0000234<->TBXA2R,0.30534703,0.29726693,0.1808086
HMDB0000169<->ITGAX,0.30357563,0.13068824,0.034040187
HMDB0000050<->PTGER4,0.29750556,0.5899959,0.19304867
HMDB0000169<->FZD1,0.29605162,0.5478539,0.41830686
HMDB0000207<->NPR3,0.29533112,0.0,0.026819358
HMDB0000151<->THRB,0.29297996,0.21746807,0.018643355
HMDB0000131<->ADGRL2,0.29048422,0.6242585,0.045790598
HMDB0000870<->ADRA1A,0.2889733,0.0,0.026473451
HMDB0000538<->LPAR6,0.28760624,0.29795367,0.23889576
HMDB0000538<->P2RY6,0.2852375,0.43116048,0.015479019
HMDB0000259<->EDNRB,0.27962244,1.0039059,0.46173096
HMDB0000259<->ACKR3,0.2795349,0.8678012,1.04567
HMDB0000131<->NPR3,0.27085224,0.116998576,0.0
HMDB0000169<->IL17RA,0.27039838,0.22712731,0.61659443
HMDB0000169<->FZD6,0.27031258,0.350232,0.09048445
HMDB0000220<->NR4A1,0.26989076,0.13139018,0.1409347
HMDB0000538<->TLR2,0.26940888,0.4084632,0.009144012
HMDB0003229<->FZD6,0.2687501,0.08853041,0.13758034
HMDB0000169<->TLR3,0.265394,0.3476341,0.11246376
HMDB0000169<->ITGA5,0.2639726,0.39033213,0.22467253
HMDB0000538<->FZD5,0.26313385,0.30860123,0.10450013
HMDB0000538<->TRPV6,0.26285687,0.2850009,0.0
HMDB0000234<->AR,0.26197702,0.08444265,1.1300653
HMDB0000259<->CCR5,0.25964612,0.2917524,0.116030656
HMDB0000595<->CFTR,0.25835857,0.11674697,0.078539975
HMDB0000123<->PTPRM,0.2529876,0.62015283,0.30186588
HMDB0000220<->ITGAX,0.25271276,0.10126384,0.0065240893
HMDB0001220<->LPAR1,0.24847344,0.61551124,0.11040671
HMDB0000169<->GABBR1,0.24589549,0.3219375,0.26519272
HMDB0000220<->TBXA2R,0.24570748,0.067954436,0.13694364
HMDB0000538<->ANO1,0.24425083,0.3792059,0.12227369
HMDB0000131<->IFNAR1,0.24347937,0.82887363,0.024438431
HMDB0000234<->NR3C1,0.2430186,0.99736696,0.76488656
HMDB0000058<->SLC9A3,0.2425861,1.0607718,1.0399178
HMDB0000131<->NR1I2,0.24250346,0.025664128,0.03213978
HMDB0000169<->KIT,0.2419973,0.17278466,0.03367618
HMDB0000259<->ADRA1A,0.24080469,0.010392727,0.033074427
HMDB0000045<->ADORA2B,0.23729672,0.67365164,0.3627553
HMDB0001220<->ADORA2B,0.23699212,0.62592226,0.20801085
HMDB0001220<->ADRB1,0.23228917,0.043541126,0.046284847
HMDB0000073<->CCKAR,0.22943534,0.0,1.2201997
HMDB0000169<->PTPRM,0.2290667,0.35959756,0.18086848
HMDB0000067<->ABCG1,0.2252144,0.64724857,0.041792378
HMDB0000538<->ACVR1,0.22488119,0.31220827,0.09291544
HMDB0000538<->CFTR,0.22309662,0.05900706,0.0557408
HMDB0001220<->CCR5,0.22135481,0.27509478,0.04364537
HMDB0000169<->ACVR2A,0.21998677,0.29777944,0.23912379
HMDB0000131<->IL3RA,0.21886319,0.66007406,0.0
HMDB0000595<->SLC4A7,0.21681541,0.31926695,0.12488251
HMDB0000014<->EPHA2,0.2165619,0.74132633,0.14561331
HMDB0000220<->LPAR3,0.2159765,0.0,0.059340738
HMDB0001220<->ADRA1A,0.21440409,0.012293424,0.0
HMDB0000169<->IL3RA,0.21421327,0.3782712,0.05288005
HMDB0000131<->ITGAL,0.2137727,0.24177343,0.007510343
HMDB0000169<->FZD5,0.20916322,0.23933572,0.15381445
HMDB0000131<->ADGRG3,0.20675513,0.34336424,0.0
HMDB0000220<->TNFRSF10B,0.20653479,0.10233196,0.07926118
HMDB0000131<->MERTK,0.20513336,0.20232043,0.037094362
HMDB0000050<->CCR5,0.20421042,0.28146306,0.12297404
HMDB0000220<->CCKAR,0.2015053,0.0,0.7697008
HMDB0000251<->SLC2A4,0.19974743,0.33311692,0.4232015
HMDB0000870<->ADRB1,0.19893537,0.04943027,0.054898772
HMDB0001852<->NR1H4,0.1985364,0.6013254,0.73790246
HMDB0000073<->PTGER4,0.19844037,0.48956585,0.22382888
HMDB0000870<->ADORA2B,0.19802165,0.5398778,0.37629536
HMDB0000067<->ADRB1,0.1978815,0.06103404,0.07066985
HMDB0000112<->GABBR1,0.19716449,0.64716667,0.49622932
HMDB0000990<->DDR2,0.19649498,0.7492212,0.24810329
HMDB0000058<->ADRB1,0.19635788,0.06944306,0.06550513
HMDB0000131<->ADGRL1,0.19602711,0.56883585,0.0386958
HMDB0000220<->AVPR1A,0.19589962,0.074006006,0.07737998
HMDB0000161<->ITGAL,0.19578825,0.2130485,0.112735376
HMDB0000870<->TLR4,0.19388282,0.2926532,0.0894173
HMDB0000538<->KIT,0.19356808,0.3187688,0.082427844
HMDB0000259<->ADRB1,0.19288628,0.069136925,0.05791254
HMDB0001220<->KISS1R,0.19256693,0.06786546,0.017870938
HMDB0000151<->SLC25A40,0.19063495,0.21168849,0.0
HMDB0000050<->ADRB1,0.18889405,0.055187568,0.05596458
HMDB0000870<->CCR5,0.18828848,0.24701904,0.12553963
HMDB0000131<->ITGB2,0.18758616,0.5115649,0.0
HMDB0000131<->ITGA2B,0.1859973,0.57096535,0.0
HMDB0000259<->ADORA2B,0.1841777,0.70039606,0.28107768
HMDB0003229<->FZD7,0.18268536,0.044180643,0.117249615
HMDB0000151<->CD40,0.18236455,0.25192988,0.0
HMDB0000595<->SLC4A8,0.18030323,0.441191,0.16199817
HMDB0001852<->NR1I2,0.18002109,0.03382859,0.14128046
HMDB0001852<->RARA,0.1791687,0.83975595,0.34440997
HMDB0000169<->ITGB2,0.17906915,0.3281911,0.12981199
HMDB0000806<->TLR4,0.1775745,0.3104891,0.08666492
HMDB0000045<->P2RY1,0.17705357,0.12448597,0.14945287
HMDB0000638<->TLR4,0.17516279,0.28663513,0.082205
HMDB0000538<->P2RY1,0.17324185,0.10364861,0.02641796
HMDB0000870<->LPAR1,0.17278738,0.48451605,0.30803624
HMDB0000112<->GABRB3,0.16909917,0.039668053,0.0016219664
HMDB0000131<->ADGRE1,0.16779207,0.46867687,0.0
HMDB0000296<->TLR7,0.16456337,0.24316412,0.0
HMDB0000870<->ITGA4,0.163802,0.11747201,0.03527689
HMDB0000251<->TLR4,0.16361105,0.34188953,0.03402431
HMDB0000050<->LPAR1,0.1616937,0.5358336,0.250692
HMDB0000169<->ITGA2B,0.16065405,0.3879625,0.2078286
HMDB0000870<->PTGIR,0.16004045,0.19335173,0.076967716
HMDB0000151<->ESRRB,0.15895054,0.6339628,0.0
HMDB0000050<->P2RY1,0.15730219,0.13536231,0.112487584
HMDB0000870<->KISS1R,0.15689673,0.06447151,0.05968647
HMDB0000151<->ERBB4,0.15616894,0.55434227,0.0
HMDB0001220<->PTGIR,0.15597956,0.170252,0.029383939
HMDB0000067<->ADRB2,0.15552922,0.1561924,0.13830827
HMDB0000073<->CCR5,0.15540226,0.1901907,0.108978264
HMDB0000131<->GUCY1B1,0.1544698,0.39435396,0.0
HMDB0000067<->PTGIR,0.15221755,0.21154276,0.0658424
HMDB0000234<->KISS1R,0.14931445,0.07800985,0.05977508
HMDB0000538<->PANX1,0.14902294,0.36745712,0.044055875
HMDB0000259<->PTGIR,0.14667313,0.23425518,0.06878044
HMDB0000169<->ITGA4,0.14358388,0.11118634,0.0039054079
HMDB0000220<->TLR4,0.14214408,0.12786135,0.04246577
HMDB0000870<->ADRA1B,0.14033926,0.21224849,0.063758336
HMDB0000538<->TLR1,0.13872603,0.1093802,0.029003087
HMDB0000151<->ESR1,0.1357711,0.41859773,0.0
HMDB0001852<->NR1H3,0.13226195,0.6903566,1.093492
HMDB0000259<->KISS1R,0.13210648,0.093753025,0.062369537
HMDB0000220<->TLR2,0.13193563,0.19278318,0.07362607
HMDB0000131<->ITGAM,0.1312385,0.35935518,0.0
HMDB0000538<->TLR4,0.13048752,0.29250264,0.04072529
HMDB0000131<->NR3C2,0.12999718,0.33918285,0.0
HMDB0000517<->CASR,0.12964526,0.36283076,0.18224296
HMDB0000151<->KCND3,0.12850605,0.35116383,0.0
HMDB0000073<->PTGIR,0.1283029,0.12501942,0.06448961
HMDB0000050<->ADORA2B,0.12807049,0.64796865,0.31663534
HMDB0000870<->SLC1A2,0.12716125,0.059373513,0.021040505
HMDB0000131<->ITGB7,0.12628245,0.26604256,0.023517143
HMDB0000259<->ADRA1B,0.1262197,0.2718651,0.055347987
HMDB0000148<->CASR,0.12561668,0.31555602,0.15624677
HMDB0000169<->PTK7,0.12541704,0.44319087,0.14641964
HMDB0000133<->CD40,0.12389699,0.23244593,0.062628105
HMDB0000073<->ADRB1,0.12340835,0.060159024,0.056786705
HMDB0000151<->GPER1,0.12329233,0.09609093,0.0
HMDB0000538<->TLR7,0.12229958,0.16849035,0.01309812
HMDB0000151<->ADRA1B,0.12223736,0.2311247,0.0
HMDB0000112<->ITGA4,0.122166134,0.15453072,0.051312532
HMDB0000123<->PTPRE,0.12191266,0.32092455,0.15666483
HMDB0000169<->FZD3,0.121220075,0.18160935,0.08821439
HMDB0001220<->ADRB2,0.12035834,0.17104499,0.09541314
HMDB0000870<->TLR1,0.116772726,0.14091377,0.047765806
HMDB0001220<->ADRA1B,0.11576262,0.23985687,0.021394666
HMDB0000538<->DHX58,0.11517464,0.21784109,0.03384585
HMDB0000131<->ACVR1,0.11486407,0.4798883,0.08556799
HMDB0000131<->IL15RA,0.11355428,0.3835542,0.043843076
HMDB0000207<->GUCY1B1,0.112462275,0.100923,0.06415909
HMDB0000220<->LPAR1,0.11212173,0.22824721,0.14239492
HMDB0000169<->ACVR2B,0.11051495,0.13878451,0.05305976
HMDB0001043<->CLCN2,0.11021079,0.24255405,0.21457604
HMDB0001341<->ITGB5,0.10700779,0.3819979,0.011413609
HMDB0000990<->ITGAM,0.10612848,0.41758183,0.06201721
HMDB0001852<->EGFR,0.105222985,0.99258846,0.5714407
HMDB0000220<->KISS1R,0.10310936,0.017542869,0.043791
HMDB0000050<->PTGIR,0.10292436,0.17475605,0.1044915
HMDB0000870<->ADRB2,0.10068558,0.11962888,0.13740458
HMDB0000131<->ITGA4,0.10005467,0.13330047,0.0033049611
HMDB0000050<->ADRB2,0.09875619,0.12302101,0.14107886
HMDB0000169<->ITGB7,0.0987105,0.14592278,0.093722336
HMDB0001220<->ADORA2A,0.09825424,0.566579,0.073706016
HMDB0000058<->ADRB2,0.09736718,0.16180988,0.13995652
HMDB0000220<->ADRA1A,0.090970255,0.0,0.010332781
HMDB0000259<->LPAR1,0.09020827,0.674415,0.2541912
HMDB0000273<->ADORA2A,0.0893097,0.5405192,0.07485653
HMDB0001852<->TLR2,0.085041,0.49200132,0.110921174
HMDB0000151<->ROR2,0.08278409,0.37866303,0.0
HMDB0000131<->TNFRSF11A,0.080780074,0.2806439,0.030836053
HMDB0000259<->EDNRA,0.080034725,0.31795517,0.04393901
HMDB0000870<->ADORA2A,0.07897572,0.54945457,0.14143783
HMDB0000145<->ESR1,0.0785331,0.30429846,0.11865924
HMDB0000045<->ADORA2A,0.07686426,0.63689,0.1749237
HMDB0000870<->EDNRA,0.07563057,0.19992504,0.061267737
HMDB0000538<->TRPM3,0.07461777,0.036513094,0.033915397
HMDB0000131<->EPHA3,0.074014716,0.05155479,0.022763938
HMDB0000073<->ADORA2B,0.073816225,0.51989245,0.28528947
HMDB0001341<->EPHA2,0.070995346,0.3071864,0.074689046
HMDB0000151<->STYK1,0.07017262,0.3304118,0.0
HMDB0000131<->NPR2,0.06995273,0.3172128,0.07252722
HMDB0000258<->ADRB2,0.067849286,0.106388755,0.120597325
HMDB0000259<->ADRB2,0.067289636,0.15740487,0.13616918
HMDB0000050<->ADORA2A,0.06664608,0.6095856,0.093474016
HMDB0000073<->ADRB2,0.06419988,0.08753903,0.12588756
HMDB0003229<->FZD3,0.060958087,0.13121657,0.12059168
HMDB0000050<->SLC6A4,0.06063424,0.0,0.17684574
HMDB0000538<->P2RY14,0.060425255,0.34786177,0.08962727
HMDB0000131<->PTK7,0.060358718,0.79094666,0.0
HMDB0000870<->ADRA2A,0.06034726,0.211651,0.015700925
