	symbol	hmdb_id
111022	TAAR5	HMDB0000050
111023	NMBR	HMDB0000050
111024	HTR2B	HMDB0000050
111025	GPR45	HMDB0000050
111026	ADCY3	HMDB0000050
111027	SLC6A4	HMDB0000050
111028	VIPR2	HMDB0000050
111029	GLP2R	HMDB0000050
111030	PRKX	HMDB0000050
111031	KCNN4	HMDB0000050
111032	MAPK3	HMDB0000050
111033	TYR	HMDB0000050
111034	SLC5A7	HMDB0000050
111035	PRKG2	HMDB0000050
111036	OPRK1	HMDB0000050
111037	GPR84	HMDB0000050
111038	SSTR1	HMDB0000050
111039	GPR65	HMDB0000050
111040	REN	HMDB0000050
111041	GPR17	HMDB0000050
111042	PTH2R	HMDB0000050
111043	ACKR3	HMDB0000050
111044	AGTR1	HMDB0000050
111045	GPR6	HMDB0000050
111046	TAAR6	HMDB0000050
111047	TAAR8	HMDB0000050
111048	TAAR1	HMDB0000050
111049	HTR2C	HMDB0000050
111050	GPR119	HMDB0000050
111051	NPFFR1	HMDB0000050
111052	ADRA2A	HMDB0000050
111053	MCHR2	HMDB0000050
111054	GPR26	HMDB0000050
111055	ADCY8	HMDB0000050
111056	ADK	HMDB0000050
111057	HTR5A	HMDB0000050
111058	HTR6	HMDB0000050
111059	PTGIR	HMDB0000050
111060	CXCR5	HMDB0000050
111061	CCR2	HMDB0000050
111062	CCR5	HMDB0000050
111063	PTGER1	HMDB0000050
111064	SSTR5	HMDB0000050
111065	ADCY9	HMDB0000050
111066	LHCGR	HMDB0000050
111067	CCKAR	HMDB0000050
111068	CXCR1	HMDB0000050
111069	CCR1	HMDB0000050
111070	RHO	HMDB0000050
111071	GPR85	HMDB0000050
111072	RGS20	HMDB0000050
111073	ADCY1	HMDB0000050
111074	GPER1	HMDB0000050
111075	NOS3	HMDB0000050
111076	GPR101	HMDB0000050
111077	RXFP2	HMDB0000050
111078	OXGR1	HMDB0000050
111079	AVPR1A	HMDB0000050
111080	GALR1	HMDB0000050
111081	MC4R	HMDB0000050
111082	NNMT	HMDB0000050
111083	SCNN1G	HMDB0000050
111084	RRM1	HMDB0000050
111085	C3AR1	HMDB0000050
111086	GPR22	HMDB0000050
111087	FPR1	HMDB0000050
111088	MTNR1A	HMDB0000050
111089	PTGER4	HMDB0000050
111090	GPR27	HMDB0000050
111091	RXFP1	HMDB0000050
111092	PTGDR	HMDB0000050
111093	NTSR2	HMDB0000050
111094	PROKR1	HMDB0000050
111095	CXCR6	HMDB0000050
111096	ADORA2B	HMDB0000050
111097	P2RY1	HMDB0000050
111098	ADRB2	HMDB0000050
111099	S1PR1	HMDB0000050
111100	NMUR1	HMDB0000050
111101	DRD5	HMDB0000050
111102	GPR37	HMDB0000050
111103	ADRA1B	HMDB0000050
111104	P2RY12	HMDB0000050
111105	LTB4R	HMDB0000050
111106	HTR1E	HMDB0000050
111107	NPFFR2	HMDB0000050
111108	P2RY14	HMDB0000050
111109	ADORA1	HMDB0000050
111110	GPR151	HMDB0000050
111111	GPR148	HMDB0000050
111112	PRKACA	HMDB0000050
111113	TRHR	HMDB0000050
111114	CASP3	HMDB0000050
111115	ADCY6	HMDB0000050
111116	ADCY4	HMDB0000050
111117	SPHK1	HMDB0000050
111118	GPR88	HMDB0000050
111119	EDNRA	HMDB0000050
111120	HTR1A	HMDB0000050
111121	MC5R	HMDB0000050
111122	GPR62	HMDB0000050
111123	CXCR2	HMDB0000050
111124	CHRM2	HMDB0000050
111125	GHRHR	HMDB0000050
111126	P2RY13	HMDB0000050
111127	PTH1R	HMDB0000050
111128	MMP1	HMDB0000050
111129	HTR1F	HMDB0000050
111130	UTS2R	HMDB0000050
111131	P2RY11	HMDB0000050
111132	OXTR	HMDB0000050
111133	VIPR1	HMDB0000050
111134	GPR39	HMDB0000050
111135	S1PR5	HMDB0000050
111136	RXFP3	HMDB0000050
111137	GALR2	HMDB0000050
111138	CASP9	HMDB0000050
111139	NPBWR1	HMDB0000050
111140	GPR173	HMDB0000050
111141	NPY2R	HMDB0000050
111142	CCR4	HMDB0000050
111143	PTGDR2	HMDB0000050
111144	RGS19	HMDB0000050
111145	GPR19	HMDB0000050
111146	MC2R	HMDB0000050
111147	F3	HMDB0000050
111148	GPR142	HMDB0000050
111149	CCKBR	HMDB0000050
111150	ADORA2A	HMDB0000050
111151	OPRL1	HMDB0000050
111152	NOS1	HMDB0000050
111153	HTR7	HMDB0000050
111154	AVPR2	HMDB0000050
111155	NPY5R	HMDB0000050
111156	CCR6	HMDB0000050
111157	NT5C2	HMDB0000050
111158	PKLR	HMDB0000050
111159	FPR2	HMDB0000050
111160	CRHR2	HMDB0000050
111161	ACACB	HMDB0000050
111162	FPR3	HMDB0000050
111163	HRH3	HMDB0000050
111164	ADCY2	HMDB0000050
111165	GPR18	HMDB0000050
111166	ADRB3	HMDB0000050
111167	GRM8	HMDB0000050
111168	FYN	HMDB0000050
111169	C5AR1	HMDB0000050
111170	PTGER3	HMDB0000050
111171	SLC29A2	HMDB0000050
111172	SSTR2	HMDB0000050
111173	CCR9	HMDB0000050
111174	GRM7	HMDB0000050
111175	DDC	HMDB0000050
111176	S1PR3	HMDB0000050
111177	CASP8	HMDB0000050
111178	LPAR1	HMDB0000050
111179	CALCR	HMDB0000050
111180	NPSR1	HMDB0000050
111181	SCNN1A	HMDB0000050
111182	DPP4	HMDB0000050
111183	HTR4	HMDB0000050
111184	COMT	HMDB0000050
111185	PNP	HMDB0000050
111186	NPY1R	HMDB0000050
111187	DRD2	HMDB0000050
111188	SUCNR1	HMDB0000050
111189	GRM3	HMDB0000050
111190	OPN3	HMDB0000050
111191	RGS7	HMDB0000050
111192	MTR	HMDB0000050
111193	AVPR1B	HMDB0000050
111194	GPR37L1	HMDB0000050
111195	RGS1	HMDB0000050
111196	RGS18	HMDB0000050
111197	GPR52	HMDB0000050
111198	TAAR2	HMDB0000050
111199	RXFP4	HMDB0000050
111200	RGS10	HMDB0000050
111201	ADRB1	HMDB0000050
111202	MAP3K7	HMDB0000050
111203	CNR1	HMDB0000050
111204	NPBWR2	HMDB0000050
111205	HTR1B	HMDB0000050
111206	OPN1LW	HMDB0000050
111207	SRPK3	HMDB0000050
111208	NTSR1	HMDB0000050
111209	LPAR3	HMDB0000050
111210	BRS3	HMDB0000050
111211	PRKACB	HMDB0000050
111212	PTGFR	HMDB0000050
111213	HCRTR2	HMDB0000050
111214	ENTPD1	HMDB0000050
111215	OPN5	HMDB0000050
111216	FFAR4	HMDB0000050
111217	SLC29A1	HMDB0000050
111218	AGTR2	HMDB0000050
111219	OPN4	HMDB0000050
111220	MMP9	HMDB0000050
111221	ADA	HMDB0000050
111222	GLP1R	HMDB0000050
111223	CDK9	HMDB0000050
111224	PIM1	HMDB0000050
111225	GPR21	HMDB0000050
111226	CXCR3	HMDB0000050
111227	HCRTR1	HMDB0000050
111228	SRPK1	HMDB0000050
111229	PRKG1	HMDB0000050
111230	GPR3	HMDB0000050
111231	NPY4R	HMDB0000050
111232	CNR2	HMDB0000050
111233	P2RY4	HMDB0000050
111234	AR	HMDB0000050
111235	EDNRB	HMDB0000050
111236	PRKACG	HMDB0000050
111237	HRH2	HMDB0000050
111238	ADRA1D	HMDB0000050
111239	GPR150	HMDB0000050
111240	GRPR	HMDB0000050
111241	ADRA1A	HMDB0000050
111242	GPR12	HMDB0000050
111243	ATP8A1	HMDB0000050
111244	GPR78	HMDB0000050
111245	DRD3	HMDB0000050
111246	HCAR2	HMDB0000050
111247	TAS2R31	HMDB0000050
111248	GPR55	HMDB0000050
111249	SRPK2	HMDB0000050
111250	QRFPR	HMDB0000050
111251	GRM2	HMDB0000050
111252	GPR135	HMDB0000050
111253	ADCYAP1R1	HMDB0000050
111254	CRHR1	HMDB0000050
111255	GCGR	HMDB0000050
111256	LPAR2	HMDB0000050
111257	FSHR	HMDB0000050
111258	GPR61	HMDB0000050
111259	ADRA2C	HMDB0000050
111260	RGS14	HMDB0000050
111261	CXCR4	HMDB0000050
111262	TBXA2R	HMDB0000050
111263	OPRM1	HMDB0000050
111264	RGS4	HMDB0000050
111265	TAS2R39	HMDB0000050
111266	CHRM4	HMDB0000050
111267	CASP1	HMDB0000050
111268	ADCY5	HMDB0000050
111269	CASR	HMDB0000050
111270	GPBAR1	HMDB0000050
111271	TAS2R43	HMDB0000050
111272	LTB4R2	HMDB0000050
111273	HCAR3	HMDB0000050
111274	CCR3	HMDB0000050
111275	TAS2R38	HMDB0000050
111276	RGS6	HMDB0000050
111277	MC1R	HMDB0000050
111278	GPR176	HMDB0000050
111279	GPR139	HMDB0000050
111280	S1PR2	HMDB0000050
111281	GIPR	HMDB0000050
115242	KCNQ1	HMDB0000148
115243	P2RY10	HMDB0000148
115244	DRD4	HMDB0000148
115245	BDKRB1	HMDB0000148
115246	PROKR2	HMDB0000148
115247	KCND1	HMDB0000148
115248	MLNR	HMDB0000148
115249	CPQ	HMDB0000148
115250	KCNA7	HMDB0000148
115251	SLC17A7	HMDB0000148
115252	SLC1A6	HMDB0000148
115253	GNRHR	HMDB0000148
115254	GRM6	HMDB0000148
115255	LNPEP	HMDB0000148
115256	GGCX	HMDB0000148
115257	KISS1R	HMDB0000148
115258	GRIN3B	HMDB0000148
115259	OPRD1	HMDB0000148
115260	RGS2	HMDB0000148
115261	KALRN	HMDB0000148
115262	GHSR	HMDB0000148
115263	S1PR4	HMDB0000148
115264	FFAR2	HMDB0000148
115265	FFAR1	HMDB0000148
115266	CCR7	HMDB0000148
115267	F2RL3	HMDB0000148
115268	MCHR1	HMDB0000148
115269	GALR3	HMDB0000148
115270	TAS2R16	HMDB0000148
115271	KCNA5	HMDB0000148
115272	ADCY7	HMDB0000148
115273	SSTR4	HMDB0000148
115274	NMUR2	HMDB0000148
115275	CHRM3	HMDB0000148
115276	VHL	HMDB0000148
115277	HRH4	HMDB0000148
115278	FOLH1	HMDB0000148
115279	MTNR1B	HMDB0000148
115280	APLNR	HMDB0000148
115281	NMBR	HMDB0000148
115282	HTR2B	HMDB0000148
115283	GAD2	HMDB0000148
115284	PLCB2	HMDB0000148
115285	ADCY3	HMDB0000148
115286	DPEP1	HMDB0000148
115287	ALDH2	HMDB0000148
115288	PSMB1	HMDB0000148
115289	SLC1A1	HMDB0000148
115290	GRIK5	HMDB0000148
115291	KCNQ4	HMDB0000148
115292	SLC17A6	HMDB0000148
115293	GRIN2D	HMDB0000148
115294	KCNK6	HMDB0000148
115295	PIK3CA	HMDB0000148
115296	PPAT	HMDB0000148
115297	GRIA2	HMDB0000148
115298	SLC1A3	HMDB0000148
115299	ENPEP	HMDB0000148
115300	OPRK1	HMDB0000148
115301	KCNC1	HMDB0000148
115302	SSTR1	HMDB0000148
115303	GPR65	HMDB0000148
115304	ABAT	HMDB0000148
115305	GPR17	HMDB0000148
115306	ACKR3	HMDB0000148
115307	DNPEP	HMDB0000148
115308	AGTR1	HMDB0000148
115309	HTR2C	HMDB0000148
115310	NPFFR1	HMDB0000148
115311	SLC1A2	HMDB0000148
115312	PLCB3	HMDB0000148
115313	ADRA2A	HMDB0000148
115314	SLC7A11	HMDB0000148
115315	KCNA6	HMDB0000148
115316	MCHR2	HMDB0000148
115317	CYSLTR2	HMDB0000148
115318	GRID2	HMDB0000148
115319	GRIA4	HMDB0000148
115320	GRM1	HMDB0000148
115321	SCN2A	HMDB0000148
115322	GRIA1	HMDB0000148
115323	AKR1B1	HMDB0000148
115324	ADCY8	HMDB0000148
115325	GNAQ	HMDB0000148
115326	KCNS2	HMDB0000148
115327	HTR5A	HMDB0000148
115328	HPD	HMDB0000148
115329	CXCR5	HMDB0000148
115330	CCR2	HMDB0000148
115331	CCR5	HMDB0000148
115332	PTGER1	HMDB0000148
115333	LTC4S	HMDB0000148
115334	GRIN2C	HMDB0000148
115335	SSTR5	HMDB0000148
115336	ADCY9	HMDB0000148
115337	KCNF1	HMDB0000148
115338	CCKAR	HMDB0000148
115339	CXCR1	HMDB0000148
115340	CCR1	HMDB0000148
115341	F2RL1	HMDB0000148
115342	ERAP1	HMDB0000148
115343	RGS20	HMDB0000148
115344	ADCY1	HMDB0000148
115345	KCNV1	HMDB0000148
115346	GPER1	HMDB0000148
115347	OXGR1	HMDB0000148
115348	AVPR1A	HMDB0000148
115349	GALR1	HMDB0000148
115350	PTAFR	HMDB0000148
115351	C3AR1	HMDB0000148
115352	KYAT1	HMDB0000148
115353	FPR1	HMDB0000148
115354	MTNR1A	HMDB0000148
115355	TACR3	HMDB0000148
115356	TACR1	HMDB0000148
115357	SCN1A	HMDB0000148
115358	NTSR2	HMDB0000148
115359	PROKR1	HMDB0000148
115360	KCNG3	HMDB0000148
115361	CXCR6	HMDB0000148
115362	P2RY1	HMDB0000148
115363	S1PR1	HMDB0000148
115364	KCNS3	HMDB0000148
115365	NMUR1	HMDB0000148
115366	GRM5	HMDB0000148
115367	CHRM1	HMDB0000148
115368	ADRA1B	HMDB0000148
115369	P2RY12	HMDB0000148
115370	LTB4R	HMDB0000148
115371	KCNS1	HMDB0000148
115372	HTR1E	HMDB0000148
115373	NPFFR2	HMDB0000148
115374	P2RY14	HMDB0000148
115375	ADORA1	HMDB0000148
115376	GPRC6A	HMDB0000148
115377	P2RY6	HMDB0000148
115378	TRHR	HMDB0000148
115379	HRAS	HMDB0000148
115380	P2RY2	HMDB0000148
115381	KCNK10	HMDB0000148
115382	CASP3	HMDB0000148
115383	ADCY6	HMDB0000148
115384	ADCY4	HMDB0000148
115385	KCNG4	HMDB0000148
115386	GRK2	HMDB0000148
115387	KCNA2	HMDB0000148
115388	ALDH5A1	HMDB0000148
115389	EDNRA	HMDB0000148
115390	KCNG2	HMDB0000148
115391	HTR1A	HMDB0000148
115392	SLC17A8	HMDB0000148
115393	GLS	HMDB0000148
115394	CAMK2G	HMDB0000148
115395	KCND3	HMDB0000148
115396	CXCR2	HMDB0000148
115397	GPR4	HMDB0000148
115398	CHRM2	HMDB0000148
115399	NPEPPS	HMDB0000148
115400	P2RY13	HMDB0000148
115401	F2R	HMDB0000148
115402	SLC25A22	HMDB0000148
115403	HTR1F	HMDB0000148
115404	BCAT2	HMDB0000148
115405	UTS2R	HMDB0000148
115406	OXTR	HMDB0000148
115407	FFAR3	HMDB0000148
115408	S1PR5	HMDB0000148
115409	KCNA4	HMDB0000148
115410	RXFP3	HMDB0000148
115411	GPR132	HMDB0000148
115412	SLC25A18	HMDB0000148
115413	GALR2	HMDB0000148
115414	GRID1	HMDB0000148
115415	NPBWR1	HMDB0000148
115416	TAS1R1	HMDB0000148
115417	GRIN2A	HMDB0000148
115418	NPY2R	HMDB0000148
115419	CCR4	HMDB0000148
115420	PTGDR2	HMDB0000148
115421	RGS19	HMDB0000148
115422	KCND2	HMDB0000148
115423	CACNA1H	HMDB0000148
115424	KCNK18	HMDB0000148
115425	CCKBR	HMDB0000148
115426	OPRL1	HMDB0000148
115427	PLCB1	HMDB0000148
115428	TRIO	HMDB0000148
115429	NPY5R	HMDB0000148
115430	CCR6	HMDB0000148
115431	CAMK2D	HMDB0000148
115432	FPR2	HMDB0000148
115433	FPR3	HMDB0000148
115434	HRH3	HMDB0000148
115435	ADCY2	HMDB0000148
115436	PRMT7	HMDB0000148
115437	GPR18	HMDB0000148
115438	GRM8	HMDB0000148
115439	LPAR6	HMDB0000148
115440	TAS1R3	HMDB0000148
115441	KCNK7	HMDB0000148
115442	KCNQ5	HMDB0000148
115443	ALDH9A1	HMDB0000148
115444	C5AR1	HMDB0000148
115445	TAT	HMDB0000148
115446	PTGER3	HMDB0000148
115447	SSTR2	HMDB0000148
115448	CCR9	HMDB0000148
115449	GRM7	HMDB0000148
115450	S1PR3	HMDB0000148
115451	GAD1	HMDB0000148
115452	NAALADL1	HMDB0000148
115453	LPAR1	HMDB0000148
115454	KCNQ2	HMDB0000148
115455	KCNK5	HMDB0000148
115456	NPSR1	HMDB0000148
115457	NPY1R	HMDB0000148
115458	DRD2	HMDB0000148
115459	GRIN3A	HMDB0000148
115460	SUCNR1	HMDB0000148
115461	GRM3	HMDB0000148
115462	PSMB5	HMDB0000148
115463	RGS7	HMDB0000148
115464	KCNK1	HMDB0000148
115465	RGS1	HMDB0000148
115466	RGS18	HMDB0000148
115467	VNN1	HMDB0000148
115468	RXFP4	HMDB0000148
115469	CTSS	HMDB0000148
115470	RGS10	HMDB0000148
115471	CNR1	HMDB0000148
115472	NPBWR2	HMDB0000148
115473	KCNA3	HMDB0000148
115474	KCNA10	HMDB0000148
115475	KCNC4	HMDB0000148
115476	HTR1B	HMDB0000148
115477	NTSR1	HMDB0000148
115478	LPAR3	HMDB0000148
115479	PTGFR	HMDB0000148
115480	HCRTR2	HMDB0000148
115481	SLC1A7	HMDB0000148
115482	GRIN1	HMDB0000148
115483	KCNG1	HMDB0000148
115484	KCNB1	HMDB0000148
115485	AGTR2	HMDB0000148
115486	OPN4	HMDB0000148
115487	GRIK3	HMDB0000148
115488	KCNK17	HMDB0000148
115489	PSMB2	HMDB0000148
115490	CYSLTR1	HMDB0000148
115491	TACR2	HMDB0000148
115492	CXCR3	HMDB0000148
115493	HCRTR1	HMDB0000148
115494	NPY4R	HMDB0000148
115495	ALOX5	HMDB0000148
115496	CNR2	HMDB0000148
115497	P2RY4	HMDB0000148
115498	TAS1R2	HMDB0000148
115499	TPP2	HMDB0000148
115500	EDNRB	HMDB0000148
115501	SLC3A2	HMDB0000148
115502	ADRA1D	HMDB0000148
115503	GRPR	HMDB0000148
115504	AKR1C3	HMDB0000148
115505	ADRA1A	HMDB0000148
115506	GART	HMDB0000148
115507	KCNV2	HMDB0000148
115508	KCNA1	HMDB0000148
115509	CHRM5	HMDB0000148
115510	DRD3	HMDB0000148
115511	KCNQ3	HMDB0000148
115512	HCAR2	HMDB0000148
115513	TAS2R31	HMDB0000148
115514	GPR55	HMDB0000148
115515	GRK5	HMDB0000148
115516	PC	HMDB0000148
115517	QRFPR	HMDB0000148
115518	KCNK4	HMDB0000148
115519	GRM2	HMDB0000148
115520	CAMK2B	HMDB0000148
115521	HRH1	HMDB0000148
115522	CAMK2A	HMDB0000148
115523	SLC38A1	HMDB0000148
115524	ABCC1	HMDB0000148
115525	GRIK1	HMDB0000148
115526	GCGR	HMDB0000148
115527	LPAR2	HMDB0000148
115528	CACNA1I	HMDB0000148
115529	ADRA2C	HMDB0000148
115530	RGS14	HMDB0000148
115531	CXCR4	HMDB0000148
115532	CATSPER4	HMDB0000148
115533	KCNK16	HMDB0000148
115534	TBXA2R	HMDB0000148
115535	KCNK2	HMDB0000148
115536	OPRM1	HMDB0000148
115537	DHFR	HMDB0000148
115538	SCN4A	HMDB0000148
115539	GRIK2	HMDB0000148
115540	RGS4	HMDB0000148
115541	ERAP2	HMDB0000148
115542	PVR	HMDB0000148
115543	GRIK4	HMDB0000148
115544	TAS2R39	HMDB0000148
115545	CHRM4	HMDB0000148
115546	ADCY5	HMDB0000148
115547	CASR	HMDB0000148
115548	KCNB2	HMDB0000148
115549	TAS2R43	HMDB0000148
115550	NAALAD2	HMDB0000148
115551	LTB4R2	HMDB0000148
115552	KCNC3	HMDB0000148
115553	HCAR3	HMDB0000148
115554	CCR3	HMDB0000148
115555	BCAT1	HMDB0000148
115556	PAH	HMDB0000148
115557	TAS2R38	HMDB0000148
115558	KCNC2	HMDB0000148
115559	ASPG	HMDB0000148
115560	RGS6	HMDB0000148
115561	S1PR2	HMDB0000148
119435	NT5E	HMDB0000014
119436	AKR1B1	HMDB0000014
119437	NT5C2	HMDB0000014
119783	SLC22A4	HMDB0000062
119784	MPO	HMDB0000062
119785	SLC22A5	HMDB0000062
119786	PPARG	HMDB0000062
119787	SLC25A20	HMDB0000062
119788	CHAT	HMDB0000062
119789	CES1	HMDB0000062
119790	XDH	HMDB0000062
120613	ACR	HMDB0000904
120614	CTSG	HMDB0000904
120615	GZMB	HMDB0000904
120616	F9	HMDB0000904
120617	PLAT	HMDB0000904
120618	GZMK	HMDB0000904
120619	PROC	HMDB0000904
120620	PRTN3	HMDB0000904
120621	TPSG1	HMDB0000904
120622	CMA1	HMDB0000904
120623	F12	HMDB0000904
120624	ARG2	HMDB0000904
120625	ELANE	HMDB0000904
120626	KLKB1	HMDB0000904
120627	CDK2	HMDB0000904
120628	AKT1	HMDB0000904
120629	GZMA	HMDB0000904
120630	ST14	HMDB0000904
120631	TMPRSS11D	HMDB0000904
120632	DDAH1	HMDB0000904
120633	TMPRSS15	HMDB0000904
120634	CELA1	HMDB0000904
120635	NOS3	HMDB0000904
120636	KLK1	HMDB0000904
120637	F2	HMDB0000904
120638	PRSS1	HMDB0000904
120639	PLG	HMDB0000904
120640	KLK6	HMDB0000904
120641	GPRC6A	HMDB0000904
120642	KLK2	HMDB0000904
120643	KLK3	HMDB0000904
120644	PRSS8	HMDB0000904
120645	KLK4	HMDB0000904
120646	NOS2	HMDB0000904
120647	C1S	HMDB0000904
120648	CFD	HMDB0000904
120649	TMPRSS6	HMDB0000904
120650	HSP90AA1	HMDB0000904
120651	NOS1	HMDB0000904
120652	KLK5	HMDB0000904
120653	TPSAB1	HMDB0000904
120654	CELA2A	HMDB0000904
120655	PRSS3	HMDB0000904
120656	ARG1	HMDB0000904
120657	PLAU	HMDB0000904
120658	ABCA1	HMDB0000904
120659	PADI4	HMDB0000904
120660	PADI3	HMDB0000904
120661	F10	HMDB0000904
120662	F7	HMDB0000904
120663	DDAH2	HMDB0000904
120664	CTRC	HMDB0000904
120665	KLK8	HMDB0000904
120666	KLK7	HMDB0000904
120667	TMPRSS2	HMDB0000904
120668	F11	HMDB0000904
120669	CFB	HMDB0000904
120670	CTRL	HMDB0000904
122975	KCNQ1	HMDB0000267
122976	KCND1	HMDB0000267
122977	KCNA7	HMDB0000267
122978	CTSD	HMDB0000267
122979	KCNA5	HMDB0000267
122980	KCNQ4	HMDB0000267
122981	KCNK6	HMDB0000267
122982	KCNC1	HMDB0000267
122983	REN	HMDB0000267
122984	KCNA6	HMDB0000267
122985	SCN2A	HMDB0000267
122986	KCNS2	HMDB0000267
122987	KCNF1	HMDB0000267
122988	KCNV1	HMDB0000267
122989	SCN1A	HMDB0000267
122990	KCNG3	HMDB0000267
122991	KCNS3	HMDB0000267
122992	KCNS1	HMDB0000267
122993	PGA5	HMDB0000267
122994	KCNK10	HMDB0000267
122995	KCNG4	HMDB0000267
122996	KCNA2	HMDB0000267
122997	KCNG2	HMDB0000267
122998	BACE1	HMDB0000267
122999	KCND3	HMDB0000267
123000	KCNA4	HMDB0000267
123001	BACE2	HMDB0000267
123002	KCND2	HMDB0000267
123003	F3	HMDB0000267
123004	CACNA1H	HMDB0000267
123005	KCNK18	HMDB0000267
123006	KCNK7	HMDB0000267
123007	KCNQ5	HMDB0000267
123008	CTSE	HMDB0000267
123009	KCNQ2	HMDB0000267
123010	KCNK5	HMDB0000267
123011	KCNK1	HMDB0000267
123012	KCNA3	HMDB0000267
123013	KCNA10	HMDB0000267
123014	KCNC4	HMDB0000267
123015	KCNG1	HMDB0000267
123016	KCNB1	HMDB0000267
123017	PGC	HMDB0000267
123018	KCNK17	HMDB0000267
123019	KCNV2	HMDB0000267
123020	KCNA1	HMDB0000267
123021	KCNQ3	HMDB0000267
123022	KCNK4	HMDB0000267
123023	CACNA1I	HMDB0000267
123024	CATSPER4	HMDB0000267
123025	KCNK16	HMDB0000267
123026	KCNK2	HMDB0000267
123027	SCN4A	HMDB0000267
123028	AMY2A	HMDB0000267
123029	KCNB2	HMDB0000267
123030	KCNC3	HMDB0000267
123031	KCNC2	HMDB0000267
123673	CRY1	HMDB0001397
123674	PDE1B	HMDB0001397
123675	CNGB1	HMDB0001397
123676	PDE6A	HMDB0001397
123677	CDK7	HMDB0001397
123678	NT5E	HMDB0001397
123679	ENPP2	HMDB0001397
123680	PPAT	HMDB0001397
123681	PDE6H	HMDB0001397
123682	PDE3B	HMDB0001397
123683	PDE11A	HMDB0001397
123684	PDE9A	HMDB0001397
123685	RRM1	HMDB0001397
123686	PDE6G	HMDB0001397
123687	PDE2A	HMDB0001397
123688	NT5C2	HMDB0001397
123689	PDE5A	HMDB0001397
123690	PDE3A	HMDB0001397
123691	RRM2	HMDB0001397
123692	PNP	HMDB0001397
123693	ENTPD1	HMDB0001397
123694	PDE6C	HMDB0001397
123695	CASK	HMDB0001397
123696	PDE1C	HMDB0001397
123697	CNGA1	HMDB0001397
123698	PDE6B	HMDB0001397
123699	PDE10A	HMDB0001397
123700	MAPK1	HMDB0000133
123701	NT5E	HMDB0000133
123702	MAPK3	HMDB0000133
123703	AKT1	HMDB0000133
123704	ADK	HMDB0000133
123705	IMPDH2	HMDB0000133
123706	NOS1	HMDB0000133
123707	NT5C2	HMDB0000133
123708	IMPDH1	HMDB0000133
123709	SLC29A2	HMDB0000133
123710	PNP	HMDB0000133
123711	SLC29A1	HMDB0000133
123712	ADA	HMDB0000133
123778	SLC10A1	HMDB0000036
123779	SLC10A2	HMDB0000036
123780	SLCO1B1	HMDB0000036
123781	SLCO1B3	HMDB0000036
123782	SLC27A5	HMDB0000036
123783	SLC10A3	HMDB0000036
123784	ABCB11	HMDB0000036
123785	SLC10A4	HMDB0000036
123786	SLC10A6	HMDB0000036
123787	TMPRSS11D	HMDB0000036
123788	ABCC3	HMDB0000036
123789	CYP7A1	HMDB0000036
123790	SLCO1A2	HMDB0000036
123791	CASP3	HMDB0000036
123792	PLA2G1B	HMDB0000036
123793	SLC10A7	HMDB0000036
123794	SLC51B	HMDB0000036
123795	CES1	HMDB0000036
123796	PNLIP	HMDB0000036
123797	CEL	HMDB0000036
123798	PLA2G2F	HMDB0000036
123799	PLA2G2D	HMDB0000036
123800	PLA2G5	HMDB0000036
123801	PLA2G2A	HMDB0000036
123802	PLA2G2E	HMDB0000036
123803	FABP6	HMDB0000036
123804	PLA2G10	HMDB0000036
123805	SLC10A5	HMDB0000036
124206	SLC7A2	HMDB0000517
124207	SLC7A9	HMDB0000517
124208	P2RY10	HMDB0000517
124209	CPB2	HMDB0000517
124210	ACR	HMDB0000517
124211	CTSG	HMDB0000517
124212	GZMB	HMDB0000517
124213	BDKRB1	HMDB0000517
124214	PROKR2	HMDB0000517
124215	F9	HMDB0000517
124216	MLNR	HMDB0000517
124217	SLC7A6	HMDB0000517
124218	PLAT	HMDB0000517
124219	GNRHR	HMDB0000517
124220	LTA4H	HMDB0000517
124221	GZMK	HMDB0000517
124222	LNPEP	HMDB0000517
124223	SLC7A14	HMDB0000517
124224	PROC	HMDB0000517
124225	ODC1	HMDB0000517
124226	PRTN3	HMDB0000517
124227	KISS1R	HMDB0000517
124228	TPSG1	HMDB0000517
124229	RGS2	HMDB0000517
124230	KALRN	HMDB0000517
124231	GHSR	HMDB0000517
124232	FFAR2	HMDB0000517
124233	FFAR1	HMDB0000517
124234	F2RL3	HMDB0000517
124235	MCHR1	HMDB0000517
124236	CMA1	HMDB0000517
124237	SLC7A10	HMDB0000517
124238	F12	HMDB0000517
124239	NMUR2	HMDB0000517
124240	CHRM3	HMDB0000517
124241	VHL	HMDB0000517
124242	NMBR	HMDB0000517
124243	HTR2B	HMDB0000517
124244	PLCB2	HMDB0000517
124245	SLC3A1	HMDB0000517
124246	TRHDE	HMDB0000517
124247	SLC7A5	HMDB0000517
124248	ARG2	HMDB0000517
124249	PSMB1	HMDB0000517
124250	SLC12A2	HMDB0000517
124251	ELANE	HMDB0000517
124252	PIK3CA	HMDB0000517
124253	KLKB1	HMDB0000517
124254	SLC12A7	HMDB0000517
124255	ENPEP	HMDB0000517
124256	SLC38A4	HMDB0000517
124257	GPR65	HMDB0000517
124258	AKT1	HMDB0000517
124259	SLC6A3	HMDB0000517
124260	RNPEPL1	HMDB0000517
124261	GPR17	HMDB0000517
124262	AGTR1	HMDB0000517
124263	GZMA	HMDB0000517
124264	SLC12A9	HMDB0000517
