,HMDB,GENE,direction
5727,HMDB0000538,CHUK,degrading
5728,HMDB0000538,TSSK1B,degrading
5729,HMDB0000538,STK38L,degrading
5730,HMDB0000538,TSSK2,degrading
5731,HMDB0000538,CDKL4,degrading
5732,HMDB0000538,CSNK2B,degrading
5733,HMDB0000538,STK19,degrading
5734,HMDB0000538,BMPR2,degrading
5735,HMDB0000538,MAP3K3,degrading
5736,HMDB0000538,CDC42BPB,degrading
5737,HMDB0000538,STK39,degrading
5738,HMDB0000538,TLK1,degrading
5739,HMDB0000538,PIM3,degrading
5740,HMDB0000538,IRAK4,degrading
5741,HMDB0000538,MAP3K5,degrading
5742,HMDB0000538,NEK5,degrading
5743,HMDB0000538,DAPK1,degrading
5744,HMDB0000538,WNK3,degrading
5745,HMDB0000538,PIK3R4,degrading
5746,HMDB0000538,STK31,degrading
5747,HMDB0000538,LRRK2,degrading
5748,HMDB0000538,SBK1,degrading
5749,HMDB0000538,PRKAR1B,degrading
5750,HMDB0000538,MAPK12,degrading
5751,HMDB0000538,BCR,degrading
5752,HMDB0000538,PRKG1,degrading
5753,HMDB0000538,MAPK11,degrading
5754,HMDB0000538,CDK10,degrading
5755,HMDB0000538,PRKD1,degrading
5756,HMDB0000538,IRAK1,degrading
5757,HMDB0000538,PRKX,degrading
5758,HMDB0000538,CHEK2,degrading
5759,HMDB0000538,TBK1,degrading
5760,HMDB0000538,RIPK4,degrading
5761,HMDB0000538,CAMK1D,degrading
5762,HMDB0000538,LIMK2,degrading
5763,HMDB0000538,AATK,degrading
5764,HMDB0000538,MAPK15,degrading
5765,HMDB0000538,MAP3K15,degrading
5766,HMDB0000538,PAK2,degrading
5767,HMDB0000538,CSNK1A1L,degrading
5768,HMDB0000538,AURKB,degrading
5769,HMDB0000538,GAK,degrading
5770,HMDB0000538,ERN1,degrading
5771,HMDB0000538,TSSK6,degrading
5772,HMDB0000538,RPS6KA3,degrading
5773,HMDB0000538,ULK1,degrading
5774,HMDB0000538,RPS6KB2,degrading
5775,HMDB0000538,ATR,degrading
5776,HMDB0000538,BRSK2,degrading
5777,HMDB0000538,PLK3,degrading
5778,HMDB0000538,MAP3K11,degrading
5779,HMDB0000538,OXSR1,degrading
5780,HMDB0000538,MOS,degrading
5781,HMDB0000538,TP53RK,degrading
5782,HMDB0000538,EIF2AK3,degrading
5783,HMDB0000538,CDC42BPG,degrading
5784,HMDB0000538,PRKCE,degrading
5785,HMDB0000538,DCLK2,degrading
5786,HMDB0000538,CDK1,degrading
5787,HMDB0000538,SIK2,degrading
5788,HMDB0000538,MAP3K2,degrading
5789,HMDB0000538,BUB1,degrading
5790,HMDB0000538,STK32A,degrading
5791,HMDB0000538,CSNK1G1,degrading
5792,HMDB0000538,MLKL,degrading
5793,HMDB0000538,MAP4K2,degrading
5794,HMDB0000538,ULK4,degrading
5795,HMDB0000538,DAPK3,degrading
5796,HMDB0000538,CDK12,degrading
5797,HMDB0000538,PLK1,degrading
5798,HMDB0000538,PRKCB,degrading
5799,HMDB0000538,MAPK7,degrading
5800,HMDB0000538,WEE1,degrading
5801,HMDB0000538,ILK,degrading
5802,HMDB0000538,STK32C,degrading
5803,HMDB0000538,MELK,degrading
5804,HMDB0000538,WNK2,degrading
5805,HMDB0000538,PRKACG,degrading
5806,HMDB0000538,FASTK,degrading
5807,HMDB0000538,CDK5,degrading
5808,HMDB0000538,STK17A,degrading
5809,HMDB0000538,PRKCD,degrading
5810,HMDB0000538,SNRK,degrading
5811,HMDB0000538,PRKCI,degrading
5812,HMDB0000538,NUAK2,degrading
5813,HMDB0000538,TGFBR2,degrading
5814,HMDB0000538,STK36,degrading
5815,HMDB0000538,HIPK1,degrading
5816,HMDB0000538,MAPKAPK2,degrading
5817,HMDB0000538,TSSK3,degrading
5818,HMDB0000538,PRKAA2,degrading
5819,HMDB0000538,RPS6KA4,degrading
5820,HMDB0000538,NEK8,degrading
5821,HMDB0000538,SIK3,degrading
5822,HMDB0000538,TAOK1,degrading
5823,HMDB0000538,BRSK1,degrading
5824,HMDB0000538,PKN3,degrading
5825,HMDB0000538,KALRN,degrading
5826,HMDB0000538,PSKH1,degrading
5827,HMDB0000538,PINK1,degrading
5828,HMDB0000538,BRAF,degrading
5829,HMDB0000538,SMG1,degrading
5830,HMDB0000538,BUB1B,degrading
5831,HMDB0000538,MAPK13,degrading
5832,HMDB0000538,CDK20,degrading
5833,HMDB0000538,TTN,degrading
5834,HMDB0000538,CDK19,degrading
5835,HMDB0000538,TNIK,degrading
5836,HMDB0000538,LRRK1,degrading
5837,HMDB0000538,PRKCA,degrading
5838,HMDB0000538,STK32B,degrading
5839,HMDB0000538,CAMK4,degrading
5840,HMDB0000538,UHMK1,degrading
5841,HMDB0000538,NEK7,degrading
5842,HMDB0000538,CSNK1G3,degrading
5843,HMDB0000538,LATS2,degrading
5844,HMDB0000538,TAOK2,degrading
5845,HMDB0000538,CHEK1,degrading
5846,HMDB0000538,ATM,degrading
5847,HMDB0000538,PAK1,degrading
5848,HMDB0000538,CAMK2G,degrading
5849,HMDB0000538,PSKH2,degrading
5850,HMDB0000538,TAF1,degrading
5851,HMDB0000538,CASK,degrading
5852,HMDB0000538,TLK2,degrading
5853,HMDB0000538,PLK2,degrading
5854,HMDB0000538,CAMK2D,degrading
5855,HMDB0000538,CDC42BPA,degrading
5856,HMDB0000538,MAP3K21,degrading
5857,HMDB0000538,IKBKE,degrading
5858,HMDB0000538,PRKACB,degrading
5859,HMDB0000538,MAP3K6,degrading
5860,HMDB0000538,PLK4,degrading
5861,HMDB0000538,AKT1,degrading
5862,HMDB0000538,HUNK,degrading
5863,HMDB0000538,MAPK4,degrading
5864,HMDB0000538,CSNK1D,degrading
5865,HMDB0000538,MINK1,degrading
5866,HMDB0000538,PDPK1,degrading
5867,HMDB0000538,ULK3,degrading
5868,HMDB0000538,TSSK4,degrading
5869,HMDB0000538,MAP3K12,degrading
5870,HMDB0000538,ACVRL1,degrading
5871,HMDB0000538,CDKL2,degrading
5872,HMDB0000538,BMP2K,degrading
5873,HMDB0000538,BMPR1B,degrading
5874,HMDB0000538,PRKG2,degrading
5875,HMDB0000538,CDK15,degrading
5876,HMDB0000538,PAK6,degrading
5877,HMDB0000538,NEK1,degrading
5878,HMDB0000538,RIPK1,degrading
5879,HMDB0000538,PIM1,degrading
5880,HMDB0000538,PRPF4,degrading
5881,HMDB0000538,CDK9,degrading
5882,HMDB0000538,RPS6KC1,degrading
5883,HMDB0000538,NEK3,degrading
5884,HMDB0000538,ACVR1B,degrading
5885,HMDB0000538,CDK4,degrading
5886,HMDB0000538,AMHR2,degrading
5887,HMDB0000538,MAP3K7,degrading
5888,HMDB0000538,SRPK2,degrading
5889,HMDB0000538,TAOK3,degrading
5890,HMDB0000538,STK26,degrading
5891,HMDB0000538,ERN2,degrading
5892,HMDB0000538,ROCK2,degrading
5893,HMDB0000538,CAMK1,degrading
5894,HMDB0000538,IRAK2,degrading
5895,HMDB0000538,CDK7,degrading
5896,HMDB0000538,CSNK1G2,degrading
5897,HMDB0000538,DCLK1,degrading
5898,HMDB0000538,DSTYK,degrading
5899,HMDB0000538,CDK8,degrading
5900,HMDB0000538,PRKAA1,degrading
5901,HMDB0000538,RAF1,degrading
5902,HMDB0000538,PRKAB2,degrading
5903,HMDB0000538,LATS1,degrading
5904,HMDB0000538,MAP3K10,degrading
5905,HMDB0000538,PAK4,degrading
5906,HMDB0000538,STK33,degrading
5907,HMDB0000538,PRKCSH,degrading
5908,HMDB0000538,RIPK3,degrading
5909,HMDB0000538,EIF2AK4,degrading
5910,HMDB0000538,PKMYT1,degrading
5911,HMDB0000538,PRKCG,degrading
5912,HMDB0000538,WNK4,degrading
5913,HMDB0000538,STK35,degrading
5914,HMDB0000538,GTF2F1,degrading
5915,HMDB0000538,RIOK1,degrading
5916,HMDB0000538,ACVR1C,degrading
5917,HMDB0000538,CDK2,degrading
5918,HMDB0000538,PKN1,degrading
5919,HMDB0000538,CIT,degrading
5920,HMDB0000538,ACVR2A,degrading
5921,HMDB0000538,MASTL,degrading
5922,HMDB0000538,NEK9,degrading
5923,HMDB0000538,NEK6,degrading
5924,HMDB0000538,TRPM6,degrading
5925,HMDB0000538,SGK1,degrading
5926,HMDB0000538,STK11,degrading
5927,HMDB0000538,RPS6KA1,degrading
5928,HMDB0000538,NEK2,degrading
5929,HMDB0000538,CDK18,degrading
5930,HMDB0000538,AKT3,degrading
5931,HMDB0000538,MARK1,degrading
5932,HMDB0000538,AAK1,degrading
5933,HMDB0000538,PRKD3,degrading
5934,HMDB0000538,STK25,degrading
5935,HMDB0000538,PASK,degrading
5936,HMDB0000538,STK16,degrading
5937,HMDB0000538,ACVR1,degrading
5938,HMDB0000538,NEK4,degrading
5939,HMDB0000538,ACVR2B,degrading
5940,HMDB0000538,MAPKAPK3,degrading
5941,HMDB0000538,NEK11,degrading
5942,HMDB0000538,PRKAR2A,degrading
5943,HMDB0000538,CSNK1A1,degrading
5944,HMDB0000538,PRPF4B,degrading
5945,HMDB0000538,CILK1,degrading
5946,HMDB0000538,STK38,degrading
5947,HMDB0000538,MAPK14,degrading
5948,HMDB0000538,MAK,degrading
5949,HMDB0000538,CAMKK2,degrading
5950,HMDB0000538,HIPK3,degrading
5951,HMDB0000538,MAPK10,degrading
5952,HMDB0000538,PRKAR1A,degrading
5953,HMDB0000538,RPS6KB1,degrading
5954,HMDB0000538,MAP3K8,degrading
5955,HMDB0000538,BMPR1A,degrading
5956,HMDB0000538,MAPK8,degrading
5957,HMDB0000538,TGFBR1,degrading
5958,HMDB0000538,LIMK1,degrading
5959,HMDB0000538,PRKAG2,degrading
5960,HMDB0000538,CDK6,degrading
5961,HMDB0000538,MAST1,degrading
5962,HMDB0000538,PRKD2,degrading
5963,HMDB0000538,AKT2,degrading
5964,HMDB0000538,AURKC,degrading
5965,HMDB0000538,VRK3,degrading
5966,HMDB0000538,DMPK,degrading
5967,HMDB0000538,MAP4K1,degrading
5968,HMDB0000538,STK3,degrading
5969,HMDB0000538,IKBKB,degrading
5970,HMDB0000538,RIPK2,degrading
5971,HMDB0000538,SGK3,degrading
5972,HMDB0000538,MAPK3,degrading
5973,HMDB0000538,STK24,degrading
5974,HMDB0000538,CDK16,degrading
5975,HMDB0000538,PIM2,degrading
5976,HMDB0000538,RIOK3,degrading
5977,HMDB0000538,PAK5,degrading
5978,HMDB0000538,CSNK2A1,degrading
5979,HMDB0000538,STK4,degrading
5980,HMDB0000538,SGK2,degrading
5981,HMDB0000538,RPS6KA5,degrading
5982,HMDB0000538,VRK1,degrading
5983,HMDB0000538,CDKL1,degrading
5984,HMDB0000538,MAPK1,degrading
5985,HMDB0000538,MKNK2,degrading
5986,HMDB0000538,MAST3,degrading
5987,HMDB0000538,CDC7,degrading
5988,HMDB0000538,SRPK1,degrading
5989,HMDB0000538,MYO3A,degrading
5990,HMDB0000538,MAP3K1,degrading
5991,HMDB0000538,TRPM7,degrading
5992,HMDB0000538,MAP3K20,degrading
5993,HMDB0000538,IRAK3,degrading
5994,HMDB0000538,MAPKAPK5,degrading
5995,HMDB0000538,AURKA,degrading
5996,HMDB0000538,NLK,degrading
5997,HMDB0000538,EIF2AK1,degrading
5998,HMDB0000538,MAST2,degrading
5999,HMDB0000538,MAP3K4,degrading
6000,HMDB0000538,ULK2,degrading
6001,HMDB0000538,STK17B,degrading
6002,HMDB0000538,MOK,degrading
6003,HMDB0000538,MKNK1,degrading
6004,HMDB0000538,ARAF,degrading
6005,HMDB0000538,PAK3,degrading
6006,HMDB0000538,MARK3,degrading
6007,HMDB0000538,NUAK1,degrading
6008,HMDB0000538,MAP3K13,degrading
6009,HMDB0000538,STK10,degrading
6010,HMDB0000538,MARK2,degrading
6011,HMDB0000538,SPEG,degrading
6012,HMDB0000538,RPS6KA6,degrading
6013,HMDB0000538,PRKACA,degrading
6014,HMDB0000538,MYO3B,degrading
6015,HMDB0000538,RPS6KA2,degrading
6016,HMDB0000538,MAP4K4,degrading
6017,HMDB0000538,CAMK2A,degrading
6018,HMDB0000538,CSNK2A2,degrading
6019,HMDB0000538,MAPK6,degrading
6020,HMDB0000538,MAST4,degrading
6021,HMDB0000538,ROCK1,degrading
6022,HMDB0000538,PRKCZ,degrading
6023,HMDB0000538,CDK13,degrading
6024,HMDB0000538,PRKCQ,degrading
6025,HMDB0000538,SLK,degrading
6026,HMDB0000538,PKN2,degrading
6027,HMDB0000538,HIPK2,degrading
6028,HMDB0000538,WNK1,degrading
6029,HMDB0000538,CDK17,degrading
6030,HMDB0000538,RIOK2,degrading
6031,HMDB0000538,CAMK2B,degrading
6032,HMDB0000538,CDK14,degrading
6033,HMDB0000538,EIF2AK2,degrading
6034,HMDB0000538,MAPK9,degrading
6035,HMDB0000538,TRIO,degrading
6036,HMDB0000538,DAPK2,degrading
6037,HMDB0000538,VRK2,degrading
6038,HMDB0000538,PRKCH,degrading
6039,HMDB0000538,MAP4K5,degrading
6040,HMDB0000538,MAP4K3,degrading
6041,HMDB0000538,CDK11A,degrading
6042,HMDB0000538,CAMK1G,degrading
6043,HMDB0000538,CDKL5,degrading
6044,HMDB0000538,MARK4,degrading
6045,HMDB0000538,CDKL3,degrading
6046,HMDB0000538,MAP3K9,degrading
6047,HMDB0000538,MAP3K14,degrading
6048,HMDB0000538,PRKAR2B,degrading
6049,HMDB0000538,CAMKK1,degrading
6050,HMDB0000538,CERT1,degrading
6051,HMDB0000538,RTCA,degrading
6052,HMDB0000538,RCL1,degrading
6053,HMDB0000538,PDK1,degrading
6054,HMDB0000538,PDK3,degrading
6055,HMDB0000538,PDK2,degrading
6056,HMDB0000538,PDK4,degrading
6057,HMDB0000538,TTLL10,degrading
6058,HMDB0000538,BRPF1,degrading
6059,HMDB0000538,TTL,degrading
6060,HMDB0000538,GRK1,degrading
6061,HMDB0000538,GRK7,degrading
6062,HMDB0000538,RNF103,degrading
6063,HMDB0000538,UBE2QL1,degrading
6064,HMDB0000538,NEURL1B,degrading
6065,HMDB0000538,RNF5,degrading
6066,HMDB0000538,RING1,degrading
6067,HMDB0000538,PJA2,degrading
6068,HMDB0000538,DZIP3,degrading
6069,HMDB0000538,UBE2J1,degrading
6070,HMDB0000538,SMURF1,degrading
6071,HMDB0000538,WWP2,degrading
6072,HMDB0000538,MARCHF5,degrading
6073,HMDB0000538,TOPORS,degrading
6074,HMDB0000538,MIB2,degrading
6075,HMDB0000538,TRIM33,degrading
6076,HMDB0000538,SIAH1,degrading
6077,HMDB0000538,RNF133,degrading
6078,HMDB0000538,NHLRC1,degrading
6079,HMDB0000538,UBE2H,degrading
6080,HMDB0000538,ZNRF1,degrading
6081,HMDB0000538,UBE2L3,degrading
6082,HMDB0000538,PRKN,degrading
6083,HMDB0000538,UBE2G2,degrading
6084,HMDB0000538,UBE2F,degrading
6085,HMDB0000538,MARCHF11,degrading
6086,HMDB0000538,TTC3,degrading
6087,HMDB0000538,UBE2E2,degrading
6088,HMDB0000538,UBA7,degrading
6089,HMDB0000538,RNF41,degrading
6090,HMDB0000538,SIAH2,degrading
6091,HMDB0000538,PJA1,degrading
6092,HMDB0000538,RNF182,degrading
6093,HMDB0000538,ZNRF2,degrading
6094,HMDB0000538,MKRN3,degrading
6095,HMDB0000538,UBE2N,degrading
6096,HMDB0000538,UBE2U,degrading
6097,HMDB0000538,RNF152,degrading
6098,HMDB0000538,UBE2O,degrading
6099,HMDB0000538,CBLL2,degrading
6100,HMDB0000538,UBE2C,degrading
6101,HMDB0000538,MARCHF3,degrading
6102,HMDB0000538,MARCHF10,degrading
6103,HMDB0000538,SH3RF3,degrading
6104,HMDB0000538,RNF139,degrading
6105,HMDB0000538,UBE2E1,degrading
6106,HMDB0000538,UBE2E3,degrading
6107,HMDB0000538,RFWD3,degrading
6108,HMDB0000538,RNF187,degrading
6109,HMDB0000538,RAG1,degrading
6110,HMDB0000538,MARCHF8,degrading
6111,HMDB0000538,HECTD2,degrading
6112,HMDB0000538,RNF180,degrading
6113,HMDB0000538,RNF123,degrading
6114,HMDB0000538,RCHY1,degrading
6115,HMDB0000538,RNF25,degrading
6116,HMDB0000538,RNF149,degrading
6117,HMDB0000538,ZSWIM2,degrading
6118,HMDB0000538,SYVN1,degrading
6119,HMDB0000538,UBE2Q1,degrading
6120,HMDB0000538,UBE2J2,degrading
6121,HMDB0000538,AMFR,degrading
6122,HMDB0000538,UBR1,degrading
6123,HMDB0000538,UBE2Z,degrading
6124,HMDB0000538,TRIM63,degrading
6125,HMDB0000538,UBE2L6,degrading
6126,HMDB0000538,SH3RF2,degrading
6127,HMDB0000538,RNF20,degrading
6128,HMDB0000538,SH3RF1,degrading
6129,HMDB0000538,TRIM11,degrading
6130,HMDB0000538,TRIP12,degrading
6131,HMDB0000538,RNF144A,degrading
6132,HMDB0000538,UBE3B,degrading
6133,HMDB0000538,HERC4,degrading
6134,HMDB0000538,LRSAM1,degrading
6135,HMDB0000538,UHRF2,degrading
6136,HMDB0000538,SHPRH,degrading
6137,HMDB0000538,RNF217,degrading
6138,HMDB0000538,MARCHF6,degrading
6139,HMDB0000538,MARCHF1,degrading
6140,HMDB0000538,UBA3,degrading
6141,HMDB0000538,MARCHF4,degrading
6142,HMDB0000538,UBR3,degrading
6143,HMDB0000538,COP1,degrading
6144,HMDB0000538,CBLC,degrading
6145,HMDB0000538,SAE1,degrading
6146,HMDB0000538,UBE2Q2,degrading
6147,HMDB0000538,MARCHF9,degrading
6148,HMDB0000538,RNF185,degrading
6149,HMDB0000538,HERC3,degrading
6150,HMDB0000538,HECW2,degrading
6151,HMDB0000538,BARD1,degrading
6152,HMDB0000538,RNF144B,degrading
6153,HMDB0000538,MARCHF7,degrading
6154,HMDB0000538,MDM2,degrading
6155,HMDB0000538,RNF138,degrading
6156,HMDB0000538,MKRN1,degrading
6157,HMDB0000538,RNF128,degrading
6158,HMDB0000538,UBE2G1,degrading
6159,HMDB0000538,TRIM5,degrading
6160,HMDB0000538,TRAF7,degrading
6161,HMDB0000538,UBE2D2,degrading
6162,HMDB0000538,UBA1,degrading
6163,HMDB0000538,UBE4B,degrading
6164,HMDB0000538,UBE2M,degrading
6165,HMDB0000538,HERC2,degrading
6166,HMDB0000538,UBR4,degrading
6167,HMDB0000538,UBA2,degrading
6168,HMDB0000538,HECTD3,degrading
6169,HMDB0000538,WWP1,degrading
6170,HMDB0000538,RBBP6,degrading
6171,HMDB0000538,RNF115,degrading
6172,HMDB0000538,RNF2,degrading
6173,HMDB0000538,TRIM32,degrading
6174,HMDB0000538,UBE2B,degrading
6175,HMDB0000538,RNF146,degrading
6176,HMDB0000538,RNF19B,degrading
6177,HMDB0000538,BIRC6,degrading
6178,HMDB0000538,FANCL,degrading
6179,HMDB0000538,CBLB,degrading
6180,HMDB0000538,UBE3A,degrading
6181,HMDB0000538,RNF130,degrading
6182,HMDB0000538,RNF8,degrading
6183,HMDB0000538,CBL,degrading
6184,HMDB0000538,UBE4A,degrading
6185,HMDB0000538,PRPF19,degrading
6186,HMDB0000538,UBE2D3,degrading
6187,HMDB0000538,SMURF2,degrading
6188,HMDB0000538,RNF167,degrading
6189,HMDB0000538,UBE2S,degrading
6190,HMDB0000538,NEURL1,degrading
6191,HMDB0000538,UBE2R2,degrading
6192,HMDB0000538,NRF1,degrading
6193,HMDB0000538,CBLL1,degrading
6194,HMDB0000538,UBR5,degrading
6195,HMDB0000538,UBE2W,degrading
6196,HMDB0000538,HERC1,degrading
6197,HMDB0000538,RNF40,degrading
6198,HMDB0000538,UBE2I,degrading
6199,HMDB0000538,STUB1,degrading
6200,HMDB0000538,MGRN1,degrading
6201,HMDB0000538,UBE2NL,degrading
6202,HMDB0000538,MID1,degrading
6203,HMDB0000538,MIB1,degrading
6204,HMDB0000538,RNF125,degrading
6205,HMDB0000538,CCNB1IP1,degrading
6206,HMDB0000538,CDC34,degrading
6207,HMDB0000538,MARCHF2,degrading
6208,HMDB0000538,HECTD1,degrading
6209,HMDB0000538,RNF31,degrading
6210,HMDB0000538,MUL1,degrading
6211,HMDB0000538,BRAP,degrading
6212,HMDB0000538,HUWE1,degrading
6213,HMDB0000538,HACE1,degrading
6214,HMDB0000538,RNF13,degrading
6215,HMDB0000538,CNOT4,degrading
6216,HMDB0000538,UBE2D4,degrading
6217,HMDB0000538,ITCH,degrading
6218,HMDB0000538,UBE2K,degrading
6219,HMDB0000538,UBE2A,degrading
6220,HMDB0000538,UBE2T,degrading
6221,HMDB0000538,MKRN2,degrading
6222,HMDB0000538,CHFR,degrading
6223,HMDB0000538,UBE2D1,degrading
6224,HMDB0000538,HLTF,degrading
6225,HMDB0000538,RAD18,degrading
6226,HMDB0000538,RNF126,degrading
6227,HMDB0000538,NEDD4,degrading
6228,HMDB0000538,NEDD4L,degrading
6229,HMDB0000538,RNF19A,degrading
6230,HMDB0000538,UHRF1,degrading
6231,HMDB0000538,UBA6,degrading
6232,HMDB0000538,UBR2,degrading
6233,HMDB0000538,RNF14,degrading
6234,HMDB0000538,UBR7,degrading
6235,HMDB0000538,RNF216,degrading
6236,HMDB0000538,UBE3C,degrading
6237,HMDB0000538,MYLIP,degrading
6238,HMDB0000538,MYCBP2,degrading
6239,HMDB0000538,HECW1,degrading
6240,HMDB0000538,PPIP5K1,degrading
6241,HMDB0000538,PPIP5K2,degrading
6242,HMDB0000538,IP6K2,degrading
6243,HMDB0000538,IP6K1,degrading
6244,HMDB0000538,IP6K3,degrading
6245,HMDB0000538,LYN,degrading
6246,HMDB0000538,INSL3,degrading
6247,HMDB0000538,DDR1,degrading
6248,HMDB0000538,NTRK1,degrading
6249,HMDB0000538,SRC,degrading
6250,HMDB0000538,EPHB4,degrading
6251,HMDB0000538,ROR1,degrading
6252,HMDB0000538,EPHA10,degrading
6253,HMDB0000538,LCK,degrading
6254,HMDB0000538,EPHB3,degrading
6255,HMDB0000538,CSF1R,degrading
6256,HMDB0000538,FES,degrading
6257,HMDB0000538,PRAG1,degrading
6258,HMDB0000538,CLK3,degrading
6259,HMDB0000538,ERBB4,degrading
6260,HMDB0000538,CLK2,degrading
6261,HMDB0000538,YES1,degrading
6262,HMDB0000538,TNK1,degrading
6263,HMDB0000538,PEAK1,degrading
6264,HMDB0000538,INSR,degrading
6265,HMDB0000538,ALK,degrading
6266,HMDB0000538,PTK2,degrading
6267,HMDB0000538,ROR2,degrading
6268,HMDB0000538,MAP2K1,degrading
6269,HMDB0000538,PBK,degrading
6270,HMDB0000538,SPRYD3,degrading
6271,HMDB0000538,AXL,degrading
6272,HMDB0000538,RET,degrading
6273,HMDB0000538,SYK,degrading
6274,HMDB0000538,LMTK2,degrading
6275,HMDB0000538,MST1R,degrading
6276,HMDB0000538,RYK,degrading
6277,HMDB0000538,DDR2,degrading
6278,HMDB0000538,JAK1,degrading
6279,HMDB0000538,FGFR4,degrading
6280,HMDB0000538,DYRK1A,degrading
6281,HMDB0000538,KIT,degrading
6282,HMDB0000538,EPHB1,degrading
6283,HMDB0000538,MERTK,degrading
6284,HMDB0000538,FER,degrading
6285,HMDB0000538,NTRK2,degrading
6286,HMDB0000538,EPHA1,degrading
6287,HMDB0000538,EGFR,degrading
6288,HMDB0000538,EPHA5,degrading
6289,HMDB0000538,DYRK3,degrading
6290,HMDB0000538,ABL2,degrading
6291,HMDB0000538,EPHA2,degrading
6292,HMDB0000538,LMTK3,degrading
6293,HMDB0000538,ERBB2,degrading
6294,HMDB0000538,NTRK3,degrading
6295,HMDB0000538,IGF1R,degrading
6296,HMDB0000538,MAP2K5,degrading
6297,HMDB0000538,BLK,degrading
6298,HMDB0000538,TEC,degrading
6299,HMDB0000538,EPHA7,degrading
6300,HMDB0000538,PDGFRA,degrading
6301,HMDB0000538,EPHB2,degrading
6302,HMDB0000538,KDR,degrading
6303,HMDB0000538,DYRK2,degrading
6304,HMDB0000538,MAP2K2,degrading
6305,HMDB0000538,SRMS,degrading
6306,HMDB0000538,FLT3,degrading
6307,HMDB0000538,PTK2B,degrading
6308,HMDB0000538,TEK,degrading
6309,HMDB0000538,EPHA4,degrading
6310,HMDB0000538,ZAP70,degrading
6311,HMDB0000538,PDGFRB,degrading
6312,HMDB0000538,ITK,degrading
6313,HMDB0000538,CLK4,degrading
6314,HMDB0000538,TTK,degrading
6315,HMDB0000538,PTK7,degrading
6316,HMDB0000538,FRK,degrading
6317,HMDB0000538,MAP2K6,degrading
6318,HMDB0000538,TESK1,degrading
6319,HMDB0000538,EPHB6,degrading
6320,HMDB0000538,MET,degrading
6321,HMDB0000538,JAK3,degrading
6322,HMDB0000538,TYK2,degrading
6323,HMDB0000538,DYRK1B,degrading
6324,HMDB0000538,CSK,degrading
6325,HMDB0000538,FLT1,degrading
6326,HMDB0000538,BMX,degrading
6327,HMDB0000538,HCK,degrading
6328,HMDB0000538,PTK6,degrading
6329,HMDB0000538,ABL1,degrading
6330,HMDB0000538,JAK2,degrading
6331,HMDB0000538,TYRO3,degrading
6332,HMDB0000538,EPHA6,degrading
6333,HMDB0000538,FGFR1,degrading
6334,HMDB0000538,MAP2K7,degrading
6335,HMDB0000538,TXK,degrading
6336,HMDB0000538,EPHA8,degrading
6337,HMDB0000538,TESK2,degrading
6338,HMDB0000538,FGFR3,degrading
6339,HMDB0000538,FGFR2,degrading
6340,HMDB0000538,TIE1,degrading
6341,HMDB0000538,MAP2K4,degrading
6342,HMDB0000538,ERBB3,degrading
6343,HMDB0000538,LTK,degrading
6344,HMDB0000538,TNK2,degrading
6345,HMDB0000538,STYK1,degrading
6346,HMDB0000538,ROS1,degrading
6347,HMDB0000538,EPHA3,degrading
6348,HMDB0000538,FLT4,degrading
6349,HMDB0000538,MAP2K3,degrading
6350,HMDB0000538,MUSK,degrading
6351,HMDB0000538,INSRR,degrading
6352,HMDB0000538,CLK1,degrading
6353,HMDB0000538,FYN,degrading
6354,HMDB0000538,BTK,degrading
6355,HMDB0000538,DYRK4,degrading
6356,HMDB0000538,MATK,degrading
6357,HMDB0000538,FGR,degrading
6358,HMDB0000538,PIP5KL1,degrading
6359,HMDB0000538,IPMK,degrading
6360,HMDB0000538,ITPK1,degrading
6361,HMDB0000538,VARS1,degrading
6362,HMDB0000538,VARS2,degrading
6363,HMDB0000538,WARS1,degrading
6364,HMDB0000538,WARS2,degrading
6365,HMDB0000538,TARS3,degrading
6366,HMDB0000538,TARS2,degrading
6367,HMDB0000538,TARS1,degrading
6368,HMDB0000538,SARS2,degrading
6369,HMDB0000538,SARS1,degrading
6370,HMDB0000538,PARS2,degrading
6371,HMDB0000538,FARSA,degrading
6372,HMDB0000538,FARS2,degrading
6373,HMDB0000538,FARSB,degrading
6374,HMDB0000538,MARS2,degrading
6375,HMDB0000538,MARS1,degrading
6376,HMDB0000538,KARS1,degrading
6377,HMDB0000538,LARS1,degrading
6378,HMDB0000538,LARS2,degrading
6379,HMDB0000538,IARS1,degrading
6380,HMDB0000538,IARS2,degrading
6381,HMDB0000538,HARS1,degrading
6382,HMDB0000538,HARS2,degrading
6383,HMDB0000538,GARS1,degrading
6384,HMDB0000538,EPRS1,degrading
6385,HMDB0000538,EARS2,degrading
6386,HMDB0000538,QARS1,degrading
6387,HMDB0000538,CARS2,degrading
6388,HMDB0000538,CARS1,degrading
6389,HMDB0000538,DARS2,degrading
6390,HMDB0000538,DARS1,degrading
6391,HMDB0000538,NARS2,degrading
6392,HMDB0000538,NARS1,degrading
6393,HMDB0000538,RARS2,degrading
6394,HMDB0000538,RARS1,degrading
6395,HMDB0000538,AARS2,degrading
6396,HMDB0000538,AARS1,degrading
6397,HMDB0000538,YARS2,degrading
6398,HMDB0000538,YARS1,degrading
6399,HMDB0000538,FGGY,degrading
6400,HMDB0000538,FN3K,degrading
6401,HMDB0000538,NOL9,degrading
6402,HMDB0000538,FN3KRP,degrading
