,HMDB,GENE,direction
12787,HMDB0000045,SARS2,producing
12788,HMDB0000172,IARS1,degrading
12789,HMDB0000538,IARS1,degrading
12790,HMDB0000250,IARS1,producing
12791,HMDB0000045,IARS1,producing
12792,HMDB0000156,MDH1,degrading
12793,HMDB0060176,MDH1,degrading
12794,HMDB0000902,MDH1,degrading
12795,HMDB0059637,MDH1,producing
12796,HMDB0059636,MDH1,degrading
12797,HMDB0004045,MDH1,producing
12798,HMDB0000223,MDH1,producing
12799,HMDB0001487,MDH1,producing
12800,HMDB0059597,MDH1,producing
12801,HMDB0001095,FUT1,degrading
12802,HMDB0006219,FUT1,producing
12803,HMDB0001201,FUT1,producing
12804,HMDB0059597,FUT1,producing
12805,HMDB0001338,ZDHHC6,degrading
12806,HMDB0001423,ZDHHC6,degrading
12807,HMDB0002200,ZDHHC6,producing
12808,HMDB0001206,ZDHHC6,producing
12809,HMDB0001308,PFAS,degrading
12810,HMDB0000641,PFAS,degrading
12811,HMDB0000538,PFAS,degrading
12812,HMDB0002111,PFAS,degrading
12813,HMDB0000999,PFAS,producing
12814,HMDB0000148,PFAS,producing
12815,HMDB0001429,PFAS,producing
12816,HMDB0001341,PFAS,producing
12817,HMDB0059597,PFAS,producing
12818,HMDB0000538,PPIP5K1,degrading
12819,HMDB0006229,PPIP5K1,producing
12820,HMDB0003502,PPIP5K1,producing
12821,HMDB0000250,PPIP5K1,producing
12822,HMDB0001341,PPIP5K1,producing
12823,HMDB0059597,PPIP5K1,producing
12824,HMDB0002111,PPIP5K1,degrading
12825,HMDB0006873,ALDOA,degrading
12826,HMDB0060274,ALDOA,degrading
12827,HMDB0060467,ALDOA,degrading
12828,HMDB0006534,ALDOA,degrading
12829,HMDB0001051,ALDOA,producing
12830,HMDB0001112,ALDOA,producing
12831,HMDB0001321,ALDOA,producing
12832,HMDB0003344,ALDOA,producing
12833,HMDB0001473,ALDOA,producing
12834,HMDB0001076,ALDOA,degrading
12835,HMDB0001058,ALDOA,degrading
12836,HMDB0004249,TPTE2,degrading
12837,HMDB0002111,TPTE2,degrading
12838,HMDB0001429,TPTE2,producing
12839,HMDB0002111,ZMPSTE24,degrading
12840,HMDB0000538,UBA6,degrading
12841,HMDB0000250,UBA6,producing
12842,HMDB0000045,UBA6,producing
12843,HMDB0001429,DDX51,producing
12844,HMDB0001341,DDX51,producing
12845,HMDB0002111,DDX51,degrading
12846,HMDB0000538,DDX51,degrading
12847,HMDB0000250,POLG,producing
12848,HMDB0000994,ALG12,degrading
12849,HMDB0001163,ALG12,degrading
12850,HMDB0006219,ALG12,producing
12851,HMDB0006353,ALG12,producing
12852,HMDB0001201,ALG12,producing
12853,HMDB0005176,ALG12,degrading
12854,HMDB0002012,MT-ND4L,degrading
12855,HMDB0001487,MT-ND4L,degrading
12856,HMDB0006709,MT-ND4L,degrading
12857,HMDB0001304,MT-ND4L,degrading
12858,HMDB0001072,MT-ND4L,degrading
12859,HMDB0059661,MT-ND4L,producing
12860,HMDB0000902,MT-ND4L,producing
12861,HMDB0002111,MICAL2,producing
12862,HMDB0000217,MICAL2,degrading
12863,HMDB0001377,MICAL2,degrading
12864,HMDB0000221,MICAL2,degrading
12865,HMDB0000538,MAP2K5,degrading
12866,HMDB0001341,MAP2K5,producing
12867,HMDB0000538,TLK2,degrading
12868,HMDB0001341,TLK2,producing
12869,HMDB0000538,MAP4K5,degrading
12870,HMDB0001341,MAP4K5,producing
12871,HMDB0000538,RNF25,degrading
12872,HMDB0000250,RNF25,producing
12873,HMDB0000045,RNF25,producing
12874,HMDB0001967,CA1,producing
12875,HMDB0002111,CA1,producing
12876,HMDB0000595,CA1,producing
12877,HMDB0059597,CA1,producing
12878,HMDB0000538,CA1,degrading
12879,HMDB0000638,CA1,producing
12880,HMDB0001341,CA1,producing
12881,HMDB0000538,ABCB11,degrading
12882,HMDB0002111,ABCB11,degrading
12883,HMDB0011637,ABCB11,producing
12884,HMDB0000760,ABCB11,producing
12885,HMDB0002596,ABCB11,producing
12886,HMDB0002197,ABCB11,producing
12887,HMDB0001993,ABCB11,producing
12888,HMDB0012455,ABCB11,producing
12889,HMDB0000359,ABCB11,producing
12890,HMDB0000946,ABCB11,producing
12891,HMDB0002208,ABCB11,producing
12892,HMDB0000626,ABCB11,producing
12893,HMDB0000761,ABCB11,producing
12894,HMDB0000036,ABCB11,producing
12895,HMDB0000138,ABCB11,producing
12896,HMDB0000951,ABCB11,producing
12897,HMDB0000637,ABCB11,producing
12898,HMDB0000619,ABCB11,producing
12899,HMDB0001429,ABCB11,producing
12900,HMDB0001341,ABCB11,producing
12901,HMDB0059597,ABCB11,producing
12902,HMDB0000601,ABCB11,producing
12903,HMDB0000708,ABCB11,producing
12904,HMDB0000896,ABCB11,producing
12905,HMDB0013018,TPP1,degrading
12906,HMDB0252887,TPP1,degrading
12907,HMDB0002111,TPP1,degrading
12908,HMDB0013017,TPP1,producing
12909,HMDB0013016,TPP1,producing
12910,HMDB0000271,TPP1,producing
12911,HMDB0000123,TPP1,producing
12912,HMDB0000168,TPP1,producing
12913,HMDB0000168,CTSS,producing
12914,HMDB0000538,RNF19A,degrading
12915,HMDB0000250,RNF19A,producing
12916,HMDB0000045,RNF19A,producing
12917,HMDB0006219,AGA,degrading
12918,HMDB0000489,AGA,degrading
12919,HMDB0002111,AGA,degrading
12920,HMDB0001104,AGA,producing
12921,HMDB0000191,AGA,producing
12922,HMDB0059597,AGA,producing
12923,HMDB0000538,TYRO3,degrading
12924,HMDB0001341,TYRO3,producing
12925,HMDB0002012,NDUFA8,degrading
12926,HMDB0001487,NDUFA8,degrading
12927,HMDB0059661,NDUFA8,producing
12928,HMDB0000902,NDUFA8,producing
12929,HMDB0000538,PFKFB4,degrading
12930,HMDB0002111,PFKFB4,degrading
12931,HMDB0003971,PFKFB4,producing
12932,HMDB0000124,PFKFB4,producing
12933,HMDB0001429,PFKFB4,producing
12934,HMDB0001047,PFKFB4,producing
12935,HMDB0001341,PFKFB4,producing
12936,HMDB0059597,PFKFB4,producing
12937,HMDB0000132,QTRT2,degrading
12938,HMDB0001495,QTRT2,producing
12939,HMDB0011690,QTRT2,degrading
12940,HMDB0000538,ACVR1,degrading
12941,HMDB0001341,ACVR1,producing
12942,HMDB0000939,NSUN2,degrading
12943,HMDB0001185,NSUN2,degrading
12944,HMDB0000538,FLT3,degrading
12945,HMDB0001341,FLT3,producing
12946,HMDB0000538,RIPK2,degrading
12947,HMDB0001341,RIPK2,producing
12948,HMDB0000145,HSD17B1,degrading
12949,HMDB0000221,HSD17B1,degrading
12950,HMDB0059597,HSD17B1,degrading
12951,HMDB0006773,HSD17B1,producing
12952,HMDB0060339,HSD17B1,degrading
12953,HMDB0000313,HSD17B1,producing
12954,HMDB0000153,HSD17B1,degrading
12955,HMDB0000151,HSD17B1,producing
12956,HMDB0000217,HSD17B1,producing
12957,HMDB0001487,HSD17B1,degrading
12958,HMDB0000053,HSD17B1,degrading
12959,HMDB0000234,HSD17B1,producing
12960,HMDB0000902,HSD17B1,producing
12961,HMDB0059597,PADI3,degrading
12962,HMDB0002111,PADI3,degrading
12963,HMDB0000051,PADI3,producing
12964,HMDB0000190,BSG,producing
12965,HMDB0059597,BSG,producing
12966,HMDB0000538,UBE2E1,degrading
12967,HMDB0000250,UBE2E1,producing
12968,HMDB0000045,UBE2E1,producing
12969,HMDB0000538,RNF133,degrading
12970,HMDB0000250,RNF133,producing
12971,HMDB0000045,RNF133,producing
12972,HMDB0001429,ABHD5,degrading
12973,HMDB0007862,ABHD5,producing
12974,HMDB0001423,ABHD5,producing
12975,HMDB0001185,SUV39H1,producing
12976,HMDB0000939,SUV39H1,producing
12977,HMDB0002012,NDUFB2,degrading
12978,HMDB0001487,NDUFB2,degrading
12979,HMDB0059661,NDUFB2,producing
12980,HMDB0000902,NDUFB2,producing
12981,HMDB0060116,CYP2A7,degrading
12982,HMDB0062429,CYP2A7,degrading
12983,HMDB0062469,CYP2A7,degrading
12984,HMDB0001197,CYP2A7,degrading
12985,HMDB0012824,CYP2A7,degrading
12986,HMDB0011603,CYP2A7,degrading
12987,HMDB0000673,CYP2A7,degrading
12988,HMDB0000053,CYP2A7,degrading
12989,HMDB0000234,CYP2A7,degrading
12990,HMDB0001043,CYP2A7,degrading
12991,HMDB0001377,CYP2A7,degrading
12992,HMDB0000221,CYP2A7,producing
12993,HMDB0004701,CYP2A7,producing
12994,HMDB0059597,CYP2A7,producing
12995,HMDB0001248,CYP2A7,producing
12996,HMDB0000338,CYP2A7,producing
12997,HMDB0000335,CYP2A7,producing
12998,HMDB0004244,CYP2A7,producing
12999,HMDB0001852,CYP2A7,degrading
13000,HMDB0001218,CYP2A7,degrading
13001,HMDB0003125,CYP2A7,producing
13002,HMDB0062404,CYP2A7,producing
13003,HMDB0004702,CYP2A7,producing
13004,HMDB0000145,CYP2A7,producing
13005,HMDB0000151,CYP2A7,producing
13006,HMDB0000142,CYP2A7,producing
13007,HMDB0004264,CYP2A7,producing
13008,HMDB0004673,CYP2A7,producing
13009,HMDB0002232,CYP2A7,producing
13010,HMDB0002190,CYP2A7,producing
13011,HMDB0000217,CYP2A7,producing
13012,HMDB0002111,CYP2A7,producing
13013,HMDB0000131,GK,degrading
13014,HMDB0000538,GK,degrading
13015,HMDB0000126,GK,producing
13016,HMDB0001341,GK,producing
13017,HMDB0059597,GK,producing
13018,HMDB0000143,GALK2,degrading
13019,HMDB0000538,GALK2,degrading
13020,HMDB0003449,GALK2,degrading
13021,HMDB0059626,GALK2,producing
13022,HMDB0000853,GALK2,degrading
13023,HMDB0000645,GALK2,producing
13024,HMDB0001341,GALK2,producing
13025,HMDB0059597,GALK2,producing
13026,HMDB0002012,NDUFS4,degrading
13027,HMDB0001487,NDUFS4,degrading
13028,HMDB0059661,NDUFS4,producing
13029,HMDB0000902,NDUFS4,producing
13030,HMDB0001496,HSD3B7,degrading
13031,HMDB0006281,HSD3B7,degrading
13032,HMDB0060136,HSD3B7,degrading
13033,HMDB0000902,HSD3B7,degrading
13034,HMDB0006807,HSD3B7,degrading
13035,HMDB0000217,HSD3B7,degrading
13036,HMDB0001993,HSD3B7,producing
13037,HMDB0012458,HSD3B7,producing
13038,HMDB0012454,HSD3B7,degrading
13039,HMDB0012459,HSD3B7,producing
13040,HMDB0060425,HSD3B7,producing
13041,HMDB0006280,HSD3B7,degrading
13042,HMDB0012457,HSD3B7,producing
13043,HMDB0059592,HSD3B7,degrading
13044,HMDB0001487,HSD3B7,producing
13045,HMDB0002170,HSD3B7,producing
13046,HMDB0000221,HSD3B7,producing
13047,HMDB0059597,HSD3B7,producing
13048,HMDB0000695,HSD3B7,degrading
13049,HMDB0002208,HSD3B7,producing
13050,HMDB0000174,FCSK,degrading
13051,HMDB0000538,FCSK,degrading
13052,HMDB0001265,FCSK,producing
13053,HMDB0001341,FCSK,producing
13054,HMDB0059597,FCSK,producing
13055,HMDB0001022,ALAS1,degrading
13056,HMDB0000123,ALAS1,degrading
13057,HMDB0059597,ALAS1,degrading
13058,HMDB0060273,ALAS1,producing
13059,HMDB0001149,ALAS1,producing
13060,HMDB0001967,ALAS1,producing
13061,HMDB0001423,ALAS1,producing
13062,HMDB0000538,ROR2,degrading
13063,HMDB0001341,ROR2,producing
13064,HMDB0004058,EPX,degrading
13065,HMDB0059597,EPX,degrading
13066,HMDB0005895,EPX,degrading
13067,HMDB0000343,EPX,degrading
13068,HMDB0001875,EPX,degrading
13069,HMDB0000159,EPX,degrading
13070,HMDB0001377,EPX,degrading
13071,HMDB0001426,EPX,producing
13072,HMDB0000289,EPX,degrading
13073,HMDB0002786,EPX,degrading
13074,HMDB0001453,EPX,degrading
13075,HMDB0000073,EPX,degrading
13076,HMDB0012219,EPX,producing
13077,HMDB0000338,EPX,producing
13078,HMDB0005896,EPX,producing
13079,HMDB0003125,EPX,producing
13080,HMDB0010715,EPX,producing
13081,HMDB0001967,EPX,producing
13082,HMDB0002111,EPX,producing
13083,HMDB0000492,EPX,producing
13084,HMDB0000294,EPX,producing
13085,HMDB0002818,EPX,producing
13086,HMDB0001429,G3BP1,producing
13087,HMDB0001341,G3BP1,producing
13088,HMDB0002111,G3BP1,degrading
13089,HMDB0000538,G3BP1,degrading
13090,HMDB0000538,ABCC2,degrading
13091,HMDB0002111,ABCC2,degrading
13092,HMDB0060169,ABCC2,producing
13093,HMDB0011637,ABCC2,producing
13094,HMDB0000760,ABCC2,producing
13095,HMDB0002596,ABCC2,producing
13096,HMDB0001533,ABCC2,producing
13097,HMDB0000570,ABCC2,producing
13098,HMDB0000643,ABCC2,producing
13099,HMDB0000946,ABCC2,producing
13100,HMDB0000121,ABCC2,producing
13101,HMDB0000518,ABCC2,producing
13102,HMDB0003325,ABCC2,producing
13103,HMDB0001429,ABCC2,producing
13104,HMDB0001341,ABCC2,producing
13105,HMDB0059597,ABCC2,producing
13106,HMDB0062220,ECHS1,degrading
13107,HMDB0060311,ECHS1,degrading
13108,HMDB0006519,ECHS1,degrading
13109,HMDB0006290,ECHS1,degrading
13110,HMDB0303997,ECHS1,degrading
13111,HMDB0006513,ECHS1,degrading
13112,HMDB0006267,ECHS1,degrading
13113,HMDB0006822,ECHS1,degrading
13114,HMDB0000980,ECHS1,degrading
13115,HMDB0012556,ECHS1,degrading
13116,HMDB0006529,ECHS1,degrading
13117,HMDB0003571,ECHS1,degrading
13118,HMDB0013114,ECHS1,degrading
13119,HMDB0001248,ECHS1,degrading
13120,HMDB0006889,ECHS1,degrading
13121,HMDB0011123,ECHS1,degrading
13122,HMDB0003944,ECHS1,degrading
13123,HMDB0003950,ECHS1,degrading
13124,HMDB0003946,ECHS1,degrading
13125,HMDB0002307,ECHS1,degrading
13126,HMDB0002054,ECHS1,degrading
13127,HMDB0001011,ECHS1,degrading
13128,HMDB0004264,ECHS1,degrading
13129,HMDB0004673,ECHS1,degrading
13130,HMDB0001423,ECHS1,degrading
13131,HMDB0000902,ECHS1,degrading
13132,HMDB0000538,ECHS1,degrading
13133,HMDB0001377,ECHS1,degrading
13134,HMDB0003942,ECHS1,producing
13135,HMDB0003940,ECHS1,producing
13136,HMDB0003934,ECHS1,producing
13137,HMDB0003932,ECHS1,producing
13138,HMDB0006823,ECHS1,producing
13139,HMDB0006807,ECHS1,producing
13140,HMDB0001356,ECHS1,producing
13141,HMDB0006821,ECHS1,producing
13142,HMDB0000142,ECHS1,producing
13143,HMDB0003936,ECHS1,producing
13144,HMDB0303998,ECHS1,producing
13145,HMDB0012475,ECHS1,producing
13146,HMDB0060392,ECHS1,degrading
13147,HMDB0003949,ECHS1,producing
13148,HMDB0003938,ECHS1,degrading
13149,HMDB0001052,ECHS1,producing
13150,HMDB0003712,ECHS1,producing
13151,HMDB0001493,ECHS1,producing
13152,HMDB0006870,ECHS1,degrading
13153,HMDB0001166,ECHS1,degrading
13154,HMDB0001518,ECHS1,producing
13155,HMDB0001039,ECHS1,producing
13156,HMDB0003945,ECHS1,degrading
13157,HMDB0012969,ECHS1,producing
13158,HMDB0002845,ECHS1,producing
13159,HMDB0006522,ECHS1,producing
13160,HMDB0013037,ECHS1,producing
13161,HMDB0001088,ECHS1,producing
13162,HMDB0001275,ECHS1,producing
13163,HMDB0006404,ECHS1,producing
13164,HMDB0002145,ECHS1,producing
13165,HMDB0002137,ECHS1,producing
13166,HMDB0013028,ECHS1,producing
13167,HMDB0001197,ECHS1,producing
13168,HMDB0001070,ECHS1,producing
13169,HMDB0059597,ECHS1,producing
13170,HMDB0003948,ECHS1,producing
13171,HMDB0304089,ECHS1,producing
13172,HMDB0002009,ECHS1,producing
13173,HMDB0002111,ECHS1,producing
13174,HMDB0000250,ECHS1,producing
13175,HMDB0000045,ECHS1,producing
13176,HMDB0001206,ECHS1,producing
13177,HMDB0001487,ECHS1,producing
13178,HMDB0003125,ECHS1,producing
13179,HMDB0000538,UBA7,degrading
13180,HMDB0000250,UBA7,producing
13181,HMDB0000045,UBA7,producing
13182,HMDB0059620,APIP,producing
13183,HMDB0001299,APIP,degrading
13184,HMDB0002111,APIP,producing
13185,HMDB0001429,YTHDC2,producing
13186,HMDB0001341,YTHDC2,producing
13187,HMDB0002111,YTHDC2,degrading
13188,HMDB0000538,YTHDC2,degrading
13189,HMDB0000538,SYK,degrading
13190,HMDB0001341,SYK,producing
13191,HMDB0001440,TK2,degrading
13192,HMDB0000273,TK2,degrading
13193,HMDB0000012,TK2,degrading
13194,HMDB0000538,TK2,degrading
13195,HMDB0060394,TK2,producing
13196,HMDB0014467,TK2,degrading
13197,HMDB0000960,TK2,producing
13198,HMDB0001227,TK2,producing
13199,HMDB0001409,TK2,producing
13200,HMDB0001341,TK2,producing
13201,HMDB0059597,TK2,producing
13202,HMDB0001429,DDX47,producing
13203,HMDB0001341,DDX47,producing
13204,HMDB0002111,DDX47,degrading
13205,HMDB0000538,DDX47,degrading
13206,HMDB0002111,MTMR7,degrading
13207,HMDB0001121,MTMR7,producing
13208,HMDB0001129,MTMR7,degrading
13209,HMDB0000660,MTMR7,producing
13210,HMDB0006800,MTMR7,degrading
13211,HMDB0000902,MTMR7,producing
13212,HMDB0000217,MTMR7,degrading
13213,HMDB0001429,MTMR7,producing
13214,HMDB0062220,GPAT3,degrading
13215,HMDB0062217,GPAT3,degrading
13216,HMDB0006521,GPAT3,degrading
13217,HMDB0013109,GPAT3,degrading
13218,HMDB0003571,GPAT3,degrading
13219,HMDB0006497,GPAT3,degrading
13220,HMDB0006243,GPAT3,degrading
13221,HMDB0006516,GPAT3,degrading
13222,HMDB0006459,GPAT3,degrading
13223,HMDB0060239,GPAT3,degrading
13224,HMDB0062221,GPAT3,degrading
13225,HMDB0001322,GPAT3,degrading
13226,HMDB0001114,GPAT3,degrading
13227,HMDB0006513,GPAT3,degrading
13228,HMDB0006267,GPAT3,degrading
13229,HMDB0001064,GPAT3,degrading
13230,HMDB0060311,GPAT3,degrading
13231,HMDB0003947,GPAT3,degrading
13232,HMDB0006519,GPAT3,degrading
13233,HMDB0006368,GPAT3,degrading
13234,HMDB0006290,GPAT3,degrading
13235,HMDB0001521,GPAT3,degrading
13236,HMDB0001338,GPAT3,degrading
13237,HMDB0006523,GPAT3,degrading
13238,HMDB0004258,GPAT3,degrading
13239,HMDB0000126,GPAT3,degrading
13240,HMDB0001423,GPAT3,producing
13241,HMDB0003945,GPAT3,degrading
13242,HMDB0006532,GPAT3,degrading
13243,HMDB0003537,NME5,producing
13244,HMDB0003536,NME5,degrading
13245,HMDB0001191,NME5,producing
13246,HMDB0001000,NME5,degrading
13247,HMDB0000998,NME5,producing
13248,HMDB0001245,NME5,degrading
13249,HMDB0001342,NME5,producing
13250,HMDB0001274,NME5,degrading
13251,HMDB0001440,NME5,producing
13252,HMDB0000960,NME5,degrading
13253,HMDB0001532,NME5,producing
13254,HMDB0001508,NME5,degrading
13255,HMDB0000189,NME5,producing
13256,HMDB0003335,NME5,degrading
13257,HMDB0000082,NME5,producing
13258,HMDB0001546,NME5,degrading
13259,HMDB0001273,NME5,producing
13260,HMDB0001201,NME5,degrading
13261,HMDB0000285,NME5,producing
13262,HMDB0000295,NME5,degrading
13263,HMDB0001341,NME5,degrading
13264,HMDB0000538,NME5,degrading
13265,HMDB0000538,SH3RF3,degrading
13266,HMDB0000250,SH3RF3,producing
13267,HMDB0000045,SH3RF3,producing
13268,HMDB0000492,SLC12A3,producing
13269,HMDB0000588,SLC12A3,producing
13270,HMDB0006537,MAN2C1,degrading
13271,HMDB0006535,MAN2C1,producing
13272,HMDB0001191,UCK1,degrading
13273,HMDB0001273,UCK1,degrading
13274,HMDB0000296,UCK1,degrading
13275,HMDB0000089,UCK1,degrading
13276,HMDB0000538,UCK1,degrading
13277,HMDB0060397,UCK1,producing
13278,HMDB0060396,UCK1,degrading
13279,HMDB0001245,UCK1,producing
13280,HMDB0000998,UCK1,degrading
13281,HMDB0001274,UCK1,producing
13282,HMDB0001342,UCK1,degrading
13283,HMDB0000960,UCK1,producing
13284,HMDB0001440,UCK1,degrading
13285,HMDB0001508,UCK1,producing
13286,HMDB0001532,UCK1,degrading
13287,HMDB0003335,UCK1,producing
13288,HMDB0000189,UCK1,degrading
13289,HMDB0000295,UCK1,producing
13290,HMDB0000285,UCK1,degrading
13291,HMDB0001201,UCK1,producing
13292,HMDB0001000,UCK1,producing
13293,HMDB0000288,UCK1,producing
13294,HMDB0000095,UCK1,producing
13295,HMDB0001341,UCK1,producing
13296,HMDB0059597,UCK1,producing
13297,HMDB0000538,RFWD3,degrading
13298,HMDB0000250,RFWD3,producing
13299,HMDB0000045,RFWD3,producing
13300,HMDB0001429,AGPAT5,degrading
13301,HMDB0007862,AGPAT5,producing
13302,HMDB0001423,AGPAT5,producing
13303,HMDB0000302,A4GALT,degrading
13304,HMDB0004866,A4GALT,degrading
13305,HMDB0000295,A4GALT,producing
13306,HMDB0004886,A4GALT,producing
13307,HMDB0059597,A4GALT,producing
13308,HMDB0000302,GLT8D1,degrading
13309,HMDB0000295,GLT8D1,producing
13310,HMDB0059597,GLT8D1,producing
13311,HMDB0004866,GLT8D1,producing
13312,HMDB0004058,DDT,producing
13313,HMDB0011622,DDT,degrading
13314,HMDB0002111,PLCD4,degrading
13315,HMDB0007788,PLCD4,producing
13316,HMDB0000213,PLCD4,producing
13317,HMDB0000968,PLCD4,producing
13318,HMDB0001498,PLCD4,producing
13319,HMDB0059597,PLCD4,producing
13320,HMDB0000538,RNF144B,degrading
13321,HMDB0000250,RNF144B,producing
13322,HMDB0000045,RNF144B,producing
13323,HMDB0003550,GC,producing
13324,HMDB0001377,GC,degrading
13325,HMDB0000221,GC,degrading
13326,HMDB0001438,GC,degrading
13327,HMDB0001903,GC,producing
13328,HMDB0000217,GC,producing
13329,HMDB0002111,GC,producing
13330,HMDB0006225,GC,producing
13331,HMDB0000538,STK17A,degrading
13332,HMDB0001341,STK17A,producing
13333,HMDB0000885,CEL,degrading
13334,HMDB0003598,CEL,degrading
13335,HMDB0050513,CEL,degrading
13336,HMDB0002111,CEL,degrading
13337,HMDB0000305,CEL,producing
13338,HMDB0010378,CEL,producing
13339,HMDB0061714,CEL,producing
13340,HMDB0005060,CEL,producing
13341,HMDB0006322,CEL,producing
13342,HMDB0002226,CEL,producing
13343,HMDB0002925,CEL,producing
13344,HMDB0002823,CEL,producing
13345,HMDB0060039,CEL,producing
13346,HMDB0013025,CEL,producing
13347,HMDB0006323,CEL,producing
13348,HMDB0006528,CEL,producing
13349,HMDB0002177,CEL,producing
13350,HMDB0006547,CEL,producing
13351,HMDB0001388,CEL,producing
13352,HMDB0002356,CEL,producing
13353,HMDB0002368,CEL,producing
13354,HMDB0002003,CEL,producing
13355,HMDB0001160,CEL,producing
13356,HMDB0002884,CEL,producing
13357,HMDB0002068,CEL,producing
13358,HMDB0000944,CEL,producing
13359,HMDB0002345,CEL,producing
13360,HMDB0002231,CEL,producing
13361,HMDB0002212,CEL,producing
13362,HMDB0000772,CEL,producing
13363,HMDB0006270,CEL,producing
13364,HMDB0000573,CEL,producing
13365,HMDB0031046,CEL,producing
13366,HMDB0002259,CEL,producing
13367,HMDB0003229,CEL,producing
13368,HMDB0000826,CEL,producing
13369,HMDB0000521,CEL,producing
13370,HMDB0000806,CEL,producing
13371,HMDB0000910,CEL,producing
13372,HMDB0000638,CEL,producing
13373,HMDB0002183,CEL,producing
13374,HMDB0001999,CEL,producing
13375,HMDB0003231,CEL,producing
13376,HMDB0003073,CEL,producing
13377,HMDB0001043,CEL,producing
13378,HMDB0000673,CEL,producing
13379,HMDB0000207,CEL,producing
13380,HMDB0000827,CEL,producing
13381,HMDB0000220,CEL,producing
13382,HMDB0000067,CEL,producing
13383,HMDB0007788,CEL,degrading
13384,HMDB0059597,CEL,producing
13385,HMDB0000182,CEL,producing
13386,HMDB0001451,CEL,producing
13387,HMDB0001512,THTPA,degrading
13388,HMDB0002111,THTPA,degrading
13389,HMDB0001372,THTPA,producing
13390,HMDB0001429,THTPA,producing
13391,HMDB0059597,THTPA,producing
13392,HMDB0000168,CTSO,producing
13393,HMDB0000254,SLC13A3,producing
13394,HMDB0000094,SLC13A3,producing
13395,HMDB0011745,SLC13A3,producing
13396,HMDB0000588,SLC13A3,producing
13397,HMDB0000208,SLC13A3,producing
13398,HMDB0000221,RBP3,degrading
13399,HMDB0001487,RBP3,degrading
13400,HMDB0002152,RBP3,degrading
13401,HMDB0000217,RBP3,producing
13402,HMDB0000902,RBP3,producing
13403,HMDB0000285,NUP88,producing
13404,HMDB0002111,PTPN12,degrading
13405,HMDB0001429,PTPN12,producing
13406,HMDB0002752,SCARF2,degrading
13407,HMDB0002111,SCARF2,degrading
13408,HMDB0001220,SCARF2,producing
13409,HMDB0000305,SCARF2,degrading
13410,HMDB0002656,SCARF2,degrading
13411,HMDB0001442,SCARF2,producing
13412,HMDB0000250,LHPP,degrading
13413,HMDB0002111,LHPP,degrading
13414,HMDB0001429,LHPP,producing
13415,HMDB0059597,LHPP,producing
13416,HMDB0001429,HELB,producing
13417,HMDB0001341,HELB,producing
13418,HMDB0002111,HELB,degrading
13419,HMDB0000538,HELB,degrading
13420,HMDB0001261,CPOX,degrading
13421,HMDB0001377,CPOX,degrading
13422,HMDB0001097,CPOX,producing
13423,HMDB0001967,CPOX,producing
13424,HMDB0002111,CPOX,producing
13425,HMDB0059597,CPOX,degrading
13426,HMDB0002111,TNS2,degrading
13427,HMDB0001429,TNS2,producing
13428,HMDB0000538,ERN2,degrading
13429,HMDB0001341,ERN2,producing
13430,HMDB0000079,DPYS,degrading
13431,HMDB0000076,DPYS,degrading
13432,HMDB0002111,DPYS,degrading
13433,HMDB0060435,DPYS,producing
13434,HMDB0060402,DPYS,degrading
13435,HMDB0002031,DPYS,producing
13436,HMDB0000026,DPYS,producing
13437,HMDB0059597,DPYS,producing
13438,HMDB0059597,DIO2,degrading
13439,HMDB0059634,DIO2,degrading
13440,HMDB0012238,DIO2,producing
13441,HMDB0000217,DIO2,producing
13442,HMDB0000248,DIO2,producing
13443,HMDB0000265,DIO2,producing
13444,HMDB0000221,DIO2,producing
13445,HMDB0000043,BHMT2,degrading
13446,HMDB0000742,BHMT2,degrading
13447,HMDB0000696,BHMT2,producing
13448,HMDB0000092,BHMT2,producing
13449,HMDB0000089,FGGY,degrading
13450,HMDB0001273,FGGY,degrading
13451,HMDB0000660,FGGY,degrading
13452,HMDB0000538,FGGY,degrading
13453,HMDB0001341,FGGY,producing
13454,HMDB0000095,FGGY,producing
13455,HMDB0001201,FGGY,producing
13456,HMDB0059597,FGGY,producing
13457,HMDB0006330,FGGY,degrading
13458,HMDB0000247,FGGY,degrading
13459,HMDB0000687,LARS1,degrading
13460,HMDB0000538,LARS1,degrading
13461,HMDB0000250,LARS1,producing
13462,HMDB0000045,LARS1,producing
13463,HMDB0000254,SUCLA2,degrading
13464,HMDB0000749,SUCLA2,degrading
13465,HMDB0002092,SUCLA2,degrading
13466,HMDB0000538,SUCLA2,degrading
13467,HMDB0001423,SUCLA2,degrading
13468,HMDB0003335,SUCLA2,producing
13469,HMDB0000189,SUCLA2,degrading
13470,HMDB0001022,SUCLA2,producing
13471,HMDB0060124,SUCLA2,producing
13472,HMDB0003377,SUCLA2,producing
13473,HMDB0001429,SUCLA2,producing
13474,HMDB0001341,SUCLA2,producing
13475,HMDB0001273,SUCLA2,degrading
13476,HMDB0001201,SUCLA2,producing
13477,HMDB0003966,FMO1,degrading
13478,HMDB0059597,FMO1,degrading
13479,HMDB0000906,FMO1,degrading
13480,HMDB0000221,FMO1,degrading
13481,HMDB0001377,FMO1,degrading
13482,HMDB0060513,FMO1,producing
13483,HMDB0014813,FMO1,degrading
13484,HMDB0001466,FMO1,producing
13485,HMDB0001020,FMO1,degrading
13486,HMDB0001487,FMO1,degrading
