symbol	hmdb_id
MAPK9	HMDB0252437
CLK1	HMDB0252437
ITK	HMDB0252437
ULK3	HMDB0252437
CDK18	HMDB0252437
ABL2	HMDB0252437
MAP3K12	HMDB0252437
AURKB	HMDB0252437
PRKAB1	HMDB0244322
FKBP1A	HMDB0244322
DRD5	HMDB0015172
DRD2	HMDB0015172
CHRM1	HMDB0015013
DRD2	HMDB0015013
ADRA1A	HMDB0015013
PTGS2	HMDB0248694
STAT3	HMDB0250717
JAK1	HMDB0250717
MAPK8	HMDB0250717
JAK2	HMDB0250717
JAK3	HMDB0250717
FAAH	HMDB0253749
MGLL	HMDB0253749
CES1	HMDB0253749
CNR1	HMDB0253749
ABHD12	HMDB0253749
ABCG2	HMDB0252951
PARP2	HMDB0244308
TNKS	HMDB0244308
PARP1	HMDB0244308
PARP3	HMDB0244308
ABCG2	HMDB0250387
SLC47A1	HMDB0250387
CYP3A4	HMDB0250387
CYP2C19	HMDB0250387
AR	HMDB0248608
LRRK2	HMDB0254782
LCK	HMDB0254782
ABL1	HMDB0254782
SYK	HMDB0254782
TNK2	HMDB0254782
WEE1	HMDB0254782
CDK5	HMDB0254782
NOS1	HMDB0249510
MAPK1	HMDB0062737
MMP7	HMDB0062737
MAPK3	HMDB0062737
AKT1	HMDB0062737
PPARG	HMDB0062737
MMP9	HMDB0062737
SIRT1	HMDB0248139
AURKA	HMDB0248139
BLK	HMDB0248139
FER	HMDB0248139
BTK	HMDB0248139
PRKACA	HMDB0248139
LCK	HMDB0248139
PTK2	HMDB0248139
PDPK1	HMDB0248139
SRC	HMDB0248139
PARP1	HMDB0248139
ABL1	HMDB0248139
AURKB	HMDB0248139
DRD4	HMDB0253378
BDKRB1	HMDB0253378
PROKR2	HMDB0253378
MLNR	HMDB0253378
GNRHR	HMDB0253378
GPR63	HMDB0253378
KISS1R	HMDB0253378
OPRD1	HMDB0253378
PRLHR	HMDB0253378
GHSR	HMDB0253378
FAAH	HMDB0253378
GPR83	HMDB0253378
MC3R	HMDB0253378
PTGER2	HMDB0253378
MCHR1	HMDB0253378
GALR3	HMDB0253378
OPN1SW	HMDB0253378
SSTR4	HMDB0253378
NMUR2	HMDB0253378
HRH4	HMDB0253378
APLNR	HMDB0253378
TAAR5	HMDB0253378
NMBR	HMDB0253378
HTR2B	HMDB0253378
GPR45	HMDB0253378
MGLL	HMDB0253378
OPRK1	HMDB0253378
GPR84	HMDB0253378
SSTR1	HMDB0253378
GPR65	HMDB0253378
GPR161	HMDB0253378
ACKR3	HMDB0253378
AGTR1	HMDB0253378
GPR6	HMDB0253378
TAAR6	HMDB0253378
TAAR8	HMDB0253378
TAAR1	HMDB0253378
HTR2C	HMDB0253378
GPR119	HMDB0253378
NPFFR1	HMDB0253378
ADRA2A	HMDB0253378
MCHR2	HMDB0253378
GPR26	HMDB0253378
HTR5A	HMDB0253378
HMGCR	HMDB0253378
HTR6	HMDB0253378
PTGIR	HMDB0253378
CCR2	HMDB0253378
CCR5	HMDB0253378
PTGER1	HMDB0253378
SSTR5	HMDB0253378
CCKAR	HMDB0253378
CCR1	HMDB0253378
RHO	HMDB0253378
GPR85	HMDB0253378
GPR101	HMDB0253378
AVPR1A	HMDB0253378
GALR1	HMDB0253378
MC4R	HMDB0253378
GPR22	HMDB0253378
PTGER4	HMDB0253378
GPR27	HMDB0253378
PTGDR	HMDB0253378
NTSR2	HMDB0253378
PROKR1	HMDB0253378
CXCR6	HMDB0253378
ADORA2B	HMDB0253378
ADRB2	HMDB0253378
NMUR1	HMDB0253378
DRD5	HMDB0253378
GPR37	HMDB0253378
ADRA1B	HMDB0253378
LTB4R	HMDB0253378
HTR1E	HMDB0253378
NPFFR2	HMDB0253378
ADORA1	HMDB0253378
GPR151	HMDB0253378
GPR148	HMDB0253378
TRHR	HMDB0253378
GPR88	HMDB0253378
EDNRA	HMDB0253378
HTR1A	HMDB0253378
MC5R	HMDB0253378
GPR62	HMDB0253378
HTR1F	HMDB0253378
UTS2R	HMDB0253378
OXTR	HMDB0253378
GPR39	HMDB0253378
RXFP3	HMDB0253378
GALR2	HMDB0253378
NPBWR1	HMDB0253378
GPR173	HMDB0253378
NPY2R	HMDB0253378
CCR4	HMDB0253378
GPR19	HMDB0253378
MC2R	HMDB0253378
GPR142	HMDB0253378
CCKBR	HMDB0253378
ADORA2A	HMDB0253378
OPRL1	HMDB0253378
HTR7	HMDB0253378
AVPR2	HMDB0253378
NPY5R	HMDB0253378
HRH3	HMDB0253378
ADRB3	HMDB0253378
PTGER3	HMDB0253378
SSTR2	HMDB0253378
CCR9	HMDB0253378
LPAR1	HMDB0253378
NPSR1	HMDB0253378
HTR4	HMDB0253378
NPY1R	HMDB0253378
DRD2	HMDB0253378
OPN3	HMDB0253378
AVPR1B	HMDB0253378
GPR37L1	HMDB0253378
GPR52	HMDB0253378
TAAR2	HMDB0253378
RXFP4	HMDB0253378
ADRB1	HMDB0253378
CNR1	HMDB0253378
NPBWR2	HMDB0253378
HTR1B	HMDB0253378
OPN1LW	HMDB0253378
NTSR1	HMDB0253378
LPAR3	HMDB0253378
BRS3	HMDB0253378
PTGFR	HMDB0253378
HCRTR2	HMDB0253378
OPN5	HMDB0253378
FFAR4	HMDB0253378
AGTR2	HMDB0253378
OPN4	HMDB0253378
GPR21	HMDB0253378
HCRTR1	HMDB0253378
GPR3	HMDB0253378
NPY4R	HMDB0253378
CNR2	HMDB0253378
EDNRB	HMDB0253378
HRH2	HMDB0253378
ADRA1D	HMDB0253378
GPR150	HMDB0253378
GRPR	HMDB0253378
ADRA1A	HMDB0253378
GPR12	HMDB0253378
GPR78	HMDB0253378
DRD3	HMDB0253378
QRFPR	HMDB0253378
GPR135	HMDB0253378
LPAR2	HMDB0253378
GPR61	HMDB0253378
ADRA2C	HMDB0253378
CXCR4	HMDB0253378
TBXA2R	HMDB0253378
OPRM1	HMDB0253378
LTB4R2	HMDB0253378
CCR3	HMDB0253378
MC1R	HMDB0253378
GPR176	HMDB0253378
GPR139	HMDB0253378
CSNK2A1	HMDB0244287
RPS6KB1	HMDB0244287
NOTCH1	HMDB0244287
DAPK3	HMDB0244287
HIPK3	HMDB0244287
CASP3	HMDB0244287
TBK1	HMDB0244287
CLK2	HMDB0244287
PIM1	HMDB0244287
PIM2	HMDB0244287
CLK3	HMDB0244287
SIRT1	HMDB0247660
SLC6A2	HMDB0247660
SIRT2	HMDB0247660
ADRA2A	HMDB0247660
CHRM1	HMDB0247660
CHRM2	HMDB0247660
SIRT3	HMDB0247660
SSTR5	HMDB0015601
TACR1	HMDB0015601
SSTR2	HMDB0015601
NR1I2	HMDB0258157
TMPRSS11D	HMDB0246863
CYP1A1	HMDB0246863
CDK1	HMDB0244752
CASP3	HMDB0038905
CASP9	HMDB0038905
CASP7	HMDB0038905
TMPRSS11D	HMDB0246139
BCL2	HMDB0244875
HRH1	HMDB0015670
TMPRSS11D	HMDB0251418
AKT1	HMDB0257676
PIK3R2	HMDB0252659
PIK3R3	HMDB0252659
PIK3CA	HMDB0252659
AKT1	HMDB0252659
MYLK4	HMDB0252659
PIK3CB	HMDB0252659
HIPK3	HMDB0252659
PRKDC	HMDB0252659
JAK1	HMDB0252659
PIK3CG	HMDB0252659
MAPK10	HMDB0252659
MTOR	HMDB0252659
CLK2	HMDB0252659
PIK3C2B	HMDB0252659
MCL1	HMDB0252659
PIK3CD	HMDB0252659
HIPK2	HMDB0252659
SCNN1A	HMDB0248362
MAP2K5	HMDB0247668
NEK9	HMDB0247668
MKNK2	HMDB0247668
DCLK1	HMDB0247668
CDK7	HMDB0247668
CDK4	HMDB0247668
BLK	HMDB0247668
CDK17	HMDB0247668
IRAK3	HMDB0247668
NUAK1	HMDB0247668
DAPK2	HMDB0247668
CSNK2A2	HMDB0247668
RPS6KA6	HMDB0247668
BRD4	HMDB0247668
EIF2AK4	HMDB0247668
STK17B	HMDB0247668
SIK1	HMDB0247668
MYLK4	HMDB0247668
HIPK4	HMDB0247668
PHKG1	HMDB0247668
LRRK2	HMDB0247668
PLK1	HMDB0247668
DAPK3	HMDB0247668
AURKC	HMDB0247668
DCLK2	HMDB0247668
SIK2	HMDB0247668
BTK	HMDB0247668
TAOK2	HMDB0247668
MAPK7	HMDB0247668
CAMK2G	HMDB0247668
STK17A	HMDB0247668
STK33	HMDB0247668
ULK1	HMDB0247668
YES1	HMDB0247668
STK11	HMDB0247668
TBK1	HMDB0247668
FES	HMDB0247668
PTK2B	HMDB0247668
RPS6KA4	HMDB0247668
MAPK15	HMDB0247668
LCK	HMDB0247668
CAMK2D	HMDB0247668
PTK2	HMDB0247668
JAK1	HMDB0247668
MAP3K2	HMDB0247668
FYN	HMDB0247668
DAPK1	HMDB0247668
SRC	HMDB0247668
MAPK10	HMDB0247668
MYLK	HMDB0247668
MAPK8	HMDB0247668
ULK2	HMDB0247668
MARK1	HMDB0247668
NUAK2	HMDB0247668
SLK	HMDB0247668
TTK	HMDB0247668
IRAK1	HMDB0247668
SRPK3	HMDB0247668
CHUK	HMDB0247668
ABL1	HMDB0247668
SRPK1	HMDB0247668
FGR	HMDB0247668
MAP3K20	HMDB0247668
JAK2	HMDB0247668
TNK2	HMDB0247668
CIT	HMDB0247668
SRPK2	HMDB0247668
STK16	HMDB0247668
GRK4	HMDB0247668
CAMK2A	HMDB0247668
MAPK9	HMDB0247668
JAK3	HMDB0247668
DCLK3	HMDB0247668
ITK	HMDB0247668
ULK3	HMDB0247668
WEE1	HMDB0247668
MARK3	HMDB0247668
ABL2	HMDB0247668
IKBKB	HMDB0247668
RPS6KA1	HMDB0247668
AURKB	HMDB0247668
PIK3C3	HMDB0247677
PIK3CA	HMDB0247677
AKT1	HMDB0247677
PIK3CB	HMDB0247677
PIK3CG	HMDB0247677
MTOR	HMDB0247677
MCL1	HMDB0247677
PIK3CD	HMDB0247677
CFTR	HMDB0015705
MCHR1	HMDB0254417
MCHR2	HMDB0254417
KCNMA1	HMDB0253325
DRD4	HMDB0251796
BDKRB1	HMDB0251796
PROKR2	HMDB0251796
MLNR	HMDB0251796
GNRHR	HMDB0251796
GPR63	HMDB0251796
KISS1R	HMDB0251796
OPRD1	HMDB0251796
PRLHR	HMDB0251796
GHSR	HMDB0251796
GPR83	HMDB0251796
MC3R	HMDB0251796
PTGER2	HMDB0251796
MCHR1	HMDB0251796
GALR3	HMDB0251796
OPN1SW	HMDB0251796
SSTR4	HMDB0251796
NMUR2	HMDB0251796
HRH4	HMDB0251796
APLNR	HMDB0251796
TAAR5	HMDB0251796
NMBR	HMDB0251796
HTR2B	HMDB0251796
GPR45	HMDB0251796
OPRK1	HMDB0251796
GPR84	HMDB0251796
SSTR1	HMDB0251796
GPR65	HMDB0251796
ACKR3	HMDB0251796
AGTR1	HMDB0251796
GPR6	HMDB0251796
TAAR6	HMDB0251796
TAAR8	HMDB0251796
TAAR1	HMDB0251796
HTR2C	HMDB0251796
GPR119	HMDB0251796
NPFFR1	HMDB0251796
ADRA2A	HMDB0251796
MCHR2	HMDB0251796
GPR26	HMDB0251796
HTR5A	HMDB0251796
HTR6	HMDB0251796
PTGIR	HMDB0251796
CCR2	HMDB0251796
CCR5	HMDB0251796
PTGER1	HMDB0251796
SSTR5	HMDB0251796
CCKAR	HMDB0251796
CCR1	HMDB0251796
RHO	HMDB0251796
GPR85	HMDB0251796
GPR101	HMDB0251796
AVPR1A	HMDB0251796
GALR1	HMDB0251796
MC4R	HMDB0251796
GPR22	HMDB0251796
PTGER4	HMDB0251796
GPR27	HMDB0251796
PTGDR	HMDB0251796
NTSR2	HMDB0251796
PROKR1	HMDB0251796
CXCR6	HMDB0251796
ADORA2B	HMDB0251796
ADRB2	HMDB0251796
NMUR1	HMDB0251796
DRD5	HMDB0251796
GPR37	HMDB0251796
ADRA1B	HMDB0251796
LTB4R	HMDB0251796
HTR1E	HMDB0251796
NPFFR2	HMDB0251796
ADORA1	HMDB0251796
GPR151	HMDB0251796
GPR148	HMDB0251796
TRHR	HMDB0251796
GPR88	HMDB0251796
EDNRA	HMDB0251796
HTR1A	HMDB0251796
MC5R	HMDB0251796
GPR62	HMDB0251796
HTR1F	HMDB0251796
UTS2R	HMDB0251796
OXTR	HMDB0251796
GPR39	HMDB0251796
RXFP3	HMDB0251796
GALR2	HMDB0251796
NPBWR1	HMDB0251796
GPR173	HMDB0251796
NPY2R	HMDB0251796
CCR4	HMDB0251796
GPR19	HMDB0251796
MC2R	HMDB0251796
GPR142	HMDB0251796
CCKBR	HMDB0251796
ADORA2A	HMDB0251796
OPRL1	HMDB0251796
HTR7	HMDB0251796
AVPR2	HMDB0251796
NPY5R	HMDB0251796
HRH3	HMDB0251796
ADRB3	HMDB0251796
PTGER3	HMDB0251796
SSTR2	HMDB0251796
CCR9	HMDB0251796
LPAR1	HMDB0251796
NPSR1	HMDB0251796
HTR4	HMDB0251796
NPY1R	HMDB0251796
DRD2	HMDB0251796
OPN3	HMDB0251796
AVPR1B	HMDB0251796
GPR37L1	HMDB0251796
GPR52	HMDB0251796
TAAR2	HMDB0251796
RXFP4	HMDB0251796
ADRB1	HMDB0251796
CNR1	HMDB0251796
NPBWR2	HMDB0251796
HTR1B	HMDB0251796
OPN1LW	HMDB0251796
NTSR1	HMDB0251796
LPAR3	HMDB0251796
BRS3	HMDB0251796
PTGFR	HMDB0251796
HCRTR2	HMDB0251796
OPN5	HMDB0251796
FFAR4	HMDB0251796
AGTR2	HMDB0251796
OPN4	HMDB0251796
GPR21	HMDB0251796
HCRTR1	HMDB0251796
GPR3	HMDB0251796
NPY4R	HMDB0251796
CNR2	HMDB0251796
EDNRB	HMDB0251796
HRH2	HMDB0251796
ADRA1D	HMDB0251796
GPR150	HMDB0251796
GRPR	HMDB0251796
ADRA1A	HMDB0251796
GPR12	HMDB0251796
GPR78	HMDB0251796
DRD3	HMDB0251796
QRFPR	HMDB0251796
GPR135	HMDB0251796
LPAR2	HMDB0251796
GPR61	HMDB0251796
ADRA2C	HMDB0251796
CXCR4	HMDB0251796
TBXA2R	HMDB0251796
OPRM1	HMDB0251796
LTB4R2	HMDB0251796
CCR3	HMDB0251796
MC1R	HMDB0251796
GPR176	HMDB0251796
GPR139	HMDB0251796
SSTR4	HMDB0247329
SSTR1	HMDB0247329
SSTR5	HMDB0247329
SSTR2	HMDB0247329
CCKBR	HMDB0254130
DRD4	HMDB0249914
BDKRB1	HMDB0249914
PROKR2	HMDB0249914
MLNR	HMDB0249914
GNRHR	HMDB0249914
GPR63	HMDB0249914
KISS1R	HMDB0249914
OPRD1	HMDB0249914
PRLHR	HMDB0249914
GHSR	HMDB0249914
GPR83	HMDB0249914
MC3R	HMDB0249914
PTGER2	HMDB0249914
MCHR1	HMDB0249914
GALR3	HMDB0249914
OPN1SW	HMDB0249914
SSTR4	HMDB0249914
NMUR2	HMDB0249914
HRH4	HMDB0249914
APLNR	HMDB0249914
TAAR5	HMDB0249914
NMBR	HMDB0249914
HTR2B	HMDB0249914
GPR45	HMDB0249914
OPRK1	HMDB0249914
GPR84	HMDB0249914
SSTR1	HMDB0249914
GPR65	HMDB0249914
ACKR3	HMDB0249914
AGTR1	HMDB0249914
GPR6	HMDB0249914
TAAR6	HMDB0249914
TAAR8	HMDB0249914
TAAR1	HMDB0249914
HTR2C	HMDB0249914
GPR119	HMDB0249914
NPFFR1	HMDB0249914
ADRA2A	HMDB0249914
MCHR2	HMDB0249914
GPR26	HMDB0249914
HTR5A	HMDB0249914
HTR6	HMDB0249914
PTGIR	HMDB0249914
CCR2	HMDB0249914
CCR5	HMDB0249914
PTGER1	HMDB0249914
SSTR5	HMDB0249914
CCKAR	HMDB0249914
CCR1	HMDB0249914
RHO	HMDB0249914
GPR85	HMDB0249914
GPR101	HMDB0249914
AVPR1A	HMDB0249914
GALR1	HMDB0249914
MC4R	HMDB0249914
GPR22	HMDB0249914
PTGER4	HMDB0249914
GPR27	HMDB0249914
PTGDR	HMDB0249914
NTSR2	HMDB0249914
PROKR1	HMDB0249914
CXCR6	HMDB0249914
ADORA2B	HMDB0249914
ADRB2	HMDB0249914
NMUR1	HMDB0249914
DRD5	HMDB0249914
GPR37	HMDB0249914
ADRA1B	HMDB0249914
LTB4R	HMDB0249914
HTR1E	HMDB0249914
NPFFR2	HMDB0249914
ADORA1	HMDB0249914
GPR151	HMDB0249914
GPR148	HMDB0249914
TRHR	HMDB0249914
GPR88	HMDB0249914
EDNRA	HMDB0249914
HTR1A	HMDB0249914
MC5R	HMDB0249914
GPR62	HMDB0249914
HTR1F	HMDB0249914
UTS2R	HMDB0249914
OXTR	HMDB0249914
GPR39	HMDB0249914
RXFP3	HMDB0249914
GALR2	HMDB0249914
NPBWR1	HMDB0249914
GPR173	HMDB0249914
NPY2R	HMDB0249914
CCR4	HMDB0249914
GPR19	HMDB0249914
MC2R	HMDB0249914
GPR142	HMDB0249914
CCKBR	HMDB0249914
ADORA2A	HMDB0249914
OPRL1	HMDB0249914
HTR7	HMDB0249914
AVPR2	HMDB0249914
NPY5R	HMDB0249914
HRH3	HMDB0249914
ADRB3	HMDB0249914
PTGER3	HMDB0249914
SSTR2	HMDB0249914
CCR9	HMDB0249914
LPAR1	HMDB0249914
NPSR1	HMDB0249914
HTR4	HMDB0249914
NPY1R	HMDB0249914
DRD2	HMDB0249914
OPN3	HMDB0249914
AVPR1B	HMDB0249914
GPR37L1	HMDB0249914
GPR52	HMDB0249914
TAAR2	HMDB0249914
RXFP4	HMDB0249914
ADRB1	HMDB0249914
CNR1	HMDB0249914
NPBWR2	HMDB0249914
HTR1B	HMDB0249914
OPN1LW	HMDB0249914
NTSR1	HMDB0249914
LPAR3	HMDB0249914
BRS3	HMDB0249914
PTGFR	HMDB0249914
HCRTR2	HMDB0249914
OPN5	HMDB0249914
FFAR4	HMDB0249914
AGTR2	HMDB0249914
OPN4	HMDB0249914
GPR21	HMDB0249914
HCRTR1	HMDB0249914
GPR3	HMDB0249914
NPY4R	HMDB0249914
CNR2	HMDB0249914
EDNRB	HMDB0249914
HRH2	HMDB0249914
ADRA1D	HMDB0249914
GPR150	HMDB0249914
GRPR	HMDB0249914
ADRA1A	HMDB0249914
GPR12	HMDB0249914
GPR78	HMDB0249914
DRD3	HMDB0249914
QRFPR	HMDB0249914
GPR135	HMDB0249914
LPAR2	HMDB0249914
GPR61	HMDB0249914
ADRA2C	HMDB0249914
CXCR4	HMDB0249914
TBXA2R	HMDB0249914
OPRM1	HMDB0249914
LTB4R2	HMDB0249914
CCR3	HMDB0249914
MC1R	HMDB0249914
GPR176	HMDB0249914
GPR139	HMDB0249914
MELK	HMDB0254959
DRD4	HMDB0251657
BDKRB1	HMDB0251657
PROKR2	HMDB0251657
MLNR	HMDB0251657
GNRHR	HMDB0251657
GPR63	HMDB0251657
KISS1R	HMDB0251657
OPRD1	HMDB0251657
PRLHR	HMDB0251657
GHSR	HMDB0251657
GPR83	HMDB0251657
MC3R	HMDB0251657
PTGER2	HMDB0251657
MCHR1	HMDB0251657
GALR3	HMDB0251657
OPN1SW	HMDB0251657
SSTR4	HMDB0251657
NMUR2	HMDB0251657
HRH4	HMDB0251657
APLNR	HMDB0251657
TAAR5	HMDB0251657
NMBR	HMDB0251657
HTR2B	HMDB0251657
GPR45	HMDB0251657
OPRK1	HMDB0251657
GPR84	HMDB0251657
SSTR1	HMDB0251657
GPR65	HMDB0251657
ACKR3	HMDB0251657
AGTR1	HMDB0251657
GPR6	HMDB0251657
TAAR6	HMDB0251657
TAAR8	HMDB0251657
TAAR1	HMDB0251657
HTR2C	HMDB0251657
GPR119	HMDB0251657
NPFFR1	HMDB0251657
ADRA2A	HMDB0251657
MCHR2	HMDB0251657
GPR26	HMDB0251657
HTR5A	HMDB0251657
HTR6	HMDB0251657
PTGIR	HMDB0251657
CCR2	HMDB0251657
CCR5	HMDB0251657
PTGER1	HMDB0251657
SSTR5	HMDB0251657
CCKAR	HMDB0251657
CCR1	HMDB0251657
RHO	HMDB0251657
GPR85	HMDB0251657
GPR101	HMDB0251657
AVPR1A	HMDB0251657
GALR1	HMDB0251657
MC4R	HMDB0251657
GPR22	HMDB0251657
PTGER4	HMDB0251657
GPR27	HMDB0251657
PTGDR	HMDB0251657
NTSR2	HMDB0251657
PROKR1	HMDB0251657
CXCR6	HMDB0251657
ADORA2B	HMDB0251657
ADRB2	HMDB0251657
NMUR1	HMDB0251657
DRD5	HMDB0251657
GPR37	HMDB0251657
ADRA1B	HMDB0251657
LTB4R	HMDB0251657
HTR1E	HMDB0251657
NPFFR2	HMDB0251657
ADORA1	HMDB0251657
GPR151	HMDB0251657
GPR148	HMDB0251657
TRHR	HMDB0251657
GPR88	HMDB0251657
EDNRA	HMDB0251657
HTR1A	HMDB0251657
MC5R	HMDB0251657
GPR62	HMDB0251657
HTR1F	HMDB0251657
UTS2R	HMDB0251657
OXTR	HMDB0251657
GPR39	HMDB0251657
RXFP3	HMDB0251657
GALR2	HMDB0251657
NPBWR1	HMDB0251657
GPR173	HMDB0251657
NPY2R	HMDB0251657
CCR4	HMDB0251657
GPR19	HMDB0251657
MC2R	HMDB0251657
GPR142	HMDB0251657
CCKBR	HMDB0251657
ADORA2A	HMDB0251657
OPRL1	HMDB0251657
HTR7	HMDB0251657
AVPR2	HMDB0251657
NPY5R	HMDB0251657
HRH3	HMDB0251657
ADRB3	HMDB0251657
PTGER3	HMDB0251657
SSTR2	HMDB0251657
CCR9	HMDB0251657
LPAR1	HMDB0251657
NPSR1	HMDB0251657
HTR4	HMDB0251657
NPY1R	HMDB0251657
DRD2	HMDB0251657
OPN3	HMDB0251657
AVPR1B	HMDB0251657
GPR37L1	HMDB0251657
GPR52	HMDB0251657
TAAR2	HMDB0251657
RXFP4	HMDB0251657
ADRB1	HMDB0251657
CNR1	HMDB0251657
NPBWR2	HMDB0251657
HTR1B	HMDB0251657
OPN1LW	HMDB0251657
NTSR1	HMDB0251657
LPAR3	HMDB0251657
BRS3	HMDB0251657
PTGFR	HMDB0251657
HCRTR2	HMDB0251657
OPN5	HMDB0251657
FFAR4	HMDB0251657
AGTR2	HMDB0251657
OPN4	HMDB0251657
GPR21	HMDB0251657
HCRTR1	HMDB0251657
GPR3	HMDB0251657
NPY4R	HMDB0251657
CNR2	HMDB0251657
EDNRB	HMDB0251657
HRH2	HMDB0251657
ADRA1D	HMDB0251657
GPR150	HMDB0251657
GRPR	HMDB0251657
ADRA1A	HMDB0251657
GPR12	HMDB0251657
GPR78	HMDB0251657
DRD3	HMDB0251657
QRFPR	HMDB0251657
GPR135	HMDB0251657
LPAR2	HMDB0251657
GPR61	HMDB0251657
ADRA2C	HMDB0251657
CXCR4	HMDB0251657
TBXA2R	HMDB0251657
OPRM1	HMDB0251657
LTB4R2	HMDB0251657
CCR3	HMDB0251657
MC1R	HMDB0251657
GPR176	HMDB0251657
GPR139	HMDB0251657
DRD4	HMDB0252714
BDKRB1	HMDB0252714
PROKR2	HMDB0252714
MLNR	HMDB0252714
GNRHR	HMDB0252714
GPR63	HMDB0252714
KISS1R	HMDB0252714
OPRD1	HMDB0252714
PRLHR	HMDB0252714
GHSR	HMDB0252714
GPR83	HMDB0252714
MC3R	HMDB0252714
PTGER2	HMDB0252714
MCHR1	HMDB0252714
GALR3	HMDB0252714
OPN1SW	HMDB0252714
SSTR4	HMDB0252714
NMUR2	HMDB0252714
HRH4	HMDB0252714
APLNR	HMDB0252714
TAAR5	HMDB0252714
NMBR	HMDB0252714
HTR2B	HMDB0252714
GPR45	HMDB0252714
OPRK1	HMDB0252714
GPR84	HMDB0252714
SSTR1	HMDB0252714
GPR65	HMDB0252714
ACKR3	HMDB0252714
AGTR1	HMDB0252714
GPR6	HMDB0252714
TAAR6	HMDB0252714
TAAR8	HMDB0252714
TAAR1	HMDB0252714
HTR2C	HMDB0252714
GPR119	HMDB0252714
NPFFR1	HMDB0252714
ADRA2A	HMDB0252714
MCHR2	HMDB0252714
GPR26	HMDB0252714
HTR5A	HMDB0252714
HTR6	HMDB0252714
PTGIR	HMDB0252714
CCR2	HMDB0252714
CCR5	HMDB0252714
PTGER1	HMDB0252714
SSTR5	HMDB0252714
CCKAR	HMDB0252714
CCR1	HMDB0252714
RHO	HMDB0252714
GPR85	HMDB0252714
GPR101	HMDB0252714
AVPR1A	HMDB0252714
GALR1	HMDB0252714
MC4R	HMDB0252714
GPR22	HMDB0252714
PTGER4	HMDB0252714
GPR27	HMDB0252714
PTGDR	HMDB0252714
NTSR2	HMDB0252714
PROKR1	HMDB0252714
CXCR6	HMDB0252714
ADORA2B	HMDB0252714
ADRB2	HMDB0252714
NMUR1	HMDB0252714
DRD5	HMDB0252714
GPR37	HMDB0252714
ADRA1B	HMDB0252714
LTB4R	HMDB0252714
HTR1E	HMDB0252714
NPFFR2	HMDB0252714
ADORA1	HMDB0252714
GPR151	HMDB0252714
GPR148	HMDB0252714
TRHR	HMDB0252714
GPR88	HMDB0252714
EDNRA	HMDB0252714
HTR1A	HMDB0252714
MC5R	HMDB0252714
GPR62	HMDB0252714
HTR1F	HMDB0252714
UTS2R	HMDB0252714
OXTR	HMDB0252714
GPR39	HMDB0252714
RXFP3	HMDB0252714
GALR2	HMDB0252714
NPBWR1	HMDB0252714
