symbol	hmdb_id
DRD3	HMDB0253410
QRFPR	HMDB0253410
GPR135	HMDB0253410
HRH1	HMDB0253410
LPAR2	HMDB0253410
GPR61	HMDB0253410
ADRA2C	HMDB0253410
CXCR4	HMDB0253410
TBXA2R	HMDB0253410
OPRM1	HMDB0253410
LTB4R2	HMDB0253410
CCR3	HMDB0253410
MC1R	HMDB0253410
GPR176	HMDB0253410
GPR139	HMDB0253410
CYP3A5	HMDB0015312
CYP4F11	HMDB0015312
CYP2C9	HMDB0015312
CYP2C18	HMDB0015312
CYP2A7	HMDB0015312
CYP2S1	HMDB0015312
CYP4F12	HMDB0015312
CYP2B6	HMDB0015312
CYP2A13	HMDB0015312
CYP2F1	HMDB0015312
CYP4Z1	HMDB0015312
NR1I2	HMDB0015312
CYP3A7	HMDB0015312
CYP3A4	HMDB0015312
CYP1A2	HMDB0015312
CYP2D6	HMDB0015312
CYP2J2	HMDB0015312
CYP2C8	HMDB0015312
CYP2C19	HMDB0015312
CYP4X1	HMDB0015312
CYP4B1	HMDB0015312
CYP1A1	HMDB0015312
DRD4	HMDB0253384
BDKRB1	HMDB0253384
PROKR2	HMDB0253384
MLNR	HMDB0253384
GNRHR	HMDB0253384
GPR63	HMDB0253384
ODC1	HMDB0253384
KISS1R	HMDB0253384
GRIN3B	HMDB0253384
OPRD1	HMDB0253384
PRLHR	HMDB0253384
GHSR	HMDB0253384
GPR83	HMDB0253384
MC3R	HMDB0253384
PTGER2	HMDB0253384
MCHR1	HMDB0253384
GALR3	HMDB0253384
OPN1SW	HMDB0253384
SSTR4	HMDB0253384
NMUR2	HMDB0253384
HRH4	HMDB0253384
APLNR	HMDB0253384
TAAR5	HMDB0253384
NMBR	HMDB0253384
HTR2B	HMDB0253384
GPR45	HMDB0253384
KCNH2	HMDB0253384
GRIN2D	HMDB0253384
OPRK1	HMDB0253384
GPR84	HMDB0253384
SSTR1	HMDB0253384
GPR65	HMDB0253384
ACKR3	HMDB0253384
AGTR1	HMDB0253384
GPR6	HMDB0253384
TAAR6	HMDB0253384
TAAR8	HMDB0253384
TAAR1	HMDB0253384
HTR2C	HMDB0253384
GPR119	HMDB0253384
SIGMAR1	HMDB0253384
NPFFR1	HMDB0253384
ADRA2A	HMDB0253384
MCHR2	HMDB0253384
GPR26	HMDB0253384
HTR5A	HMDB0253384
HTR6	HMDB0253384
PTGIR	HMDB0253384
CCR2	HMDB0253384
CCR5	HMDB0253384
PTGER1	HMDB0253384
GRIN2C	HMDB0253384
CELA1	HMDB0253384
SSTR5	HMDB0253384
CCKAR	HMDB0253384
CCR1	HMDB0253384
RHO	HMDB0253384
GPR85	HMDB0253384
GPR101	HMDB0253384
AVPR1A	HMDB0253384
GALR1	HMDB0253384
MC4R	HMDB0253384
GPR22	HMDB0253384
PTGER4	HMDB0253384
GPR27	HMDB0253384
PTGDR	HMDB0253384
NTSR2	HMDB0253384
PROKR1	HMDB0253384
CXCR6	HMDB0253384
ADORA2B	HMDB0253384
ADRB2	HMDB0253384
NMUR1	HMDB0253384
DRD5	HMDB0253384
GPR37	HMDB0253384
ADRA1B	HMDB0253384
LTB4R	HMDB0253384
HTR1E	HMDB0253384
NPFFR2	HMDB0253384
ADORA1	HMDB0253384
GPR151	HMDB0253384
GPR148	HMDB0253384
TRHR	HMDB0253384
GPR88	HMDB0253384
EDNRA	HMDB0253384
HTR1A	HMDB0253384
MC5R	HMDB0253384
GPR62	HMDB0253384
HTR1F	HMDB0253384
UTS2R	HMDB0253384
OXTR	HMDB0253384
GPR39	HMDB0253384
RXFP3	HMDB0253384
GALR2	HMDB0253384
NPBWR1	HMDB0253384
GPR173	HMDB0253384
GRIN2A	HMDB0253384
NPY2R	HMDB0253384
CCR4	HMDB0253384
GPR19	HMDB0253384
MC2R	HMDB0253384
GPR142	HMDB0253384
CCKBR	HMDB0253384
ADORA2A	HMDB0253384
OPRL1	HMDB0253384
HTR7	HMDB0253384
AVPR2	HMDB0253384
NPY5R	HMDB0253384
HRH3	HMDB0253384
ADRB3	HMDB0253384
PTGER3	HMDB0253384
SSTR2	HMDB0253384
CCR9	HMDB0253384
LPAR1	HMDB0253384
NPSR1	HMDB0253384
HTR4	HMDB0253384
NPY1R	HMDB0253384
DRD2	HMDB0253384
GRIN3A	HMDB0253384
OPN3	HMDB0253384
AVPR1B	HMDB0253384
GPR37L1	HMDB0253384
GPR52	HMDB0253384
TAAR2	HMDB0253384
RXFP4	HMDB0253384
ADRB1	HMDB0253384
CNR1	HMDB0253384
NPBWR2	HMDB0253384
HTR1B	HMDB0253384
OPN1LW	HMDB0253384
NTSR1	HMDB0253384
LPAR3	HMDB0253384
BRS3	HMDB0253384
PTGFR	HMDB0253384
HCRTR2	HMDB0253384
OPN5	HMDB0253384
FFAR4	HMDB0253384
GRIN1	HMDB0253384
AGTR2	HMDB0253384
OPN4	HMDB0253384
GPR21	HMDB0253384
HCRTR1	HMDB0253384
GPR3	HMDB0253384
NPY4R	HMDB0253384
CNR2	HMDB0253384
EDNRB	HMDB0253384
HRH2	HMDB0253384
ADRA1D	HMDB0253384
GPR150	HMDB0253384
GRPR	HMDB0253384
ADRA1A	HMDB0253384
GPR12	HMDB0253384
GPR78	HMDB0253384
DRD3	HMDB0253384
QRFPR	HMDB0253384
GPR135	HMDB0253384
HRH1	HMDB0253384
LPAR2	HMDB0253384
GPR61	HMDB0253384
ADRA2C	HMDB0253384
CXCR4	HMDB0253384
TBXA2R	HMDB0253384
OPRM1	HMDB0253384
LTB4R2	HMDB0253384
CCR3	HMDB0253384
MC1R	HMDB0253384
GPR176	HMDB0253384
GPR139	HMDB0253384
NR1I2	HMDB0246816
ABCG2	HMDB0253412
CHI3L1	HMDB0253412
KCNH2	HMDB0253412
CASP3	HMDB0253412
TOP1MT	HMDB0253412
CHIA	HMDB0253412
TOP1	HMDB0253412
CHIT1	HMDB0253412
TOP2A	HMDB0253412
ESRRA	HMDB0253350
ESR1	HMDB0253350
NR3C1	HMDB0253350
NR1H2	HMDB0253350
RARA	HMDB0253350
NR0B2	HMDB0253350
THRA	HMDB0253350
AKT1	HMDB0253350
PPARG	HMDB0253350
NR2F6	HMDB0253350
GPER1	HMDB0253350
PPARD	HMDB0253350
NR2C2	HMDB0253350
PGR	HMDB0253350
NR2F1	HMDB0253350
RARB	HMDB0253350
NR2C1	HMDB0253350
NR1I2	HMDB0253350
NR3C2	HMDB0253350
ESR2	HMDB0253350
THRB	HMDB0253350
RXRG	HMDB0253350
NR1I3	HMDB0253350
NR2E1	HMDB0253350
RXRB	HMDB0253350
AR	HMDB0253350
NR0B1	HMDB0253350
ESRRB	HMDB0253350
NR2F2	HMDB0253350
RARG	HMDB0253350
ESRRG	HMDB0253350
NR1H3	HMDB0253350
RXRA	HMDB0253350
NR6A1	HMDB0253350
NR1H4	HMDB0253350
VDR	HMDB0253350
DRD4	HMDB0242629
BDKRB1	HMDB0242629
PROKR2	HMDB0242629
MLNR	HMDB0242629
MMP2	HMDB0242629
GNRHR	HMDB0242629
GPR63	HMDB0242629
KISS1R	HMDB0242629
OPRD1	HMDB0242629
PRLHR	HMDB0242629
GHSR	HMDB0242629
GPR83	HMDB0242629
MC3R	HMDB0242629
PTGER2	HMDB0242629
MCHR1	HMDB0242629
GALR3	HMDB0242629
OPN1SW	HMDB0242629
SSTR4	HMDB0242629
NMUR2	HMDB0242629
HRH4	HMDB0242629
APLNR	HMDB0242629
TAAR5	HMDB0242629
NMBR	HMDB0242629
HTR2B	HMDB0242629
GPR45	HMDB0242629
KCNH2	HMDB0242629
OPRK1	HMDB0242629
GPR84	HMDB0242629
SSTR1	HMDB0242629
GPR65	HMDB0242629
ACKR3	HMDB0242629
AGTR1	HMDB0242629
GPR6	HMDB0242629
TAAR6	HMDB0242629
TAAR8	HMDB0242629
TAAR1	HMDB0242629
HTR2C	HMDB0242629
GPR119	HMDB0242629
NPFFR1	HMDB0242629
ADRA2A	HMDB0242629
MCHR2	HMDB0242629
GPR26	HMDB0242629
HTR5A	HMDB0242629
HTR6	HMDB0242629
PTGIR	HMDB0242629
CCR2	HMDB0242629
CCR5	HMDB0242629
PTGER1	HMDB0242629
SSTR5	HMDB0242629
CCKAR	HMDB0242629
CCR1	HMDB0242629
RHO	HMDB0242629
GPR85	HMDB0242629
GPR101	HMDB0242629
AVPR1A	HMDB0242629
GALR1	HMDB0242629
MC4R	HMDB0242629
RRM1	HMDB0242629
GPR22	HMDB0242629
PTGER4	HMDB0242629
GPR27	HMDB0242629
PTGDR	HMDB0242629
NTSR2	HMDB0242629
PROKR1	HMDB0242629
CXCR6	HMDB0242629
ADORA2B	HMDB0242629
ADRB2	HMDB0242629
NMUR1	HMDB0242629
DRD5	HMDB0242629
GPR37	HMDB0242629
ADRA1B	HMDB0242629
LTB4R	HMDB0242629
HTR1E	HMDB0242629
NPFFR2	HMDB0242629
ADORA1	HMDB0242629
GPR151	HMDB0242629
GPR148	HMDB0242629
TRHR	HMDB0242629
GPR88	HMDB0242629
EDNRA	HMDB0242629
HTR1A	HMDB0242629
MC5R	HMDB0242629
GPR62	HMDB0242629
HTR1F	HMDB0242629
UTS2R	HMDB0242629
OXTR	HMDB0242629
GPR39	HMDB0242629
RXFP3	HMDB0242629
GALR2	HMDB0242629
NPBWR1	HMDB0242629
GPR173	HMDB0242629
NPY2R	HMDB0242629
CCR4	HMDB0242629
GPR19	HMDB0242629
MC2R	HMDB0242629
GPR142	HMDB0242629
CCKBR	HMDB0242629
ADORA2A	HMDB0242629
OPRL1	HMDB0242629
HTR7	HMDB0242629
AVPR2	HMDB0242629
NPY5R	HMDB0242629
HRH3	HMDB0242629
ADRB3	HMDB0242629
PTGER3	HMDB0242629
SSTR2	HMDB0242629
CCR9	HMDB0242629
LPAR1	HMDB0242629
NPSR1	HMDB0242629
HTR4	HMDB0242629
NPY1R	HMDB0242629
DRD2	HMDB0242629
OPN3	HMDB0242629
AVPR1B	HMDB0242629
GPR37L1	HMDB0242629
GPR52	HMDB0242629
TAAR2	HMDB0242629
RXFP4	HMDB0242629
ADRB1	HMDB0242629
CNR1	HMDB0242629
NPBWR2	HMDB0242629
HTR1B	HMDB0242629
OPN1LW	HMDB0242629
NTSR1	HMDB0242629
LPAR3	HMDB0242629
BRS3	HMDB0242629
PTGFR	HMDB0242629
HCRTR2	HMDB0242629
OPN5	HMDB0242629
FFAR4	HMDB0242629
AGTR2	HMDB0242629
OPN4	HMDB0242629
MMP9	HMDB0242629
GPR21	HMDB0242629
HCRTR1	HMDB0242629
GPR3	HMDB0242629
NPY4R	HMDB0242629
CNR2	HMDB0242629
EDNRB	HMDB0242629
HRH2	HMDB0242629
ADRA1D	HMDB0242629
GPR150	HMDB0242629
GRPR	HMDB0242629
ADRA1A	HMDB0242629
GPR12	HMDB0242629
GPR78	HMDB0242629
DRD3	HMDB0242629
QRFPR	HMDB0242629
GPR135	HMDB0242629
LPAR2	HMDB0242629
GPR61	HMDB0242629
ADRA2C	HMDB0242629
CXCR4	HMDB0242629
TBXA2R	HMDB0242629
OPRM1	HMDB0242629
LTB4R2	HMDB0242629
CCR3	HMDB0242629
MC1R	HMDB0242629
GPR176	HMDB0242629
GPR139	HMDB0242629
HTR1A	HMDB0015554
ADRA2A	HMDB0015452
ADRA1B	HMDB0015452
ADRB1	HMDB0015452
ADRA1D	HMDB0015452
ADRA1A	HMDB0015452
ADRA2C	HMDB0015452
SLC22A4	HMDB0014426
CYP3A5	HMDB0014426
CYP4F11	HMDB0014426
KCNH2	HMDB0014426
TRPA1	HMDB0014426
SLC1A1	HMDB0014426
TMPRSS11D	HMDB0014426
CYP2C18	HMDB0014426
CYP2A7	HMDB0014426
CYP2S1	HMDB0014426
CASP3	HMDB0014426
TRPM7	HMDB0014426
CYP4F12	HMDB0014426
NFKBIZ	HMDB0014426
SCN5A	HMDB0014426
CYP2A13	HMDB0014426
CYP2F1	HMDB0014426
CYP4Z1	HMDB0014426
NR1I2	HMDB0014426
CYP3A7	HMDB0014426
NOS1	HMDB0014426
CYP3A4	HMDB0014426
CYP1A2	HMDB0014426
ATP2A1	HMDB0014426
CES1	HMDB0014426
CYP2D6	HMDB0014426
CYP2J2	HMDB0014426
CYP2C8	HMDB0014426
CYP4X1	HMDB0014426
CYP4B1	HMDB0014426
CYP1A1	HMDB0014426
TRPV1	HMDB0014426
SCN9A	HMDB0014426
SCN10A	HMDB0014426
SCN4A	HMDB0014426
TRPV1	HMDB0014426
GAD2	HMDB0014918
ABAT	HMDB0014918
KDM1B	HMDB0014918
AOC3	HMDB0014918
CYP2B6	HMDB0014918
CYP3A4	HMDB0014918
MAOA	HMDB0014918
CYP2D6	HMDB0014918
CYP2C8	HMDB0014918
CYP2C19	HMDB0014918
MAOB	HMDB0014918
TH	HMDB0014918
KDM1A	HMDB0014918
CFTR	HMDB0001925
PLAT	HMDB0001925
MPO	HMDB0001925
HSPA8	HMDB0001925
ALOX12	HMDB0001925
FABP4	HMDB0001925
CYP2C9	HMDB0001925
FABP2	HMDB0001925
SLC22A9	HMDB0001925
TMPRSS11D	HMDB0001925
PPARG	HMDB0001925
ALOX15	HMDB0001925
HPGD	HMDB0001925
CYP7A1	HMDB0001925
SLC22A11	HMDB0001925
UGT1A1	HMDB0001925
BACE1	HMDB0001925
TPO	HMDB0001925
NOS2	HMDB0001925
BCL2	HMDB0001925
PTGS1	HMDB0001925
SLC22A1	HMDB0001925
MAPKAPK2	HMDB0001925
PTGS2	HMDB0001925
CHUK	HMDB0001925
CYP2C8	HMDB0001925
SLC22A7	HMDB0001925
ALOX5	HMDB0001925
SLC22A6	HMDB0001925
ALOX15B	HMDB0001925
AKR1C3	HMDB0001925
SLC5A8	HMDB0001925
PDE4B	HMDB0015614
PDE4D	HMDB0015614
PDE4C	HMDB0015614
PDE3A	HMDB0015614
CYSLTR1	HMDB0015614
DRD4	HMDB0253321
BDKRB1	HMDB0253321
PROKR2	HMDB0253321
MLNR	HMDB0253321
GNRHR	HMDB0253321
GPR63	HMDB0253321
KISS1R	HMDB0253321
OPRD1	HMDB0253321
PRLHR	HMDB0253321
GHSR	HMDB0253321
GPR83	HMDB0253321
MC3R	HMDB0253321
PTGER2	HMDB0253321
MCHR1	HMDB0253321
GALR3	HMDB0253321
OPN1SW	HMDB0253321
SSTR4	HMDB0253321
NMUR2	HMDB0253321
HRH4	HMDB0253321
APLNR	HMDB0253321
TAAR5	HMDB0253321
NMBR	HMDB0253321
HTR2B	HMDB0253321
GPR45	HMDB0253321
BIRC3	HMDB0253321
SLC5A7	HMDB0253321
OPRK1	HMDB0253321
GPR84	HMDB0253321
SSTR1	HMDB0253321
GPR65	HMDB0253321
ACKR3	HMDB0253321
AGTR1	HMDB0253321
GPR6	HMDB0253321
TAAR6	HMDB0253321
TAAR8	HMDB0253321
TAAR1	HMDB0253321
HTR2C	HMDB0253321
GPR119	HMDB0253321
NPFFR1	HMDB0253321
ADRA2A	HMDB0253321
MCHR2	HMDB0253321
GPR26	HMDB0253321
HTR5A	HMDB0253321
HTR6	HMDB0253321
PTGIR	HMDB0253321
CCR2	HMDB0253321
CCR5	HMDB0253321
PTGER1	HMDB0253321
SSTR5	HMDB0253321
CCKAR	HMDB0253321
CCR1	HMDB0253321
RHO	HMDB0253321
GPR85	HMDB0253321
GPR101	HMDB0253321
AVPR1A	HMDB0253321
GALR1	HMDB0253321
MC4R	HMDB0253321
BIRC5	HMDB0253321
GPR22	HMDB0253321
PTGER4	HMDB0253321
GPR27	HMDB0253321
PTGDR	HMDB0253321
NTSR2	HMDB0253321
PROKR1	HMDB0253321
CXCR6	HMDB0253321
ADORA2B	HMDB0253321
ADRB2	HMDB0253321
NMUR1	HMDB0253321
DRD5	HMDB0253321
GPR37	HMDB0253321
ADRA1B	HMDB0253321
LTB4R	HMDB0253321
HTR1E	HMDB0253321
NPFFR2	HMDB0253321
ADORA1	HMDB0253321
GPR151	HMDB0253321
GPR148	HMDB0253321
TRHR	HMDB0253321
GPR88	HMDB0253321
EDNRA	HMDB0253321
HTR1A	HMDB0253321
MC5R	HMDB0253321
GPR62	HMDB0253321
HTR1F	HMDB0253321
UTS2R	HMDB0253321
OXTR	HMDB0253321
GPR39	HMDB0253321
RXFP3	HMDB0253321
GALR2	HMDB0253321
NPBWR1	HMDB0253321
GPR173	HMDB0253321
NPY2R	HMDB0253321
CCR4	HMDB0253321
GPR19	HMDB0253321
MC2R	HMDB0253321
GPR142	HMDB0253321
CCKBR	HMDB0253321
ADORA2A	HMDB0253321
OPRL1	HMDB0253321
HTR7	HMDB0253321
AVPR2	HMDB0253321
NPY5R	HMDB0253321
HRH3	HMDB0253321
ADRB3	HMDB0253321
PTGER3	HMDB0253321
SSTR2	HMDB0253321
CCR9	HMDB0253321
LPAR1	HMDB0253321
NPSR1	HMDB0253321
HTR4	HMDB0253321
NPY1R	HMDB0253321
DRD2	HMDB0253321
OPN3	HMDB0253321
AVPR1B	HMDB0253321
GPR37L1	HMDB0253321
GPR52	HMDB0253321
TAAR2	HMDB0253321
RXFP4	HMDB0253321
ADRB1	HMDB0253321
CNR1	HMDB0253321
NPBWR2	HMDB0253321
HTR1B	HMDB0253321
OPN1LW	HMDB0253321
NTSR1	HMDB0253321
LPAR3	HMDB0253321
BRS3	HMDB0253321
PTGFR	HMDB0253321
HCRTR2	HMDB0253321
OPN5	HMDB0253321
FFAR4	HMDB0253321
AGTR2	HMDB0253321
OPN4	HMDB0253321
GPR21	HMDB0253321
HCRTR1	HMDB0253321
GPR3	HMDB0253321
NPY4R	HMDB0253321
CNR2	HMDB0253321
EDNRB	HMDB0253321
HRH2	HMDB0253321
ADRA1D	HMDB0253321
GPR150	HMDB0253321
GRPR	HMDB0253321
ADRA1A	HMDB0253321
GPR12	HMDB0253321
GPR78	HMDB0253321
DRD3	HMDB0253321
QRFPR	HMDB0253321
GPR135	HMDB0253321
LPAR2	HMDB0253321
GPR61	HMDB0253321
ADRA2C	HMDB0253321
CXCR4	HMDB0253321
TBXA2R	HMDB0253321
OPRM1	HMDB0253321
LTB4R2	HMDB0253321
CCR3	HMDB0253321
MC1R	HMDB0253321
GPR176	HMDB0253321
GPR139	HMDB0253321
MAPK1	HMDB0030463
MAPK3	HMDB0030463
AKT1	HMDB0030463
NR1I2	HMDB0030463
CYP3A4	HMDB0030463
TRPC6	HMDB0030463
PTGS1	HMDB0030463
MMP9	HMDB0030463
ALOX5	HMDB0030463
CYP1A1	HMDB0030463
KCNJ13	HMDB0242263
CHRM3	HMDB0242263
ABCB11	HMDB0242263
BCHE	HMDB0242263
SLC22A3	HMDB0242263
HTR2C	HMDB0242263
MMP10	HMDB0242263
ANPEP	HMDB0242263
ACHE	HMDB0242263
CHRM1	HMDB0242263
CHRM2	HMDB0242263
LVRN	HMDB0242263
CES1	HMDB0242263
ADCY10	HMDB0242263
CEL	HMDB0242263
ADRA1D	HMDB0242263
CHRM5	HMDB0242263
HRH1	HMDB0242263
CHRM4	HMDB0242263
HRH4	HMDB0014697
KCNH2	HMDB0014697
HTR6	HMDB0014697
HRH3	HMDB0014697
CYP2D6	HMDB0014697
HRH2	HMDB0014697
HRH1	HMDB0014697
SLC22A4	HMDB0015140
CDC7	HMDB0015140
SLC22A5	HMDB0015140
SLC14A2	HMDB0015140
SLCO1B1	HMDB0015140
SLCO1B3	HMDB0015140
CA2	HMDB0015140
RRM1	HMDB0015140
SLCO1A2	HMDB0015140
CASP3	HMDB0015140
TYMS	HMDB0015140
CYP3A4	HMDB0015140
RRM2	HMDB0015140
ALOX5	HMDB0015140
CHEK2	HMDB0015140
SLC14A1	HMDB0015140
BCHE	HMDB0042058
ACHE	HMDB0042058
CES1	HMDB0042058
CEL	HMDB0042058
ESR1	HMDB0247844
GPER1	HMDB0247844
CYP3A4	HMDB0247844
ESR2	HMDB0247844
MAPK7	HMDB0015549
CASP3	HMDB0015549
CA12	HMDB0014912
CA2	HMDB0014912
ATP1A1	HMDB0014912
CA4	HMDB0014912
CA9	HMDB0014912
SLC12A1	HMDB0014912
CYP26B1	HMDB0244354
CYP3A5	HMDB0244354
NR3C1	HMDB0244354
MMP13	HMDB0244354
UCP1	HMDB0244354
ABCB1	HMDB0244354
CYP11A1	HMDB0244354
SLC6A3	HMDB0244354
REN	HMDB0244354
NOTCH1	HMDB0244354
ABCC3	HMDB0244354
CYP11B1	HMDB0244354
GPER1	HMDB0244354
KLK1	HMDB0244354
PLG	HMDB0244354
HTR1A	HMDB0244354
HSD11B2	HMDB0244354
CYP11B2	HMDB0244354
NOS2	HMDB0244354
MC2R	HMDB0244354
NR1I2	HMDB0244354
CYP3A7	HMDB0244354
CYP3A4	HMDB0244354
NR3C2	HMDB0244354
SSTR2	HMDB0244354
PLA2G4A	HMDB0244354
PTGS2	HMDB0244354
HSD3B2	HMDB0244354
CYP17A1	HMDB0244354
CXCR4	HMDB0244354
CYP21A2	HMDB0244354
TDO2	HMDB0244354
CA12	HMDB0001928
AQP2	HMDB0001928
ACE2	HMDB0001928
TRPV5	HMDB0001928
REN	HMDB0001928
CA2	HMDB0001928
ACE	HMDB0001928
AQP3	HMDB0001928
CA4	HMDB0001928
ABCC4	HMDB0001928
CA9	HMDB0001928
SLC12A1	HMDB0001928
SLC12A3	HMDB0001928
ESR1	HMDB0015400
REN	HMDB0015400
AOC3	HMDB0015400
RARB	HMDB0015400
DAPK1	HMDB0015400
DNMT1	HMDB0015400
CEL	HMDB0015400
TH	HMDB0015400
ABCB5	HMDB0015400
NR1I2	HMDB0253234
CYP2D6	HMDB0253234
MMP13	HMDB0251987
ADAMTS3	HMDB0251987
KLK4	HMDB0251987
ADAMTS4	HMDB0251987
MMP9	HMDB0251987
CD4	HMDB0041901
ATP12A	HMDB0041901
ATP4A	HMDB0041901
CDK2	HMDB0041901
AKT1	HMDB0041901
ATR	HMDB0041901
TRPM1	HMDB0041901
HDAC8	HMDB0035213
HDAC2	HMDB0035213
ESR1	HMDB0032567
GSR	HMDB0032567
CAT	HMDB0032567
TGM2	HMDB0032567
ADRB2	HMDB0253162
ADRB3	HMDB0253162
ADRB1	HMDB0253162
AKR1B1	HMDB0253156
AKR1C3	HMDB0253156
PLD2	HMDB0254735
ABCB1	HMDB0254735
AKT1	HMDB0254735
PLA2G1B	HMDB0254735
PLD1	HMDB0254735
ALOX5	HMDB0254735
ESR1	HMDB0014894
MAPK1	HMDB0014894
MAPK14	HMDB0014894
ADORA2A	HMDB0014894
CYP1A2	HMDB0014894
ESR2	HMDB0014894
PTGS2	HMDB0014894
CYP2C19	HMDB0014894
CAT	HMDB0030746
CDK4	HMDB0030746
CDK2	HMDB0030746
NOTCH1	HMDB0030746
TMPRSS11D	HMDB0030746
PPARG	HMDB0030746
NR1I2	HMDB0030746
MMP2	HMDB0253109
MMP1	HMDB0253109
HSP90AA1	HMDB0253109
SRC	HMDB0253109
MAPK1	HMDB0253094
ABCG2	HMDB0253094
RAF1	HMDB0253094
MAP2K2	HMDB0253094
MAPK3	HMDB0253094
MAP2K1	HMDB0253094
CASP9	HMDB0253094
ESR2	HMDB0253094
SLC22A1	HMDB0253094
PTGS2	HMDB0253094
ABCC2	HMDB0253094
GABRA1	HMDB0015290
ATP5F1D	HMDB0015290
GRIN3B	HMDB0015290
CYP2E1	HMDB0015290
KCNH2	HMDB0015290
KCNN4	HMDB0015290
TMPRSS11D	HMDB0015290
KCNJ3	HMDB0015290
RHO	HMDB0015290
CYP2A6	HMDB0015290
KCNK9	HMDB0015290
KCNK3	HMDB0015290
CYP2B6	HMDB0015290
GRIN2A	HMDB0015290
CYP3A4	HMDB0015290
PTK2	HMDB0015290
KCNK5	HMDB0015290
RYR1	HMDB0015290
NPSR1	HMDB0015290
GRIN3A	HMDB0015290
RYR2	HMDB0015290
KCNB1	HMDB0015290
RYR3	HMDB0015290
GLRA1	HMDB0015290
DRD4	HMDB0014645
BDKRB1	HMDB0014645
PROKR2	HMDB0014645
MLNR	HMDB0014645
SLC6A2	HMDB0014645
CYP3A5	HMDB0014645
GNRHR	HMDB0014645
GPR63	HMDB0014645
KISS1R	HMDB0014645
GRIN3B	HMDB0014645
OPRD1	HMDB0014645
ABCG2	HMDB0014645
PRLHR	HMDB0014645
GHSR	HMDB0014645
PDE1B	HMDB0014645
GPR83	HMDB0014645
MC3R	HMDB0014645
PTGER2	HMDB0014645
MCHR1	HMDB0014645
GALR3	HMDB0014645
OPN1SW	HMDB0014645
SSTR4	HMDB0014645
NMUR2	HMDB0014645
CHRM3	HMDB0014645
HRH4	HMDB0014645
APLNR	HMDB0014645
TAAR5	HMDB0014645
NMBR	HMDB0014645
HTR2B	HMDB0014645
GPR45	HMDB0014645
HTR3B	HMDB0014645
KCNH2	HMDB0014645
GRIN2D	HMDB0014645
OPRK1	HMDB0014645
ABCB1	HMDB0014645
GPR84	HMDB0014645
SSTR1	HMDB0014645
GPR65	HMDB0014645
AKT1	HMDB0014645
ACKR3	HMDB0014645
AGTR1	HMDB0014645
GPR6	HMDB0014645
TAAR6	HMDB0014645
TAAR8	HMDB0014645
TAAR1	HMDB0014645
HTR2C	HMDB0014645
GPR119	HMDB0014645
SIGMAR1	HMDB0014645
NPFFR1	HMDB0014645
SLC1A2	HMDB0014645
ADRA2A	HMDB0014645
MCHR2	HMDB0014645
GPR26	HMDB0014645
HTR5A	HMDB0014645
HMGCR	HMDB0014645
HTR6	HMDB0014645
PTGIR	HMDB0014645
CCR2	HMDB0014645
CCR5	HMDB0014645
PTGER1	HMDB0014645
GRIN2C	HMDB0014645
SSTR5	HMDB0014645
CCKAR	HMDB0014645
CCR1	HMDB0014645
RHO	HMDB0014645
GPR85	HMDB0014645
GPR101	HMDB0014645
AVPR1A	HMDB0014645
GALR1	HMDB0014645
MC4R	HMDB0014645
GPR22	HMDB0014645
PTGER4	HMDB0014645
GPR27	HMDB0014645
PTGDR	HMDB0014645
NTSR2	HMDB0014645
PROKR1	HMDB0014645
CXCR6	HMDB0014645
ADORA2B	HMDB0014645
ADRB2	HMDB0014645
NMUR1	HMDB0014645
DRD5	HMDB0014645
GPR37	HMDB0014645
CHRM1	HMDB0014645
ADRA1B	HMDB0014645
LTB4R	HMDB0014645
HTR1E	HMDB0014645
NPFFR2	HMDB0014645
ADORA1	HMDB0014645
GPR151	HMDB0014645
GPR148	HMDB0014645
TRHR	HMDB0014645
GPR88	HMDB0014645
EDNRA	HMDB0014645
HTR1A	HMDB0014645
MC5R	HMDB0014645
GPR62	HMDB0014645
KCND3	HMDB0014645
CHRM2	HMDB0014645
HTR3C	HMDB0014645
HTR1F	HMDB0014645
UTS2R	HMDB0014645
OXTR	HMDB0014645
GPR39	HMDB0014645
RXFP3	HMDB0014645
GALR2	HMDB0014645
NPBWR1	HMDB0014645
GPR173	HMDB0014645
GRIN2A	HMDB0014645
NPY2R	HMDB0014645
CCR4	HMDB0014645
GPR19	HMDB0014645
MC2R	HMDB0014645
HSP90AA1	HMDB0014645
GPR142	HMDB0014645
HTR3E	HMDB0014645
CCKBR	HMDB0014645
ADORA2A	HMDB0014645
OPRL1	HMDB0014645
CYP3A7	HMDB0014645
RTN4	HMDB0014645
CYP3A4	HMDB0014645
HTR7	HMDB0014645
AVPR2	HMDB0014645
NPY5R	HMDB0014645
CYP1A2	HMDB0014645
HRH3	HMDB0014645
ADRB3	HMDB0014645
HTR3A	HMDB0014645
PTGER3	HMDB0014645
SSTR2	HMDB0014645
CCR9	HMDB0014645
GAD1	HMDB0014645
LPAR1	HMDB0014645
NPSR1	HMDB0014645
NR4A1	HMDB0014645
CYP2D6	HMDB0014645
HTR4	HMDB0014645
NPY1R	HMDB0014645
DRD2	HMDB0014645
GRIN3A	HMDB0014645
OPN3	HMDB0014645
AVPR1B	HMDB0014645
GPR37L1	HMDB0014645
GPR52	HMDB0014645
