HMDB,GENE,direction
HMDB0001518,LOC344967,producing
HMDB0001518,AASDH,producing
HMDB0001518,ACSF2,producing
HMDB0001518,ACSF3,producing
HMDB0001931,HADHB,producing
HMDB0001931,ACAA2,producing
HMDB0001931,HADHA,producing
HMDB0001931,ACAA1,producing
HMDB0001931,ACOX1,producing
HMDB0001931,AMACR,producing
HMDB0001931,BAAT,producing
HMDB0001931,HSD17B4,producing
HMDB0001931,ECHS1,producing
HMDB0001931,SLC27A2,producing
HMDB0001931,SLC27A4,producing
HMDB0001931,SLC27A1,producing
HMDB0001931,SLC27A3,producing
HMDB0001931,HSD17B10,producing
HMDB0001931,HADH,producing
HMDB0001931,ACOX3,producing
HMDB0001931,ACOT2,producing
HMDB0001931,ACOT8,producing
HMDB0001931,ACOT4,producing
HMDB0001931,ACOT7,producing
HMDB0001931,ACOT1,producing
HMDB0001931,LOC344967,producing
HMDB0001931,AASDH,producing
HMDB0001931,ACSF2,producing
HMDB0001931,ACSF3,producing
HMDB0000902,HADHB,producing
HMDB0000902,HADHA,producing
HMDB0000902,HSD17B10,producing
HMDB0000902,HADH,producing
HMDB0303997,HADHB,producing
HMDB0303997,HADHA,producing
HMDB0303997,HSD17B10,producing
HMDB0303997,HADH,producing
HMDB0000902,PYCR1,producing
HMDB0000902,AMT,producing
HMDB0000123,AMT,producing
HMDB0001846,AMT,producing
HMDB0000902,NDUFAB1,producing
HMDB0000902,NDUFB9,producing
HMDB0000902,NDUFA6,producing
HMDB0000902,NDUFA12,producing
HMDB0000902,NDUFB3,producing
HMDB0000902,NDUFB4,producing
HMDB0000902,NDUFS6,producing
HMDB0000902,NDUFC2,producing
HMDB0000902,NDUFA3,producing
HMDB0000902,NDUFA1,producing
HMDB0000902,NDUFB6,producing
HMDB0000902,NDUFC1,producing
HMDB0000902,NDUFA10,producing
HMDB0000902,NDUFS5,producing
HMDB0000902,NDUFB10,producing
HMDB0000902,ND3,producing
HMDB0000902,TUSC3,producing
HMDB0000902,ND6,producing
HMDB0000902,ND4L,producing
HMDB0000902,NDUFB1,producing
HMDB0000902,NDUFA7,producing
HMDB0000902,NDUFA5,producing
HMDB0000902,ND4,producing
HMDB0000902,NDUFA4,producing
HMDB0000902,NDUFA13,producing
HMDB0000902,NDUFB8,producing
HMDB0000902,NDUFA9,producing
HMDB0000902,NDUFA11,producing
HMDB0000902,NDUFB5,producing
HMDB0000902,NDUFS4,producing
HMDB0000902,NDUFB7,producing
HMDB0000902,ND2,producing
HMDB0000902,NDUFA2,producing
HMDB0000902,NDUFA8,producing
HMDB0000902,NDUFB2,producing
HMDB0000902,ND1,producing
HMDB0000902,NDUFV3,producing
HMDB0000902,ND5,producing
HMDB0000902,NDUFB11,producing
HMDB0059661,NDUFAB1,producing
HMDB0059661,NDUFB9,producing
HMDB0059661,NDUFA6,producing
HMDB0059661,NDUFA12,producing
HMDB0059661,NDUFB3,producing
HMDB0059661,NDUFB4,producing
HMDB0059661,NDUFS6,producing
HMDB0059661,NDUFC2,producing
HMDB0059661,NDUFA3,producing
HMDB0059661,NDUFA1,producing
HMDB0059661,NDUFB6,producing
HMDB0059661,NDUFC1,producing
HMDB0059661,NDUFA10,producing
HMDB0059661,NDUFS5,producing
HMDB0059661,NDUFB10,producing
HMDB0059661,ND3,producing
HMDB0059661,TUSC3,producing
HMDB0059661,ND6,producing
HMDB0059661,ND4L,producing
HMDB0059661,NDUFB1,producing
HMDB0059661,NDUFA7,producing
HMDB0059661,NDUFA5,producing
HMDB0059661,ND4,producing
HMDB0059661,NDUFA4,producing
HMDB0059661,NDUFA13,producing
HMDB0059661,NDUFB8,producing
HMDB0059661,NDUFA9,producing
HMDB0059661,NDUFA11,producing
HMDB0059661,NDUFB5,producing
HMDB0059661,NDUFS4,producing
HMDB0059661,NDUFB7,producing
HMDB0059661,ND2,producing
HMDB0059661,NDUFA2,producing
HMDB0059661,NDUFA8,producing
HMDB0059661,NDUFB2,producing
HMDB0059661,ND1,producing
HMDB0059661,NDUFV3,producing
HMDB0059661,ND5,producing
HMDB0059661,NDUFB11,producing
HMDB0001423,HADHA,producing
HMDB0001484,HADHB,producing
HMDB0001484,HADHA,producing
HMDB0001967,GCAT,producing
HMDB0001149,GCAT,producing
HMDB0001423,SLC25A16,producing
HMDB0001423,GPAT4,producing
HMDB0001423,GPAM,producing
HMDB0001423,GPAT3,producing
HMDB0001423,GPAT2,producing
HMDB0001423,MCAT,producing
HMDB0060273,ALAS2,producing
HMDB0060273,ALAS1,producing
HMDB0002095,CPT1A,producing
HMDB0002095,CPT2,producing
HMDB0001423,DLST,producing
HMDB0001177,DLST,producing
HMDB0001423,BCKDHB,producing
HMDB0006868,BCKDHB,producing
HMDB0001423,AGPAT2,producing
HMDB0001423,AGPAT4,producing
HMDB0001423,AGPAT3,producing
HMDB0001423,AGPAT5,producing
HMDB0001423,AGPAT1,producing
HMDB0001423,MBOAT2,producing
HMDB0001423,ABHD5,producing
HMDB0001423,MBOAT1,producing
HMDB0001423,LCLAT1,producing
HMDB0007862,AGPAT2,producing
HMDB0007862,AGPAT4,producing
HMDB0007862,AGPAT3,producing
HMDB0007862,AGPAT5,producing
HMDB0007862,AGPAT1,producing
HMDB0007862,MBOAT2,producing
HMDB0007862,ABHD5,producing
HMDB0007862,MBOAT1,producing
HMDB0007862,LCLAT1,producing
HMDB0005066,CPT2,producing
HMDB0005066,CRAT,producing
HMDB0006317,CPT2,producing
HMDB0006317,CRAT,producing
HMDB0005065,CPT2,producing
HMDB0005065,CRAT,producing
HMDB0006464,CPT2,producing
HMDB0006464,CRAT,producing
HMDB0001967,AZIN2,producing
HMDB0001432,AZIN2,producing
HMDB0001967,GLDC,producing
HMDB0006239,DLD,producing
HMDB0006239,AMT,producing
HMDB0006239,GLDC,producing
HMDB0006239,GCSH,producing
HMDB0001275,MLYCD,producing
HMDB0001967,PISD,producing
HMDB0001526,PDHA2,producing
HMDB0001526,PDHB,producing
HMDB0001526,PDHA1,producing
HMDB0001177,OGDH,producing
HMDB0001967,TMEM91,producing
HMDB0006868,BCKDHA,producing
HMDB0006868,TMEM91,producing
HMDB0006867,BCKDHB,producing
HMDB0006867,BCKDHA,producing
HMDB0006867,TMEM91,producing
HMDB0006832,OGDH,producing
HMDB0059661,GCDH,producing
HMDB0006869,BCKDHB,producing
HMDB0006869,BCKDHA,producing
HMDB0006869,TMEM91,producing
HMDB0000985,DLST,producing
HMDB0001185,DMGDH,producing
HMDB0001185,SARDH,producing
HMDB0000271,DMGDH,producing
HMDB0000271,SARDH,producing
HMDB0001185,PCMT1,producing
HMDB0001185,TPMT,producing
HMDB0015167,TPMT,producing
HMDB0001185,CMTR1,producing
HMDB0001185,METTL3,producing
HMDB0001185,TRMT11,producing
HMDB0001185,TRMT1,producing
HMDB0001185,TRMT1L,producing
HMDB0001185,METTL1,producing
HMDB0001185,TRMU,producing
HMDB0001185,DPH5,producing
HMDB0011655,DPH5,producing
HMDB0000939,SLC25A26,producing
HMDB0001185,SLC25A26,producing
HMDB0001396,HNMT,producing
HMDB0041842,INMT,producing
HMDB0000939,SETD7,producing
HMDB0000939,SUV39H2,producing
HMDB0000939,EHMT2,producing
HMDB0000939,SETDB1,producing
HMDB0000939,DOT1L,producing
HMDB0000939,SETDB2,producing
HMDB0000939,SUV39H1,producing
HMDB0000939,EHMT1,producing
HMDB0000939,KMT2C,producing
HMDB0000939,KMT5A,producing
HMDB0000939,KMT2E,producing
HMDB0000939,SETD1A,producing
HMDB0000939,KMT2B,producing
HMDB0000939,NSD2,producing
HMDB0000939,KMT5B,producing
HMDB0000939,ASH1L,producing
HMDB0000939,KMT2A,producing
HMDB0000939,KMT5C,producing
HMDB0000939,SETD1B,producing
HMDB0000939,NSD3,producing
HMDB0000939,NSD1,producing
HMDB0000939,KMT2D,producing
HMDB0000939,SETMAR,producing
HMDB0000939,SETD2,producing
HMDB0000939,SMYD3,producing
HMDB0013287,SETD7,producing
HMDB0013287,SUV39H2,producing
HMDB0013287,EHMT2,producing
HMDB0013287,SETDB1,producing
HMDB0013287,DOT1L,producing
HMDB0013287,SETDB2,producing
HMDB0013287,SUV39H1,producing
HMDB0013287,EHMT1,producing
HMDB0013287,KMT2C,producing
HMDB0013287,KMT5A,producing
HMDB0013287,KMT2E,producing
HMDB0013287,SETD1A,producing
HMDB0013287,KMT2B,producing
HMDB0013287,NSD2,producing
HMDB0013287,KMT5B,producing
HMDB0013287,ASH1L,producing
HMDB0013287,KMT2A,producing
HMDB0013287,KMT5C,producing
HMDB0013287,SETD1B,producing
HMDB0013287,NSD3,producing
HMDB0013287,NSD1,producing
HMDB0013287,KMT2D,producing
HMDB0013287,SETMAR,producing
HMDB0013287,SETD2,producing
HMDB0013287,SMYD3,producing
HMDB0000939,RNMT,producing
HMDB0000181,SLC16A10,producing
HMDB0000181,SLC3A2,producing
HMDB0000181,SLC7A5,producing
HMDB0000687,SLC7A5,producing
HMDB0060281,DDC,producing
HMDB0004076,DDC,producing
HMDB0003947,ELOVL4,producing
HMDB0003947,ELOVL6,producing
HMDB0003947,ELOVL5,producing
HMDB0003947,ELOVL2,producing
HMDB0006267,ELOVL4,producing
HMDB0006267,ELOVL6,producing
HMDB0006267,ELOVL5,producing
HMDB0006267,ELOVL2,producing
HMDB0000450,PLOD2,producing
HMDB0000450,PLOD1,producing
HMDB0000450,PLOD3,producing
HMDB0001967,OXSM,producing
HMDB0060190,ELOVL4,producing
HMDB0060190,ELOVL6,producing
HMDB0060190,ELOVL5,producing
HMDB0060190,ELOVL2,producing
HMDB0060215,ELOVL4,producing
HMDB0060215,ELOVL6,producing
HMDB0060215,ELOVL5,producing
HMDB0060215,ELOVL2,producing
HMDB0001967,QPRT,producing
HMDB0000250,QPRT,producing
HMDB0001132,QPRT,producing
HMDB0001423,ELOVL1,producing
HMDB0001423,ELOVL3,producing
HMDB0001423,ELOVL7,producing
HMDB0006498,ELOVL4,producing
HMDB0006498,ELOVL5,producing
HMDB0006498,ELOVL2,producing
HMDB0006498,ELOVL1,producing
HMDB0006498,ELOVL3,producing
HMDB0006498,ELOVL7,producing
HMDB0060238,ELOVL4,producing
HMDB0060238,ELOVL6,producing
HMDB0060238,ELOVL5,producing
HMDB0060238,ELOVL2,producing
HMDB0060238,ELOVL1,producing
HMDB0060238,ELOVL3,producing
HMDB0060238,ELOVL7,producing
HMDB0001967,HIF1AN,producing
HMDB0001967,ASPH,producing
HMDB0000254,HIF1AN,producing
HMDB0000254,ASPH,producing
HMDB0001314,GUCY1B1,producing
HMDB0001314,GUCY1A1,producing
HMDB0000250,GUCY1B1,producing
HMDB0000250,GUCY1A1,producing
HMDB0002070,GOT2,producing
HMDB0000269,ASAH1,producing
HMDB0000269,ACER1,producing
HMDB0000269,ACER3,producing
HMDB0000269,ACER2,producing
HMDB0000269,ASAH2,producing
HMDB0002009,ACAD10,producing
HMDB0002009,ACAD11,producing
HMDB0002009,ACAD8,producing
HMDB0002009,ACAD9,producing
HMDB0001197,ACAD10,producing
HMDB0001197,ACAD11,producing
HMDB0001197,ACAD8,producing
HMDB0001197,ACAD9,producing
HMDB0059661,ACOX1,producing
HMDB0059661,ACOX3,producing
HMDB0001166,ECHDC2,producing
HMDB0004083,KYAT1,producing
HMDB0000148,FTCD,producing
HMDB0001534,FTCD,producing
HMDB0000978,KYAT1,producing
HMDB0000148,GGTLC1,producing
HMDB0000148,LOC102724197,producing
HMDB0000148,GGTLC2,producing
HMDB0000078,GGTLC1,producing
HMDB0000078,LOC102724197,producing
HMDB0000078,GGTLC2,producing
HMDB0003080,GGT5,producing
HMDB0003080,GGT1,producing
HMDB0003080,GGTLC1,producing
HMDB0003080,GGT2,producing
HMDB0003080,LOC102724197,producing
HMDB0003080,GGT7,producing
HMDB0003080,GGT6,producing
HMDB0003080,GGTLC2,producing
HMDB0002070,GOT1,producing
HMDB0000148,PPAT,producing
HMDB0000250,PPAT,producing
HMDB0001128,PPAT,producing
HMDB0000148,ACY3,producing
HMDB0000148,ACER3,producing
HMDB0000148,SIRT2,producing
HMDB0000148,SIRT6,producing
HMDB0000148,SIRT1,producing
HMDB0000148,SIRT5,producing
HMDB0000148,OARD1,producing
HMDB0000148,MACROD1,producing
HMDB0000148,NAAA,producing
HMDB0000148,SIRT3,producing
HMDB0000148,NTAQ1,producing
HMDB0000148,NTAN1,producing
HMDB0000148,MACROD2,producing
HMDB0000148,SIRT7,producing
HMDB0000123,ACY3,producing
HMDB0000123,ACER3,producing
HMDB0000123,SIRT2,producing
HMDB0000123,SIRT6,producing
HMDB0000123,SIRT1,producing
HMDB0000123,SIRT5,producing
HMDB0000123,OARD1,producing
HMDB0000123,MACROD1,producing
HMDB0000123,NAAA,producing
HMDB0000123,SIRT3,producing
HMDB0000123,NTAQ1,producing
HMDB0000123,NTAN1,producing
HMDB0000123,MACROD2,producing
HMDB0000123,SIRT7,producing
HMDB0001152,SLC7A5,producing
HMDB0000929,SLC7A5,producing
HMDB0000073,SLC6A2,producing
HMDB0000073,SLC22A2,producing
HMDB0000073,SLC22A5,producing
HMDB0000073,SLC22A3,producing
HMDB0006321,CPT1B,producing
HMDB0006321,CPT1C,producing
HMDB0006321,CPT1A,producing
HMDB0006460,CPT1B,producing
HMDB0006460,CPT1C,producing
HMDB0006460,CPT1A,producing
HMDB0006317,CPT1B,producing
HMDB0006317,CPT1C,producing
HMDB0006317,CPT1A,producing
HMDB0000848,CPT1B,producing
HMDB0000848,CPT1C,producing
HMDB0000848,CPT1A,producing
HMDB0005065,CPT1B,producing
HMDB0005065,CPT1C,producing
HMDB0005065,CPT1A,producing
HMDB0001423,DGAT2,producing
HMDB0001423,GNPAT,producing
HMDB0011750,GNPAT,producing
HMDB0006464,CPT1B,producing
HMDB0006464,CPT1C,producing
HMDB0006464,CPT1A,producing
HMDB0001423,SLC33A1,producing
HMDB0001423,PIGW,producing
HMDB0006347,CPT1B,producing
HMDB0006347,CPT1C,producing
HMDB0006347,CPT1A,producing
HMDB0006210,CPT1B,producing
HMDB0006210,CPT1C,producing
HMDB0006210,CPT1A,producing
HMDB0006469,CPT1B,producing
HMDB0006469,CPT1C,producing
HMDB0006469,CPT1A,producing
HMDB0006319,CPT1B,producing
HMDB0006319,CPT1C,producing
HMDB0006319,CPT1A,producing
HMDB0006318,CPT1B,producing
HMDB0006318,CPT1C,producing
HMDB0006318,CPT1A,producing
HMDB0001423,MOGAT1,producing
HMDB0001423,MOGAT2,producing
HMDB0001423,SOAT1,producing
HMDB0006463,CPT1B,producing
HMDB0006463,CPT1C,producing
HMDB0006463,CPT1A,producing
HMDB0000651,CPT1B,producing
HMDB0000651,CPT1C,producing
HMDB0000651,CPT1A,producing
HMDB0013205,CPT1B,producing
HMDB0013205,CPT1C,producing
HMDB0013205,CPT1A,producing
HMDB0013325,CPT1B,producing
HMDB0013325,CPT1C,producing
HMDB0013325,CPT1A,producing
HMDB0002250,CPT1B,producing
HMDB0002250,CPT1C,producing
HMDB0002250,CPT1A,producing
HMDB0005066,CPT1B,producing
HMDB0005066,CPT1C,producing
HMDB0005066,CPT1A,producing
HMDB0002014,CPT1B,producing
HMDB0002014,CPT1C,producing
HMDB0002014,CPT1A,producing
HMDB0000712,CPT1B,producing
HMDB0000712,CPT1C,producing
HMDB0000712,CPT1A,producing
HMDB0013336,CPT1B,producing
HMDB0013336,CPT1C,producing
HMDB0013336,CPT1A,producing
HMDB0000824,CPT1B,producing
HMDB0000824,CPT1C,producing
HMDB0000824,CPT1A,producing
HMDB0002013,CPT1B,producing
HMDB0002013,CPT1C,producing
HMDB0002013,CPT1A,producing
HMDB0000688,CPT1B,producing
HMDB0000688,CPT1C,producing
HMDB0000688,CPT1A,producing
HMDB0002366,CPT1B,producing
HMDB0002366,CPT1C,producing
HMDB0002366,CPT1A,producing
HMDB0000705,CPT1B,producing
HMDB0000705,CPT1C,producing
HMDB0000705,CPT1A,producing
HMDB0000791,CPT1B,producing
HMDB0000791,CPT1C,producing
HMDB0000791,CPT1A,producing
HMDB0002095,CPT1B,producing
HMDB0002095,CPT1C,producing
HMDB0013130,CPT1B,producing
HMDB0013130,CPT1C,producing
HMDB0013130,CPT1A,producing
HMDB0006351,CPT1B,producing
HMDB0006351,CPT1C,producing
HMDB0006351,CPT1A,producing
HMDB0001423,SOAT2,producing
HMDB0001423,HMGCR,producing
HMDB0000227,HMGCR,producing
HMDB0010378,BAAT,producing
HMDB0010378,ACOT2,producing
HMDB0010378,ACOT4,producing
HMDB0010378,ACOT7,producing
HMDB0010378,ACOT1,producing
HMDB0010378,ACOT6,producing
HMDB0010378,LOC344967,producing
HMDB0001423,MOGAT3,producing
HMDB0050513,DGAT1,producing
HMDB0050513,DGAT2,producing
HMDB0050513,MOGAT1,producing
HMDB0050513,MOGAT2,producing
HMDB0050513,MOGAT3,producing
HMDB0001423,LPCAT2,producing
HMDB0001423,LPCAT3,producing
HMDB0001423,LPCAT1,producing
HMDB0001423,LPCAT4,producing
HMDB0001423,LRAT,producing
HMDB0001423,AWAT1,producing
HMDB0060338,DGAT2,producing
HMDB0060338,LRAT,producing
HMDB0060338,AWAT2,producing
HMDB0060338,AWAT1,producing
HMDB0011158,LPCAT2,producing
HMDB0011158,LPCAT3,producing
HMDB0011158,LPCAT1,producing
HMDB0011158,LPCAT4,producing
HMDB0012974,MPO,producing
HMDB0001050,MPO,producing
HMDB0000050,ACP2,producing
HMDB0000050,ACP3,producing
HMDB0000050,ACP6,producing
HMDB0000050,ACP5,producing
HMDB0001373,ACP2,producing
HMDB0001373,ACP3,producing
HMDB0001373,ACP6,producing
HMDB0001373,ACP5,producing
HMDB0000296,ACP2,producing
HMDB0000296,ACP3,producing
HMDB0000296,ACP6,producing
HMDB0000296,ACP5,producing
HMDB0000014,ACP2,producing
HMDB0000014,ACP3,producing
HMDB0000014,ACP6,producing
HMDB0000014,ACP5,producing
HMDB0000089,ACP2,producing
HMDB0000089,ACP3,producing
HMDB0000089,ACP6,producing
HMDB0000089,ACP5,producing
HMDB0000273,ACP2,producing
HMDB0000273,ACP3,producing
HMDB0000273,ACP6,producing
HMDB0000273,ACP5,producing
HMDB0000101,ACP2,producing
HMDB0000101,ACP3,producing
HMDB0000101,ACP6,producing
HMDB0000101,ACP5,producing
HMDB0000085,ACP2,producing
HMDB0000085,ACP3,producing
HMDB0000085,ACP6,producing
HMDB0000085,ACP5,producing
HMDB0000133,ACP2,producing
HMDB0000133,ACP3,producing
HMDB0000133,ACP6,producing
HMDB0000133,ACP5,producing
HMDB0000191,GOT2,producing
HMDB0000240,SLC25A10,producing
HMDB0000240,NDST4,producing
HMDB0000240,NDST1,producing
HMDB0000240,NDST3,producing
HMDB0000240,NDST2,producing
HMDB0000240,UST,producing
HMDB0000240,HS2ST1,producing
HMDB0000240,CHST2,producing
HMDB0000240,CHST5,producing
HMDB0000240,CHST4,producing
HMDB0000240,CHST6,producing
HMDB0000240,CHST7,producing
HMDB0000240,HS6ST3,producing
HMDB0000240,HS6ST1,producing
HMDB0000240,HS6ST2,producing
HMDB0000240,SULT4A1,producing
HMDB0000240,CHST10,producing
HMDB0000240,CHST8,producing
HMDB0000240,CHST9,producing
HMDB0000240,GAL3ST2,producing
HMDB0000240,SULT1B1,producing
HMDB0000240,GAL3ST3,producing
HMDB0000240,GAL3ST4,producing
HMDB0000240,SULT1C4,producing
HMDB0000240,SULT1C2,producing
HMDB0004081,SULT1A3,producing
HMDB0004081,NDST4,producing
HMDB0004081,NDST1,producing
HMDB0004081,NDST3,producing
HMDB0004081,NDST2,producing
HMDB0004081,UST,producing
HMDB0004081,HS2ST1,producing
HMDB0004081,CHST2,producing
HMDB0004081,CHST5,producing
HMDB0004081,CHST4,producing
HMDB0004081,CHST6,producing
HMDB0004081,CHST7,producing
HMDB0004081,HS6ST3,producing
HMDB0004081,HS6ST1,producing
HMDB0004081,HS6ST2,producing
HMDB0004081,SULT4A1,producing
HMDB0004081,CHST10,producing
HMDB0004081,CHST8,producing
HMDB0004081,CHST9,producing
HMDB0004081,GAL3ST2,producing
HMDB0004081,SULT1B1,producing
HMDB0004081,GAL3ST3,producing
HMDB0004081,GAL3ST4,producing
HMDB0004081,SULT1C4,producing
HMDB0004081,SULT1C2,producing
HMDB0000243,ETNPPL,producing
HMDB0000123,ETNPPL,producing
HMDB0000216,SLC22A2,producing
HMDB0000216,SLC22A3,producing
HMDB0000216,SLC22A1,producing
HMDB0000112,SLC6A1,producing
HMDB0000112,SLC6A11,producing
HMDB0000112,SLC6A13,producing
HMDB0000492,SLC6A1,producing
HMDB0000492,SLC6A11,producing
HMDB0000492,SLC6A13,producing
HMDB0001206,ACAT1,producing
HMDB0001275,ACAT1,producing
HMDB0001206,CRAT,producing
HMDB0000062,CRAT,producing
HMDB0001088,HADHB,producing
HMDB0000985,DLAT,producing
HMDB0003571,ACAA2,producing
HMDB0001521,ACAA2,producing
HMDB0002845,HADHB,producing
HMDB0304118,HADHB,producing
HMDB0304118,ACAA2,producing
HMDB0006532,ACAA2,producing
HMDB0006532,ACAA1,producing
HMDB0002288,ACAA2,producing
HMDB0003952,ACAA2,producing
HMDB0002145,HADHB,producing
HMDB0002145,HADHA,producing
HMDB0001243,HADHB,producing
HMDB0001243,ACAA2,producing
HMDB0001243,HADHA,producing
HMDB0004258,HADHB,producing
HMDB0004258,ACAA2,producing
HMDB0004258,HADHA,producing
HMDB0001114,HADHB,producing
HMDB0001114,ACAA2,producing
HMDB0001114,HADHA,producing
HMDB0001338,HADHB,producing
HMDB0001338,ACAA2,producing
HMDB0001338,HADHA,producing
HMDB0006497,HADHB,producing
HMDB0006497,ACAA2,producing
HMDB0006497,HADHA,producing
HMDB0013109,ACAA2,producing
HMDB0013114,ACAA2,producing
HMDB0013028,HADHB,producing
HMDB0013028,HADHA,producing
HMDB0012969,HADHB,producing
HMDB0012969,HADHA,producing
HMDB0013037,HADHB,producing
HMDB0013037,HADHA,producing
HMDB0001322,HADHB,producing
HMDB0001322,ACAA2,producing
HMDB0001322,HADHA,producing
HMDB0304118,HADHA,producing
HMDB0006521,HADHB,producing
HMDB0006521,ACAA2,producing
HMDB0006521,HADHA,producing
HMDB0006368,HADHB,producing
HMDB0006368,ACAA2,producing
HMDB0006368,HADHA,producing
HMDB0000363,CYP11A1,producing
HMDB0006203,UGT2B28,producing
HMDB0006487,GGH,producing
HMDB0002111,SLC19A1,producing
HMDB0001562,SLC19A1,producing
HMDB0001396,SLC19A1,producing
HMDB0002111,SLC26A6,producing
HMDB0000121,SLC19A1,producing
HMDB0001846,SLC19A1,producing
HMDB0002666,SLC19A1,producing
HMDB0002111,GGTLC1,producing
HMDB0002111,GGT2,producing
HMDB0002111,LOC102724197,producing
HMDB0002111,GGTLC2,producing
HMDB0060478,GGTLC1,producing
HMDB0060478,GGT2,producing
HMDB0060478,LOC102724197,producing
HMDB0060478,GGTLC2,producing
HMDB0060477,GGTLC1,producing
HMDB0060477,GGT2,producing
HMDB0060477,LOC102724197,producing
HMDB0060477,GGTLC2,producing
HMDB0001967,GGT5,producing
HMDB0001967,GGT1,producing
HMDB0001967,GGTLC1,producing
HMDB0001967,GGT2,producing
HMDB0001967,LOC102724197,producing
HMDB0001967,GGT7,producing
HMDB0001967,GGT6,producing
HMDB0001967,GGTLC2,producing
HMDB0012974,LPO,producing
HMDB0001050,LPO,producing
HMDB0000259,SLC6A4,producing
HMDB0000259,SLC22A2,producing
HMDB0000259,SLC22A1,producing
HMDB0000763,SLC4A1,producing
HMDB0001448,SLC4A1,producing
HMDB0001396,FOLR1,producing
HMDB0001396,FOLR3,producing
HMDB0006563,GGH,producing
HMDB0006259,CYP3A7,producing
HMDB0000032,CYP7A1,producing
HMDB0000169,SLC2A3,producing
HMDB0000169,SLC2A1,producing
HMDB0000169,SLC2A2,producing
HMDB0006535,MAN2C1,producing
HMDB0006537,HEXA,producing
HMDB0006537,HEXB,producing
HMDB0000215,HEXA,producing
HMDB0000215,HEXB,producing
HMDB0000169,MANBA,producing
HMDB0000215,MANBA,producing
HMDB0006535,MAN2B1,producing
HMDB0000143,GLA,producing
HMDB0000212,HEXA,producing
HMDB0000212,HEXB,producing
HMDB0000212,HEXD,producing
HMDB0000230,NEU1,producing
HMDB0000230,NEU2,producing
HMDB0000230,NEU4,producing
HMDB0000230,NEU3,producing
HMDB0000250,GALT,producing
HMDB0004886,HEXA,producing
HMDB0004886,HEXB,producing
HMDB0004886,HEXD,producing
HMDB0001201,CMPK1,producing
HMDB0001508,CMPK1,producing
HMDB0000960,CMPK1,producing
HMDB0000295,ST8SIA1,producing
HMDB0060383,UGT3A1,producing
HMDB0060383,UGT3A2,producing
HMDB0000295,ALG13,producing
HMDB0000295,ALG14,producing
HMDB0012126,ALG13,producing
HMDB0012126,ALG14,producing
HMDB0000295,GYS2,producing
HMDB0000295,GYS1,producing
HMDB0000295,PPP1R3C,producing
HMDB0000295,PPP1R3B,producing
HMDB0000757,GYS2,producing
HMDB0000757,GYS1,producing
HMDB0000757,PPP1R3C,producing
HMDB0000757,PPP1R3B,producing
HMDB0002596,UGT2B7,producing
HMDB0002596,UGT2A1,producing
HMDB0059597,A4GNT,producing
HMDB0000295,A4GNT,producing
HMDB0059597,B3GNTL1,producing
HMDB0059597,B3GNT8,producing
HMDB0059597,B3GNT7,producing
HMDB0000295,B3GNTL1,producing
HMDB0000295,B3GNT8,producing
HMDB0000295,B3GNT7,producing
HMDB0059597,GCNT3,producing
HMDB0059597,GCNT1,producing
HMDB0059597,GCNT4,producing
HMDB0000295,GCNT3,producing
HMDB0000295,GCNT1,producing
HMDB0000295,GCNT4,producing
HMDB0059597,B3GNT6,producing
HMDB0000295,B3GNT6,producing
HMDB0059597,FUT8,producing
HMDB0001201,FUT8,producing
HMDB0059597,B4GALT5,producing
HMDB0000295,B4GALT5,producing
HMDB0059597,GALNT8,producing
HMDB0059597,GALNT12,producing
HMDB0059597,GALNT1,producing
HMDB0059597,GALNT9,producing
HMDB0059597,GALNT4,producing
HMDB0059597,GALNT10,producing
HMDB0059597,GALNT13,producing
HMDB0059597,GALNT6,producing
HMDB0059597,GALNT15,producing
HMDB0059597,GALNT5,producing
HMDB0059597,GALNT2,producing
HMDB0059597,GALNT7,producing
HMDB0059597,GALNT14,producing
HMDB0059597,GALNT11,producing
HMDB0059597,GALNT3,producing
HMDB0000295,GALNT8,producing
HMDB0000295,GALNT12,producing
HMDB0000295,GALNT1,producing
HMDB0000295,GALNT9,producing
HMDB0000295,GALNT4,producing
HMDB0000295,GALNT10,producing
HMDB0000295,GALNT13,producing
HMDB0000295,GALNT6,producing
HMDB0000295,GALNT15,producing
HMDB0000295,GALNT5,producing
HMDB0000295,GALNT2,producing
HMDB0000295,GALNT7,producing
HMDB0000295,GALNT14,producing
HMDB0000295,GALNT11,producing
HMDB0000295,GALNT3,producing
HMDB0059597,B3GALT6,producing
HMDB0000295,B3GALT6,producing
HMDB0059597,B4GALT7,producing
HMDB0000295,B4GALT7,producing
HMDB0059597,CHPF2,producing
HMDB0000295,CHPF2,producing
HMDB0059597,EXT1,producing
HMDB0059597,EXT2,producing
HMDB0000295,EXT1,producing
HMDB0000295,EXT2,producing
HMDB0059597,B3GAT1,producing
HMDB0059597,B3GAT2,producing
HMDB0059597,B3GAT3,producing
HMDB0000295,B3GAT1,producing
HMDB0000295,B3GAT2,producing
HMDB0000295,B3GAT3,producing
HMDB0059597,EXTL3,producing
HMDB0059597,EXTL2,producing
HMDB0000295,EXTL3,producing
HMDB0000295,EXTL2,producing
HMDB0059597,EXTL1,producing
HMDB0000295,EXTL1,producing
HMDB0059597,MGAT1,producing
HMDB0000295,MGAT1,producing
HMDB0059597,MGAT4A,producing
HMDB0059597,MGAT4B,producing
HMDB0000295,MGAT4A,producing
