	HMDB	GENE	direction	Source
19796	HMDB0000158	SLC7A9	producing	Recon
19798	HMDB0000162	SLC7A9	producing	Recon
19799	HMDB0000168	SLC7A9	producing	Recon
19800	HMDB0000883	SLC7A9	producing	Recon
19801	HMDB0000167	SLC7A9	producing	Recon
19803	HMDB0000172	SLC7A9	producing	Recon
19804	HMDB0000214	SLC3A1	producing	Recon
19805	HMDB0000161	SLC3A1	producing	Recon
19806	HMDB0000161	SLC7A9	producing	Recon
19807	HMDB0000687	SLC3A1	producing	Recon
19808	HMDB0000687	SLC7A9	producing	Recon
19809	HMDB0000214	ARG2	producing	Recon
19810	HMDB0000214	ARG1	producing	Recon
19811	HMDB0000294	ARG2	producing	Recon
19812	HMDB0000294	ARG1	producing	Recon
19844	HMDB0000045	ENPP1	producing	Recon
19845	HMDB0000045	ENPP3	producing	Recon
19846	HMDB0000201	SLC25A20	producing	Recon
19847	HMDB0000062	SLC25A20	producing	Recon
19849	HMDB0000045	NUDT5	producing	Recon
19852	HMDB0000045	ADSL	producing	Recon
19853	HMDB0000134	ADSL	producing	Recon
19897	HMDB0000045	NUDT12	producing	Recon
19904	HMDB0000045	SLC25A17	producing	Recon
19905	HMDB0000538	SLC25A17	producing	Recon
19917	HMDB0000045	SLC27A6	producing	Recon
19926	HMDB0000045	APRT	producing	Recon
19930	HMDB0000045	ACSM3	producing	Recon
19931	HMDB0000045	ACSM2B	producing	Recon
19932	HMDB0000045	ACSM5	producing	Recon
19933	HMDB0000045	ACSM2A	producing	Recon
19934	HMDB0000045	ACSM4	producing	Recon
20024	HMDB0000045	YARS1	producing	Recon
20025	HMDB0000045	YARS2	producing	Recon
20028	HMDB0000045	AARS1	producing	Recon
20029	HMDB0000045	AARS2	producing	Recon
20032	HMDB0000045	RARS1	producing	Recon
20033	HMDB0000045	RARS2	producing	Recon
20036	HMDB0000045	NARS1	producing	Recon
20037	HMDB0000045	NARS2	producing	Recon
20040	HMDB0000045	DARS1	producing	Recon
20041	HMDB0000045	DARS2	producing	Recon
20044	HMDB0000045	CARS1	producing	Recon
20045	HMDB0000045	CARS2	producing	Recon
20048	HMDB0000045	QARS1	producing	Recon
20050	HMDB0000045	EARS2	producing	Recon
20051	HMDB0000045	EPRS1	producing	Recon
20054	HMDB0000045	GARS1	producing	Recon
20056	HMDB0000045	HARS2	producing	Recon
20057	HMDB0000045	HARS1	producing	Recon
20060	HMDB0000045	IARS2	producing	Recon
20061	HMDB0000045	IARS1	producing	Recon
20064	HMDB0000045	LARS2	producing	Recon
20065	HMDB0000045	LARS1	producing	Recon
20068	HMDB0000045	KARS1	producing	Recon
20070	HMDB0000045	MARS1	producing	Recon
20071	HMDB0000045	MARS2	producing	Recon
20074	HMDB0000045	FARSB	producing	Recon
20075	HMDB0000045	FARS2	producing	Recon
20076	HMDB0000045	FARSA	producing	Recon
20080	HMDB0000045	PARS2	producing	Recon
20082	HMDB0000045	SARS1	producing	Recon
20083	HMDB0000045	SARS2	producing	Recon
20086	HMDB0000045	TARS1	producing	Recon
20087	HMDB0000045	TARS2	producing	Recon
20088	HMDB0000045	TARS3	producing	Recon
20092	HMDB0000045	WARS2	producing	Recon
20093	HMDB0000045	WARS1	producing	Recon
20096	HMDB0000045	VARS2	producing	Recon
20097	HMDB0000045	VARS1	producing	Recon
20100	HMDB0000045	LIPT1	producing	Recon
20101	HMDB0000045	HECW1	producing	Recon
20102	HMDB0000045	MYCBP2	producing	Recon
20103	HMDB0000045	MYLIP	producing	Recon
20104	HMDB0000045	UBE3C	producing	Recon
20105	HMDB0000045	RNF216	producing	Recon
20106	HMDB0000045	UBR7	producing	Recon
20107	HMDB0000045	RNF14	producing	Recon
20108	HMDB0000045	UBR2	producing	Recon
20109	HMDB0000045	UBA6	producing	Recon
20110	HMDB0000045	UHRF1	producing	Recon
20111	HMDB0000045	RNF19A	producing	Recon
20112	HMDB0000045	NEDD4L	producing	Recon
20113	HMDB0000045	NEDD4	producing	Recon
20114	HMDB0000045	RNF126	producing	Recon
20115	HMDB0000045	RAD18	producing	Recon
20116	HMDB0000045	HLTF	producing	Recon
20117	HMDB0000045	UBE2D1	producing	Recon
20118	HMDB0000045	CHFR	producing	Recon
20119	HMDB0000045	MKRN2	producing	Recon
20120	HMDB0000045	UBE2T	producing	Recon
20121	HMDB0000045	UBE2A	producing	Recon
20122	HMDB0000045	UBE2K	producing	Recon
20123	HMDB0000045	ITCH	producing	Recon
20124	HMDB0000045	UBE2D4	producing	Recon
20125	HMDB0000045	CNOT4	producing	Recon
20126	HMDB0000045	RNF13	producing	Recon
20127	HMDB0000045	HACE1	producing	Recon
20128	HMDB0000045	HUWE1	producing	Recon
20129	HMDB0000045	BRAP	producing	Recon
20130	HMDB0000045	MUL1	producing	Recon
20131	HMDB0000045	RNF31	producing	Recon
20132	HMDB0000045	HECTD1	producing	Recon
20133	HMDB0000045	MARCHF2	producing	Recon
20134	HMDB0000045	CDC34	producing	Recon
20135	HMDB0000045	CCNB1IP1	producing	Recon
20136	HMDB0000045	RNF125	producing	Recon
20137	HMDB0000045	MIB1	producing	Recon
20138	HMDB0000045	MID1	producing	Recon
20139	HMDB0000045	UBE2NL	producing	Recon
20140	HMDB0000045	MGRN1	producing	Recon
20141	HMDB0000045	STUB1	producing	Recon
20142	HMDB0000045	UBE2I	producing	Recon
20143	HMDB0000045	RNF40	producing	Recon
20144	HMDB0000045	HERC1	producing	Recon
20145	HMDB0000045	UBE2W	producing	Recon
20146	HMDB0000045	UBR5	producing	Recon
20147	HMDB0000045	CBLL1	producing	Recon
20148	HMDB0000045	NRF1	producing	Recon
20149	HMDB0000045	UBE2R2	producing	Recon
20150	HMDB0000045	NEURL1	producing	Recon
20151	HMDB0000045	UBE2S	producing	Recon
20152	HMDB0000045	RNF167	producing	Recon
20153	HMDB0000045	SMURF2	producing	Recon
20154	HMDB0000045	UBE2D3	producing	Recon
20155	HMDB0000045	PRPF19	producing	Recon
20156	HMDB0000045	UBE4A	producing	Recon
20157	HMDB0000045	CBL	producing	Recon
20158	HMDB0000045	RNF8	producing	Recon
20159	HMDB0000045	RNF130	producing	Recon
20160	HMDB0000045	UBE3A	producing	Recon
20161	HMDB0000045	CBLB	producing	Recon
20162	HMDB0000045	FANCL	producing	Recon
20163	HMDB0000045	BIRC6	producing	Recon
20164	HMDB0000045	RNF19B	producing	Recon
20165	HMDB0000045	RNF146	producing	Recon
20166	HMDB0000045	UBE2B	producing	Recon
20167	HMDB0000045	TRIM32	producing	Recon
20168	HMDB0000045	RNF2	producing	Recon
20169	HMDB0000045	RNF115	producing	Recon
20170	HMDB0000045	RBBP6	producing	Recon
20171	HMDB0000045	WWP1	producing	Recon
20172	HMDB0000045	HECTD3	producing	Recon
20173	HMDB0000045	UBA2	producing	Recon
20174	HMDB0000045	UBR4	producing	Recon
20175	HMDB0000045	HERC2	producing	Recon
20176	HMDB0000045	UBE2M	producing	Recon
20177	HMDB0000045	UBE4B	producing	Recon
20178	HMDB0000045	UBA1	producing	Recon
20179	HMDB0000045	UBE2D2	producing	Recon
20180	HMDB0000045	TRAF7	producing	Recon
20181	HMDB0000045	TRIM5	producing	Recon
20182	HMDB0000045	UBE2G1	producing	Recon
20183	HMDB0000045	RNF128	producing	Recon
20184	HMDB0000045	MKRN1	producing	Recon
20185	HMDB0000045	RNF138	producing	Recon
20186	HMDB0000045	MDM2	producing	Recon
20187	HMDB0000045	MARCHF7	producing	Recon
20188	HMDB0000045	RNF144B	producing	Recon
20189	HMDB0000045	BARD1	producing	Recon
20190	HMDB0000045	HECW2	producing	Recon
20191	HMDB0000045	HERC3	producing	Recon
20192	HMDB0000045	RNF185	producing	Recon
20193	HMDB0000045	MARCHF9	producing	Recon
20194	HMDB0000045	UBE2Q2	producing	Recon
20195	HMDB0000045	SAE1	producing	Recon
20196	HMDB0000045	CBLC	producing	Recon
20197	HMDB0000045	COP1	producing	Recon
20198	HMDB0000045	UBR3	producing	Recon
20199	HMDB0000045	MARCHF4	producing	Recon
20200	HMDB0000045	UBA3	producing	Recon
20201	HMDB0000045	MARCHF1	producing	Recon
20202	HMDB0000045	MARCHF6	producing	Recon
20203	HMDB0000045	RNF217	producing	Recon
20204	HMDB0000045	SHPRH	producing	Recon
20205	HMDB0000045	UHRF2	producing	Recon
20206	HMDB0000045	LRSAM1	producing	Recon
20207	HMDB0000045	HERC4	producing	Recon
20208	HMDB0000045	UBE3B	producing	Recon
20209	HMDB0000045	RNF144A	producing	Recon
20210	HMDB0000045	TRIP12	producing	Recon
20211	HMDB0000045	TRIM11	producing	Recon
20212	HMDB0000045	SH3RF1	producing	Recon
20213	HMDB0000045	RNF20	producing	Recon
20214	HMDB0000045	SH3RF2	producing	Recon
20215	HMDB0000045	UBE2L6	producing	Recon
20216	HMDB0000045	TRIM63	producing	Recon
20217	HMDB0000045	UBE2Z	producing	Recon
20218	HMDB0000045	UBR1	producing	Recon
20219	HMDB0000045	AMFR	producing	Recon
20220	HMDB0000045	UBE2J2	producing	Recon
20221	HMDB0000045	UBE2Q1	producing	Recon
20222	HMDB0000045	SYVN1	producing	Recon
20223	HMDB0000045	ZSWIM2	producing	Recon
20224	HMDB0000045	RNF149	producing	Recon
20225	HMDB0000045	RNF25	producing	Recon
20226	HMDB0000045	RCHY1	producing	Recon
20227	HMDB0000045	RNF123	producing	Recon
20228	HMDB0000045	RNF180	producing	Recon
20229	HMDB0000045	HECTD2	producing	Recon
20230	HMDB0000045	MARCHF8	producing	Recon
20231	HMDB0000045	RAG1	producing	Recon
20232	HMDB0000045	RNF187	producing	Recon
20233	HMDB0000045	RFWD3	producing	Recon
20234	HMDB0000045	UBE2E3	producing	Recon
20235	HMDB0000045	UBE2E1	producing	Recon
20236	HMDB0000045	RNF139	producing	Recon
20237	HMDB0000045	SH3RF3	producing	Recon
20238	HMDB0000045	MARCHF10	producing	Recon
20239	HMDB0000045	MARCHF3	producing	Recon
20240	HMDB0000045	UBE2C	producing	Recon
20241	HMDB0000045	CBLL2	producing	Recon
20242	HMDB0000045	UBE2O	producing	Recon
20243	HMDB0000045	RNF152	producing	Recon
20244	HMDB0000045	UBE2U	producing	Recon
20245	HMDB0000045	UBE2N	producing	Recon
20246	HMDB0000045	MKRN3	producing	Recon
20247	HMDB0000045	ZNRF2	producing	Recon
20248	HMDB0000045	RNF182	producing	Recon
20249	HMDB0000045	PJA1	producing	Recon
20250	HMDB0000045	SIAH2	producing	Recon
20251	HMDB0000045	RNF41	producing	Recon
20252	HMDB0000045	UBA7	producing	Recon
20253	HMDB0000045	UBE2E2	producing	Recon
20254	HMDB0000045	TTC3	producing	Recon
20255	HMDB0000045	MARCHF11	producing	Recon
20256	HMDB0000045	UBE2F	producing	Recon
20257	HMDB0000045	UBE2G2	producing	Recon
20258	HMDB0000045	PRKN	producing	Recon
20259	HMDB0000045	UBE2L3	producing	Recon
20260	HMDB0000045	ZNRF1	producing	Recon
20261	HMDB0000045	UBE2H	producing	Recon
20262	HMDB0000045	NHLRC1	producing	Recon
20263	HMDB0000045	RNF133	producing	Recon
20264	HMDB0000045	SIAH1	producing	Recon
20265	HMDB0000045	TRIM33	producing	Recon
20266	HMDB0000045	MIB2	producing	Recon
20267	HMDB0000045	TOPORS	producing	Recon
20268	HMDB0000045	MARCHF5	producing	Recon
20269	HMDB0000045	WWP2	producing	Recon
20270	HMDB0000045	SMURF1	producing	Recon
20271	HMDB0000045	UBE2J1	producing	Recon
20272	HMDB0000045	DZIP3	producing	Recon
20273	HMDB0000045	PJA2	producing	Recon
20274	HMDB0000045	RING1	producing	Recon
20275	HMDB0000045	RNF5	producing	Recon
20276	HMDB0000045	NEURL1B	producing	Recon
20277	HMDB0000045	UBE2QL1	producing	Recon
20278	HMDB0000045	RNF103	producing	Recon
20513	HMDB0001397	HPRT1	producing	Recon
20523	HMDB0000288	UPRT	producing	Recon
20595	HMDB0000050	SLC29A2	producing	Recon
20596	HMDB0000050	SLC29A1	producing	Recon
20597	HMDB0000050	SLC29A3	producing	Recon
20598	HMDB0000050	AHCYL2	producing	Recon
20599	HMDB0000050	AHCY	producing	Recon
20600	HMDB0000050	AHCYL1	producing	Recon
20606	HMDB0000195	SLC29A2	producing	Recon
20607	HMDB0000195	SLC29A1	producing	Recon
20608	HMDB0000195	SLC29A3	producing	Recon
20609	HMDB0000034	HPRT1	producing	Recon
20610	HMDB0000034	APRT	producing	Recon
20613	HMDB0000034	SLC29A2	producing	Recon
20614	HMDB0000034	SLC29A3	producing	Recon
20615	HMDB0000034	MTAP	producing	Recon
20621	HMDB0001397	NUDT2	producing	Recon
20622	HMDB0001546	AK5	producing	Recon
20624	HMDB0001201	ALG12	producing	Recon
20625	HMDB0001201	SLC25A6	producing	Recon
20627	HMDB0001201	ALG11	producing	Recon
20628	HMDB0001201	DPM2	producing	Recon
20629	HMDB0001201	DPM1	producing	Recon
20630	HMDB0001201	DPM3	producing	Recon
20634	HMDB0001201	HYKK	producing	Recon
20636	HMDB0001201	RRM2B	producing	Recon
20637	HMDB0001201	RRM1	producing	Recon
20638	HMDB0001201	RRM2	producing	Recon
20642	HMDB0000288	ENPP1	producing	Recon
20643	HMDB0000288	ENPP3	producing	Recon
20644	HMDB0000288	ENPP2	producing	Recon
20646	HMDB0000517	ADPRH	producing	Recon
20647	HMDB0000791	SLC25A20	producing	Recon
20648	HMDB0000222	SLC25A20	producing	Recon
20649	HMDB0005065	SLC25A20	producing	Recon
20650	HMDB0000824	SLC25A20	producing	Recon
20651	HMDB0002013	SLC25A20	producing	Recon
20652	HMDB0000062	SLC6A14	producing	Recon
20654	HMDB0000062	CPT1B	producing	Recon
20655	HMDB0000062	CPT1C	producing	Recon
20668	HMDB0000062	SLC22A1	producing	Recon
20669	HMDB0000062	SLC22A9	producing	Recon
20670	HMDB0000062	SLC25A29	producing	Recon
20715	HMDB0000062	CROT	producing	Recon
20726	HMDB0005066	SLC25A20	producing	Recon
20727	HMDB0005066	SLC22A4	producing	Recon
20728	HMDB0005066	SLC22A1	producing	Recon
20729	HMDB0005066	SLC22A9	producing	Recon
20730	HMDB0005066	SLC25A29	producing	Recon
20742	HMDB0000848	SLC25A20	producing	Recon
20743	HMDB0000848	SLC22A4	producing	Recon
20744	HMDB0000848	SLC22A1	producing	Recon
20745	HMDB0000848	SLC22A9	producing	Recon
20746	HMDB0000848	SLC25A29	producing	Recon
20771	HMDB0000134	ASL	producing	Recon
20772	HMDB0000517	ASL	producing	Recon
20773	HMDB0000095	SLC35A1	producing	Recon
20780	HMDB0000294	AGMAT	producing	Recon
20781	HMDB0000294	AQP9	producing	Recon
20783	HMDB0000243	AGXT	producing	Recon
20784	HMDB0000123	AGXT	producing	Recon
20785	HMDB0000161	AGXT	producing	Recon
20787	HMDB0000161		producing	Recon
20791	HMDB0000156	FH	producing	Recon
20794	HMDB0000715	SLC22A6	producing	Recon
20795	HMDB0000715	SLC22A8	producing	Recon
20798	HMDB0000208	SLC22A7	producing	Recon
20802	HMDB0000208	SLC22A11	producing	Recon
20810	HMDB0000182	SLC7A9	producing	Recon
20811	HMDB0000517	SLC7A9	producing	Recon
20812	HMDB0000177	SLC7A9	producing	Recon
20815	HMDB0000161	SLC7A10	producing	Recon
20816	HMDB0000641	SLC7A10	producing	Recon
20817	HMDB0000123	SLC7A10	producing	Recon
20818	HMDB0000123	SLC3A2	producing	Recon
20819	HMDB0000161	GGCT	producing	Recon
20821	HMDB0000161	SLC7A5	producing	Recon
20823	HMDB0000696	SLC7A5	producing	Recon
20824	HMDB0000159	SLC7A5	producing	Recon
20825	HMDB0000158	SLC7A5	producing	Recon
20827	HMDB0000162	SLC7A5	producing	Recon
20828	HMDB0000168	SLC7A5	producing	Recon
20829	HMDB0000883	SLC7A5	producing	Recon
20830	HMDB0000167	SLC7A5	producing	Recon
20832	HMDB0000172	SLC7A5	producing	Recon
20833	HMDB0000161	SLC36A4	producing	Recon
20834	HMDB0000161	PGLYRP1	producing	Recon
20835	HMDB0000161	PGLYRP3	producing	Recon
20836	HMDB0000161	PGLYRP2	producing	Recon
20837	HMDB0000161	PGLYRP4	producing	Recon
20838	HMDB0000168	SLC43A1	producing	Recon
20839	HMDB0000168	SLC3A2	producing	Recon
20840	HMDB0000168	SLC7A8	producing	Recon
20841	HMDB0000159	SLC7A8	producing	Recon
20842	HMDB0000123	SLC7A5	producing	Recon
20843	HMDB0000641	SLC7A5	producing	Recon
20850	HMDB0000123	ANPEP	producing	Recon
20851	HMDB0000123	SLC7A8	producing	Recon
20855	HMDB0000641	SLC43A1	producing	Recon
20860	HMDB0000167	SLC7A10	producing	Recon
20861	HMDB0000167	SLC3A2	producing	Recon
20863	HMDB0000123	SLC6A9	producing	Recon
20865	HMDB0000123	SLC6A5	producing	Recon
20867	HMDB0000123	TPP1	producing	Recon
20869	HMDB0000123	PEPD	producing	Recon
20870	HMDB0000162	PEPD	producing	Recon
20871	HMDB0000123	CNDP2	producing	Recon
20872	HMDB0000123	DPEP1	producing	Recon
20873	HMDB0000687	CNDP2	producing	Recon
20874	HMDB0000687	DPEP1	producing	Recon
20875	HMDB0000123	DPEP3	producing	Recon
20876	HMDB0000123	DPEP2	producing	Recon
20881	HMDB0000167	SLC43A1	producing	Recon
20882	HMDB0000167	SLC7A8	producing	Recon
20945	HMDB0000902	HSD3B2	producing	Recon
20956	HMDB0000902	CYP8B1	producing	Recon
20962	HMDB0000902	CYP21A2	producing	Recon
21035	HMDB0000902	ALDH3A2	producing	Recon
21107	HMDB0001185	CYP3A4	producing	Recon
21108	HMDB0001185	CYP2C8	producing	Recon
21109	HMDB0001185	UGT1A6	producing	Recon
21110	HMDB0001185	UGT1A9	producing	Recon
21111	HMDB0001185	UGT1A1	producing	Recon
21113	HMDB0001185	SETD7	producing	Recon
21114	HMDB0001185	SUV39H2	producing	Recon
21115	HMDB0001185	EHMT2	producing	Recon
21116	HMDB0001185	SETDB1	producing	Recon
21117	HMDB0001185	DOT1L	producing	Recon
21118	HMDB0001185	SETDB2	producing	Recon
21119	HMDB0001185	SUV39H1	producing	Recon
21120	HMDB0001185	EHMT1	producing	Recon
21121	HMDB0001185	KMT2C	producing	Recon
21122	HMDB0001185	KMT5A	producing	Recon
21123	HMDB0001185	KMT2E	producing	Recon
21124	HMDB0001185	SETD1A	producing	Recon
21125	HMDB0001185	KMT2B	producing	Recon
21126	HMDB0001185	EZH2	producing	Recon
21127	HMDB0001185	EZH1	producing	Recon
21128	HMDB0001185	NSD2	producing	Recon
21129	HMDB0001185	KMT5B	producing	Recon
21130	HMDB0001185	ASH1L	producing	Recon
21131	HMDB0001185	KMT2A	producing	Recon
21132	HMDB0001185	KMT5C	producing	Recon
21133	HMDB0001185	SETD1B	producing	Recon
21134	HMDB0001185	NSD3	producing	Recon
21135	HMDB0001185	NSD1	producing	Recon
21136	HMDB0001185	KMT2D	producing	Recon
21137	HMDB0001185	SETMAR	producing	Recon
21138	HMDB0001185	SETD2	producing	Recon
21139	HMDB0001185	SMYD3	producing	Recon
21150	HMDB0000357	SLC27A2	producing	Recon
21254	HMDB0000122	GLB1	producing	Recon
21255	HMDB0000122	LCT	producing	Recon
21258	HMDB0000122	MGAM	producing	Recon
21260	HMDB0000122	SI	producing	Recon
21262	HMDB0000660	MGAM	producing	Recon
21263	HMDB0000660	SI	producing	Recon
21264	HMDB0000122	AMY2B	producing	Recon
21265	HMDB0000122	AMY1C	producing	Recon
21266	HMDB0000122	AMY1A	producing	Recon
21267	HMDB0000122	AMY1B	producing	Recon
21268	HMDB0000122	AMY2A	producing	Recon
21269	HMDB0000122	LYZL1	producing	Recon
21294	HMDB0000122	SLC2A2	producing	Recon
21295	HMDB0000122	GBA2	producing	Recon
21307	HMDB0000182	BTD	producing	Recon
21309	HMDB0000182	SLC7A2	producing	Recon
21310	HMDB0000182	SLC7A1	producing	Recon
21311	HMDB0000182	SLC38A4	producing	Recon
21312	HMDB0000182	SLC7A3	producing	Recon
21314	HMDB0000182	SLC3A2	producing	Recon
21315	HMDB0000517	SLC38A4	producing	Recon
21316	HMDB0000517	SLC7A2	producing	Recon
21317	HMDB0000517	SLC7A1	producing	Recon
21318	HMDB0000517	SLC7A3	producing	Recon
21323	HMDB0000904	DDAH1	producing	Recon
21324	HMDB0000904	DDAH2	producing	Recon
21330	HMDB0000122	GBA	producing	Recon
21331	HMDB0000122	GALC	producing	Recon
21366	HMDB0000296	NT5E	producing	Recon
21367	HMDB0000133	NT5C	producing	Recon
21370	HMDB0000244	ALPI	producing	Recon
21375	HMDB0000177	CNDP1	producing	Recon
21376	HMDB0000177	CNDP2	producing	Recon
21379	HMDB0000254	SLC13A3	producing	Recon
21380	HMDB0000122	SLC2A3	producing	Recon
21381	HMDB0000122	SLC2A1	producing	Recon
21382	HMDB0000122	SLC2A4	producing	Recon
21383	HMDB0000122	SLC2A8	producing	Recon
21384	HMDB0000122	SLC2A7	producing	Recon
21385	HMDB0000122	SLC2A11	producing	Recon
21386	HMDB0000122	SLC2A10	producing	Recon
21387	HMDB0000122	SLC2A9	producing	Recon
21388	HMDB0000122	SLC2A12	producing	Recon
21389	HMDB0000122	SLC2A6	producing	Recon
21390	HMDB0000122	SLC2A14	producing	Recon
21391	HMDB0000122	AGL	producing	Recon
21392	HMDB0000122	GANC	producing	Recon
21394	HMDB0000122	GALM	producing	Recon
21395	HMDB0000122	KANSL3	producing	Recon
21396	HMDB0000122	SAP130	producing	Recon
21397	HMDB0000122	PRRT2	producing	Recon
21398	HMDB0000122	SETD5	producing	Recon
21399	HMDB0000122	EIF4EBP3	producing	Recon
21409	HMDB0000696	BHMT2	producing	Recon
21410	HMDB0000696	BHMT	producing	Recon
21411	HMDB0000696	SLC43A2	producing	Recon
21412	HMDB0000696	SLC43A1	producing	Recon
21451	HMDB0001127	H6PD	producing	Recon
21454	HMDB0000220	PGAP1	producing	Recon
21461	HMDB0000288	ENTPD5	producing	Recon
21468	HMDB0000220	SGPL1	producing	Recon
21471	HMDB0000295	XYLT1	producing	Recon
21472	HMDB0000295	XYLT2	producing	Recon
21481	HMDB0000295	UGT8	producing	Recon
21534	HMDB0000295	PIGB	producing	Recon
21535	HMDB0000295	FUT9	producing	Recon
21536	HMDB0000295	PIGM	producing	Recon
21537	HMDB0000295	PIGV	producing	Recon
21538	HMDB0000295	PIGZ	producing	Recon
21539	HMDB0000295	GLT8D1	producing	Recon
21540	HMDB0000295	POMGNT1	producing	Recon
21541	HMDB0000295	UGGT2	producing	Recon
21542	HMDB0000295	GALNTL5	producing	Recon
21543	HMDB0000295	GLT8D2	producing	Recon
21544	HMDB0000295	GCNT7	producing	Recon
21545	HMDB0000295	STT3A	producing	Recon
21546	HMDB0000295	UGGT1	producing	Recon
21547	HMDB0000295	B4GALNT3	producing	Recon
21548	HMDB0000295	OGT	producing	Recon
21549	HMDB0000295	B3GALNT2	producing	Recon
21550	HMDB0000295	POGLUT1	producing	Recon
21551	HMDB0000295	STT3B	producing	Recon
21552	HMDB0000295	B4GALNT2	producing	Recon
21553	HMDB0000295	MGAT5B	producing	Recon
21554	HMDB0000295	FUT10	producing	Recon
21555	HMDB0000295	FUT7	producing	Recon
21556	HMDB0000295	B4GALNT4	producing	Recon
21557	HMDB0000295	B3GLCT	producing	Recon
21558	HMDB0000295	ALG1L	producing	Recon
21559	HMDB0000295	FUT4	producing	Recon
21560	HMDB0000295	FUT11	producing	Recon
21561	HMDB0000295	GLT6D1	producing	Recon
21562	HMDB0000295	MGAT4D	producing	Recon
21563	HMDB0000295	GCNT2P1	producing	Recon
21564	HMDB0000295	B3GNT9	producing	Recon
21565	HMDB0000295	ALG1L2	producing	Recon
21589	HMDB0000295	PYURF	producing	Recon
21590	HMDB0000295	PIGY	producing	Recon
21661	HMDB0001401	G6PC1	producing	Recon
21662	HMDB0001401	G6PC2	producing	Recon
21663	HMDB0001401	G6PC3	producing	Recon
21665	HMDB0000254	P4HB	producing	Recon
21672	HMDB0000902	HSD11B2	producing	Recon
21674	HMDB0000902	HSD17B2	producing	Recon
21688	HMDB0000122	G6PC1	producing	Recon
21689	HMDB0000122	G6PC2	producing	Recon
21690	HMDB0000122	G6PC3	producing	Recon
21694	HMDB0000122	MOGS	producing	Recon
21718	HMDB0000097	SLC22A2	producing	Recon
21719	HMDB0000097	SLC22A5	producing	Recon
21720	HMDB0000097	PTDSS1	producing	Recon
21734	HMDB0000064	SLC6A8	producing	Recon
21735	HMDB0000064	SLC6A10P	producing	Recon
21745	HMDB0000162	SLC6A20	producing	Recon
21750	HMDB0000177	SLC6A9	producing	Recon
21760	HMDB0000902	NMNAT1	producing	Recon
21762	HMDB0000254	PHYH	producing	Recon
21788	HMDB0005066	SLC22A5	producing	Recon
21801	HMDB0000630	SLC29A2	producing	Recon
21810	HMDB0000148	SLC3A2	producing	Recon
21811	HMDB0000148	SLC7A11	producing	Recon
21812	HMDB0003337	PRDX2	producing	Recon
21813	HMDB0003337	PRDX1	producing	Recon
21814	HMDB0003337	P4HB	producing	Recon
21815	HMDB0003337	PDIA2	producing	Recon
21816	HMDB0003337	PDIA5	producing	Recon
21817	HMDB0003337	PDIA6	producing	Recon
21818	HMDB0003337	PDIA4	producing	Recon
21819	HMDB0003337	TMX3	producing	Recon
21820	HMDB0003337	PDIA3	producing	Recon
21821	HMDB0000148	SLC22A7	producing	Recon
21823	HMDB0000089	SLC29A2	producing	Recon
21824	HMDB0000089	SLC29A1	producing	Recon
21825	HMDB0000089	SLC29A3	producing	Recon
21826	HMDB0000296	SLC29A2	producing	Recon
21827	HMDB0000296	SLC29A1	producing	Recon
21828	HMDB0000296	SLC29A3	producing	Recon
21829	HMDB0000295	DCK	producing	Recon
21874	HMDB0059655	L2HGDH	producing	Recon
21905	HMDB0000124	TKT	producing	Recon
21906	HMDB0000124	TKTL2	producing	Recon
21907	HMDB0000124	TKTL1	producing	Recon
21934	HMDB0000149	PTDSS2	producing	Recon
21935	HMDB0000149	ENPP2	producing	Recon
21945	HMDB0000220	CLPS	producing	Recon
21960	HMDB0001397	SLC35C1	producing	Recon
21968	HMDB0000806	SLC27A2	producing	Recon
21969	HMDB0000220	SLC27A5	producing	Recon
21970	HMDB0000220	ELOVL6	producing	Recon
21971	HMDB0000220	ELOVL5	producing	Recon
21972	HMDB0000220	ELOVL2	producing	Recon
21973	HMDB0000220	PPT1	producing	Recon
21974	HMDB0000220	PPT2	producing	Recon
21975	HMDB0003229	SLC27A2	producing	Recon
21976	HMDB0000827	SLC27A5	producing	Recon
21977	HMDB0000207	SLC27A5	producing	Recon
21978	HMDB0000673	SLC27A5	producing	Recon
21989	HMDB0000124	MPI	producing	Recon
21990	HMDB0000124	GPI	producing	Recon
21991	HMDB0000124	TALDO1	producing	Recon
22001	HMDB0000684	SLC43A2	producing	Recon
22002	HMDB0000684	SLC43A1	producing	Recon
22003	HMDB0000684	SLC7A8	producing	Recon
22004	HMDB0000687	SLC43A1	producing	Recon
22018	HMDB0000660	SLC2A8	producing	Recon
22019	HMDB0000660	SLC2A2	producing	Recon
22020	HMDB0000660	SLC2A7	producing	Recon
22021	HMDB0000660	SLC2A5	producing	Recon
22022	HMDB0000660	SLC2A11	producing	Recon
22023	HMDB0000660	AMY2B	producing	Recon
22024	HMDB0000660	AMY1C	producing	Recon
22025	HMDB0000660	AMY1A	producing	Recon
22026	HMDB0000660	AMY1B	producing	Recon
22027	HMDB0000660	AMY2A	producing	Recon
22028	HMDB0000660	LYZL1	producing	Recon
22052	HMDB0001401	PGM1	producing	Recon
22053	HMDB0001401	PGM2	producing	Recon
22054	HMDB0001401	GPI	producing	Recon
22059	HMDB0000122	CTSA	producing	Recon
22060	HMDB0000122	GALNS	producing	Recon
22061	HMDB0000122	NEU1	producing	Recon
22086	HMDB0000131	GLA	producing	Recon
